#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
52,Manchester City,,Kelechi Iheanacho,2,0,0,6,33.33,7.13,7.13
53,Olympique Lyonnais,,Corentin Tolisso,2,2,4,15,13.33,7.13,7.13
54,Legia Warszawa,,Aleksandar Prijović,2,1,0,8,25,7.10,7.10
55,Benfica,,Franco Cervi,2,1,11,7,28.57,7.10,7.10
56,FC Bayern München,,Douglas Costa,2,0,15,15,13.33,7.06,7.06
57,Manchester City,,Leroy Sané,2,0,11,6,33.33,7.00,7.00
58,CSKA Moscow,,Alan Dzagoev,2,0,3,5,40,7.00,7.00
59,AS Monaco,,Thomas Lemar,2,0,30,16,12.5,6.99,6.99
60,Borussia M'gladbach,,Lars Stindl,2,0,2,11,18.18,6.96,6.96
61,Sevilla,,Wissam Ben Yedder,2,0,3,7,28.57,6.96,6.96
62,Legia Warszawa,,Miroslav Radović,2,1,10,9,22.22,6.92,6.92
63,Ludogorets,,Jonathan Cafú,2,0,13,8,25,6.90,6.90
64,Manchester City,,Raheem Sterling,2,1,18,13,15.38,6.87,6.87
65,Sporting,,Bruno César,2,0,1,16,12.5,6.85,6.85
66,Leicester City,,Jamie Vardy,2,2,9,16,12.5,6.83,6.83
67,Atlético Madrid,,Yannick Carrasco,2,0,27,28,7.14,6.82,6.82
68,Paris Saint-Germain,,Blaise Matuidi,2,1,3,6,33.33,6.81,6.81
69,Leicester City,,Marc Albrighton,2,0,8,6,33.33,6.80,6.80
70,Arsenal,,Olivier Giroud,2,0,0,9,22.22,6.75,6.75
71,AS Monaco,,Valère Germain,2,3,1,12,16.67,6.72,6.72
72,FC Rostov,,Sardar Azmoun,2,0,4,11,18.18,6.70,6.70
73,Atlético Madrid,,Kévin Gameiro,2,4,3,16,12.5,6.69,6.69
74,AS Monaco,,Bernardo Silva,2,1,26,12,16.67,6.65,6.65
75,Borussia Dortmund,,Adrián Ramos,1,0,2,1,100,7.60,7.60
76,Beşiktaş,,Anderson Talisca,1,0,4,9,11.11,7.55,7.55
77,Bayer 04 Leverkusen,,Kevin Kampl,1,0,21,10,10,7.53,7.53
78,Sevilla,,Steven​ N'Zonzi,1,1,11,8,12.5,7.44,7.44
79,Borussia Dortmund,,Nuri Şahin,1,0,1,2,50,7.43,7.43
80,Paris Saint-Germain,,Lucas Moura,1,0,11,14,7.14,7.40,7.40
81,Tottenham Hotspur,,Toby Alderweireld,1,2,0,5,20,7.40,7.40
82,Real Madrid,,Toni Kroos,1,0,5,10,10,7.38,7.38
83,Juventus,,Giorgio Chiellini,1,0,1,3,33.33,7.38,7.38
84,FC København,,Thomas Delaney,1,0,2,9,11.11,7.37,7.37
85,FC København,,Federico Santander,1,1,4,10,10,7.33,7.33
86,Real Madrid,,Mateo Kovačić,1,0,9,3,33.33,7.33,7.33
87,Real Madrid,,Sergio Ramos,1,0,0,11,9.09,7.31,7.31
88,AS Monaco,,Fabinho,1,1,15,8,12.5,7.30,7.30
89,Legia Warszawa,,Thibault Moulin,1,0,5,6,16.67,7.30,7.30
90,Juventus,,Daniele Rugani,1,0,0,1,100,7.30,7.30
91,Manchester City,,Kevin De Bruyne,1,0,8,10,10,7.28,7.28
92,PSV Eindhoven,,Luuk de Jong,1,2,0,9,11.11,7.28,7.28
93,Sevilla,,Sergio Escudero,1,0,9,11,9.09,7.28,7.28
94,Borussia Dortmund,,Gonzalo Castro,1,0,7,9,11.11,7.26,7.26
95,Juventus,,Leonardo Bonucci,1,1,1,5,20,7.25,7.25
96,Paris Saint-Germain,,Julian Draxler,1,0,3,4,25,7.25,7.25
97,Dynamo Kyiv,,Denys Garmash,1,0,5,11,9.09,7.20,7.20
98,FC Porto,,Yacine Brahimi,1,0,25,8,12.5,7.20,7.20
99,Bayer 04 Leverkusen,,Hakan Çalhanoğlu,1,0,6,11,9.09,7.20,7.20
100,Borussia Dortmund,,Julian Weigl,1,0,8,3,33.33,7.16,7.16
101,Borussia Dortmund,,Marc Bartra,1,0,2,5,20,7.14,7.14
102,Juventus,,Claudio Marchisio,1,0,8,7,14.29,7.14,7.14
103,Manchester City,,Nolito,1,0,2,7,14.29,7.13,7.13
104,Borussia M'gladbach,,Thorgan Hazard,1,0,2,5,20,7.13,7.13
105,Juventus,,Miralem Pjanić,1,1,7,19,5.26,7.12,7.12
106,FC Porto,,Otávio,1,1,13,10,10,7.12,7.12
107,Borussia Dortmund,,Mario Götze,1,0,1,5,20,7.10,7.10
108,Manchester City,,David Silva,1,0,5,2,50,7.10,7.10
109,Bayer 04 Leverkusen,,Vladlen Yurchenko,1,0,0,2,50,7.10,7.10
110,Olympique Lyonnais,,Alexandre Lacazette,1,2,12,10,10,7.10,7.10
111,Borussia Dortmund,,Sokratis,1,0,2,6,16.67,7.10,7.10
112,AS Monaco,,Tiemoué Bakayoko,1,1,20,9,11.11,7.09,7.09
113,Barcelona,,Gerard Piqué,1,0,3,5,20,7.09,7.09
114,Sevilla,,Samir Nasri,1,1,13,9,11.11,7.08,7.08
115,Bayer 04 Leverkusen,,Admir Mehmedi,1,0,3,7,14.29,7.06,7.06
116,Sevilla,,Nicolás Pareja,1,0,0,1,100,7.05,7.05
117,Sporting,,Adrien Silva,1,0,4,10,10,7.04,7.04
118,Napoli,,Lorenzo Insigne,1,2,5,16,6.25,7.04,7.04
119,Olympique Lyonnais,,Jordan Ferri,1,0,2,5,20,7.03,7.03
120,Real Madrid,,Isco,1,0,16,8,12.5,7.02,7.02
121,Arsenal,,Alex Oxlade-Chamberlain,1,0,21,5,20,7.00,7.00
122,Bayer 04 Leverkusen,,Karim Bellarabi,1,0,8,3,33.33,7.00,7.00
123,Juventus,,Marko Pjaca,1,0,5,3,33.33,7.00,7.00
124,CSKA Moscow,,Bibars Natcho,1,0,1,6,16.67,6.98,6.98
125,Sevilla,,Joaquín Correa,1,1,2,7,14.29,6.97,6.97
126,AS Monaco,,Kamil Glik,1,1,0,7,14.29,6.95,6.95
127,Borussia Dortmund,,Raphaël Guerreiro,1,1,10,8,12.5,6.93,6.93
128,Borussia Dortmund,,Christian Pulišić,1,1,19,21,4.76,6.93,6.93
129,Napoli,,José Callejón,1,3,0,11,9.09,6.93,6.93
130,PSV Eindhoven,,Santiago Arias,1,0,2,5,20,6.93,6.93
131,FC Rostov,,Christian Noboa,1,0,5,9,11.11,6.92,6.92
132,Club Brugge KV,,Jelle Vossen,1,0,0,5,20,6.90,6.90
133,Sporting,,Bas Dost,1,1,0,12,8.33,6.88,6.88
134,Basel,,Luca Zuffi,1,0,4,4,25,6.88,6.88
135,Borussia M'gladbach,,André Hahn,1,0,3,10,10,6.87,6.87
136,Beşiktaş,,Adriano,1,0,3,4,25,6.87,6.87
137,Dynamo Kyiv,,Artem Besedin,1,0,2,1,100,6.87,6.87
138,Dynamo Kyiv,,Derlis González,1,0,5,6,16.67,6.86,6.86
139,Leicester City,,Islam Slimani,1,0,0,3,33.33,6.86,6.86
140,Borussia M'gladbach,,Raffael,1,0,15,7,14.29,6.86,6.86
141,Olympique Lyonnais,,Maxwel Cornet,1,1,6,13,7.69,6.85,6.85
142,Manchester City,,John Stones,1,1,6,3,33.33,6.84,6.84
143,Benfica,,Ljubomir Fejsa,1,0,4,5,20,6.84,6.84
144,FC København,,Andreas Cornelius,1,1,1,12,8.33,6.84,6.84
145,AS Monaco,,Djibril Sidibé,1,0,12,5,20,6.83,6.83
146,Juventus,,Juan Cuadrado,1,0,18,13,7.69,6.83,6.83
147,Ludogorets,,Natanael,1,0,6,3,33.33,6.82,6.82
148,Arsenal,,Granit Xhaka,1,0,1,2,50,6.81,6.81
149,Manchester City,,Fernandinho,1,0,4,5,20,6.81,6.81
150,Leicester City,,Wes Morgan,1,0,2,3,33.33,6.81,6.81
151,Bayer 04 Leverkusen,,Javier Hernández,1,1,5,25,4,6.80,6.80
152,PSV Eindhoven,,Davy Pröpper,1,1,8,7,14.29,6.78,6.78
153,Borussia Dortmund,,Andre Schürrle,1,1,4,7,14.29,6.78,6.78
154,Real Madrid,,Lucas Vázquez,1,0,9,9,11.11,6.78,6.78
155,Dynamo Kyiv,,Vitaliy Buyalskyi,1,1,1,4,25,6.78,6.78
156,Atlético Madrid,,Fernando Torres,1,1,5,16,6.25,6.77,6.77
157,Paris Saint-Germain,,Thomas Meunier,1,1,3,5,20,6.77,6.77
158,Barcelona,,Andrés Iniesta,1,1,9,8,12.5,6.76,6.76
159,Barcelona,,Sergi Roberto,1,0,12,6,16.67,6.76,6.76
160,PSV Eindhoven,,Luciano Narsingh,1,0,3,4,25,6.76,6.76
161,Sevilla,,Pablo Sarabia,1,0,2,10,10,6.76,6.76
162,Club Brugge KV,,José Izquierdo,1,2,8,10,10,6.75,6.75
163,Benfica,,Raúl Jiménez,1,0,2,6,16.67,6.75,6.75
164,Legia Warszawa,,Nemanja Nikolics,1,0,0,8,12.5,6.74,6.74
165,Ludogorets,,Claudiu Keșerü,1,0,0,3,33.33,6.73,6.73
166,FC Porto,,Diogo Jota,1,0,7,16,6.25,6.73,6.73
167,Basel,,Renato Steffen,1,0,5,9,11.11,6.72,6.72
168,Dynamo Kyiv,,Serhiy Sydorchuk,1,0,4,7,14.29,6.72,6.72
169,Ludogorets,,Wanderson,1,1,14,7,14.29,6.70,6.70
170,Sporting,,Bryan Ruiz,1,1,5,5,20,6.70,6.70
171,Tottenham Hotspur,,Dele Alli,1,5,6,19,5.26,6.70,6.70
172,Benfica,,Nélson Semedo,1,0,15,5,20,6.69,6.69
173,Dynamo Kyiv,,Andriy Yarmolenko,1,4,9,10,10,6.68,6.68
174,Napoli,,Manolo Gabbiadini,1,0,1,10,10,6.68,6.68
175,FC Porto,,Jesús Corona,1,0,11,6,16.67,6.67,6.67
176,Benfica,,Konstantinos Mitroglou,1,3,1,10,10,6.67,6.67
177,FC Porto,,Miguel Layún,1,0,5,7,14.29,6.65,6.65
178,Beşiktaş,,Cenk Tosun,1,1,2,4,25,6.63,6.63
179,Dynamo Kyiv,,Viktor Tsygankov,1,0,2,1,100,6.62,6.62
180,Dynamo Kyiv,,Júnior Moraes,1,4,1,9,11.11,6.62,6.62
181,Celtic,,Patrick Roberts,1,0,8,2,50,6.62,6.62
182,Leicester City,,Shinji Okazaki,1,0,5,7,14.29,6.60,6.60
183,Sevilla,,Luciano Vietto,1,5,0,12,8.33,6.60,6.60
184,CSKA Moscow,,Roman Eremenko,1,0,0,5,20,6.60,6.60
185,Bayer 04 Leverkusen,,Julian Brandt,1,1,20,8,12.5,6.58,6.58
186,Legia Warszawa,,Vadis Odjidja-Ofoe,1,0,9,6,16.67,6.57,6.57
187,Arsenal,,Alex Iwobi,1,0,3,6,16.67,6.57,6.57
188,Basel,,Seydou Doumbia,1,1,5,5,20,6.55,6.55
189,Ludogorets,,Virgil Misidjan,1,0,7,3,33.33,6.53,6.53
190,Tottenham Hotspur,,Heung-min Son,1,1,5,14,7.14,6.52,6.52
191,Bayer 04 Leverkusen,,Kevin Volland,1,3,9,9,11.11,6.47,6.47
192,Borussia Dortmund,,Felix Passlack,1,0,5,1,100,6.45,6.45
193,Legia Warszawa,,Michał Kucharczyk,1,1,3,6,16.67,6.45,6.45
194,CSKA Moscow,,Lacina Traoré,1,1,3,3,33.33,6.45,6.45
195,Legia Warszawa,,Guilherme Marques,1,0,2,5,20,6.42,6.42
196,Sevilla,,Ganso,0,0,1,2,0,8.00,8.00
197,Arsenal,,Santi Cazorla,0,0,5,1,0,7.87,7.87
198,Olympique Lyonnais,,Lucas Tousart,0,0,1,2,0,7.60,7.60
199,FC København,,Ludwig Augustinsson,0,1,0,3,0,7.60,7.60
200,Tottenham Hotspur,,Jan Vertonghen,0,0,4,2,0,7.54,7.54
201,Bayer 04 Leverkusen,,Lars Bender,0,0,2,0,0,7.53,7.53
202,Arsenal,,Rob Holding,0,0,0,1,0,7.50,7.50
203,FC København,,Erik Berg,0,0,0,2,0,7.50,7.50
204,Olympique Lyonnais,,Maxime Gonalons,0,0,6,6,0,7.45,7.45
205,Paris Saint-Germain,,Marco Verratti,0,0,10,2,0,7.43,7.43
206,Atlético Madrid,,José María Giménez,0,0,3,3,0,7.42,7.42
207,Dynamo Kyiv,,Evgeniy Khacheridi,0,0,0,2,0,7.42,7.42
208,Bayer 04 Leverkusen,,Julian Baumgartlinger,0,0,3,2,0,7.38,7.38
209,Olympique Lyonnais,,Maciej Rybus,0,0,1,8,0,7.37,7.37
210,Tottenham Hotspur,,Kieran Trippier,0,0,0,0,0,7.33,7.33
211,FC Porto,,Danilo Pereira,0,0,8,5,0,7.33,7.33
212,Barcelona,,Javier Mascherano,0,0,2,2,0,7.31,7.31
213,PSV Eindhoven,,Remko Pasveer,0,0,0,0,0,7.30,7.30
214,Beşiktaş,,Tolga Zengin,0,0,0,0,0,7.30,7.30
215,Bayer 04 Leverkusen,,Benjamin Henrichs,0,0,9,3,0,7.30,7.30
216,CSKA Moscow,,Pontus Wernbloom,0,0,2,4,0,7.28,7.28
217,FC Bayern München,,Xabi Alonso,0,0,3,1,0,7.27,7.27
218,Atlético Madrid,,Diego Godín,0,0,3,6,0,7.26,7.26
219,Real Madrid,,Marcelo,0,0,29,16,0,7.26,7.26
220,FC Porto,,Felipe,0,0,2,5,0,7.26,7.26
221,Olympique Lyonnais,,Mouctar Diakhaby,0,0,0,2,0,7.23,7.23
222,Leicester City,,Kasper Schmeichel,0,0,1,0,0,7.23,7.23
223,GNK Dinamo Zagreb,,Dominik Livaković,0,0,0,0,0,7.23,7.23
224,Paris Saint-Germain,,Adrien Rabiot,0,0,10,4,0,7.22,7.22
225,Tottenham Hotspur,,Hugo Lloris,0,0,0,0,0,7.22,7.22
226,Leicester City,,Christian Fuchs,0,0,3,4,0,7.21,7.21
227,Sevilla,,Clément Lenglet,0,0,1,0,0,7.20,7.20
228,Paris Saint-Germain,,Presnel Kimpembe,0,0,1,1,0,7.20,7.20
229,Benfica,,Alejandro Grimaldo,0,0,6,2,0,7.20,7.20
230,Bayer 04 Leverkusen,,Ömer Toprak,0,0,0,4,0,7.20,7.20
231,Olympique Lyonnais,,Jérémy Morel,0,0,4,2,0,7.20,7.20
232,Tottenham Hotspur,,Christian Eriksen,0,1,6,10,0,7.18,7.18
233,Atlético Madrid,,Gabi,0,0,6,3,0,7.18,7.18
234,Atlético Madrid,,Šime Vrsaljko,0,0,7,1,0,7.18,7.18
235,Real Madrid,,Luka Modrić,0,0,27,12,0,7.17,7.17
236,Olympique Lyonnais,,Anthony Lopes,0,0,0,0,0,7.17,7.17
237,Club Brugge KV,,Benoît Poulain,0,0,1,1,0,7.16,7.16
238,Atlético Madrid,,Koke,0,0,11,15,0,7.16,7.16
239,Sevilla,,Adil Rami,0,0,7,7,0,7.16,7.16
240,FC Bayern München,,Rafinha,0,0,0,1,0,7.15,7.15
241,Atlético Madrid,,Filipe Luís,0,0,23,7,0,7.15,7.15
242,Sevilla,,Gabriel Mercado,0,0,1,0,0,7.13,7.13
243,Sevilla,,Mariano,0,0,3,4,0,7.13,7.13
244,FC Rostov,,Miha Mevlja,0,0,1,0,0,7.12,7.12
245,FC Bayern München,,David Alaba,0,0,4,14,0,7.11,7.11
246,Sporting,,Sebastián Coates,0,0,3,4,0,7.10,7.10
247,Manchester City,,Yaya Touré,0,0,2,1,0,7.10,7.10
248,Sevilla,,Stevan Jovetić,0,0,0,4,0,7.10,7.10
249,Tottenham Hotspur,,Kevin Wimmer,0,0,0,0,0,7.10,7.10
250,Celtic,,Gary Mackay-Steven,0,1,0,3,0,7.10,7.10
251,Olympique Lyonnais,,Nicolas N'Koulou,0,0,3,1,0,7.10,7.10
252,Legia Warszawa,,Arkadiusz Malarz,0,0,0,0,0,7.10,7.10
253,Olympique Lyonnais,,Mapou Yanga-Mbiwa,0,0,6,2,0,7.10,7.10
254,PSV Eindhoven,,Héctor Moreno,0,0,0,2,0,7.10,7.10
255,Atlético Madrid,,Jan Oblak,0,0,0,0,0,7.08,7.08
256,GNK Dinamo Zagreb,,Gordon Schildenfeld,0,0,1,2,0,7.08,7.08
257,AS Monaco,,Benjamin Mendy,0,1,15,6,0,7.07,7.07
258,Benfica,,Ederson,0,0,0,0,0,7.07,7.07
259,Dynamo Kyiv,,Domagoj Vida,0,0,2,3,0,7.07,7.07
260,Borussia M'gladbach,,Nico Elvedi,0,0,4,1,0,7.07,7.07
261,Leicester City,,Robert Huth,0,0,2,7,0,7.06,7.06
262,Benfica,,Luisão,0,0,0,4,0,7.05,7.05
263,Celtic,,Jozo Šimunović,0,0,0,0,0,7.05,7.05
264,FC København,,Robin Olsen,0,0,0,0,0,7.05,7.05
265,Olympique Lyonnais,,Sergi Darder,0,0,6,11,0,7.05,7.05
266,Bayer 04 Leverkusen,,Jonathan Tah,0,0,2,1,0,7.04,7.04
267,Dynamo Kyiv,,Serhiy Rybalka,0,0,1,7,0,7.04,7.04
268,Paris Saint-Germain,,Marquinhos,0,1,0,5,0,7.04,7.04
269,Barcelona,,Sergio Busquets,0,0,4,0,0,7.04,7.04
270,Barcelona,,Samuel Umtiti,0,1,1,2,0,7.04,7.04
271,Olympique Lyonnais,,Mathieu Valbuena,0,0,1,7,0,7.03,7.03
272,Manchester City,,Fernando,0,0,1,1,0,7.03,7.03
273,Real Madrid,,Pepe,0,0,0,0,0,7.03,7.03
274,Ludogorets,,José Luis Palomino,0,0,1,2,0,7.02,7.02
275,Arsenal,,Kieran Gibbs,0,0,5,1,0,7.02,7.02
276,FC København,,Peter Ankersen,0,0,3,11,0,7.02,7.02
277,Paris Saint-Germain,,Thiago Silva,0,1,0,6,0,7.01,7.01
278,Napoli,,Faouzi Ghoulam,0,0,4,3,0,7.01,7.01
279,Juventus,,Andrea Barzagli,0,0,1,0,0,7.01,7.01
280,Juventus,,Alex Sandro,0,0,17,6,0,7.01,7.01
281,Real Madrid,,James Rodríguez,0,1,2,6,0,7.00,7.00
282,Borussia M'gladbach,,Mahmoud Dahoud,0,0,11,1,0,7.00,7.00
283,Juventus,,Neto,0,0,0,0,0,7.00,7.00
284,AS Monaco,,Corentin Jean,0,0,0,3,0,7.00,7.00
285,AS Monaco,,Kévin N'Doram,0,0,1,0,0,7.00,7.00
286,Dynamo Kyiv,,Danilo Silva,0,0,3,1,0,7.00,7.00
287,Juventus,,Hernanes,0,0,0,2,0,7.00,7.00
288,Tottenham Hotspur,,Kyle Walker,0,0,9,1,0,7.00,7.00
289,Tottenham Hotspur,,Ben Davies,0,0,0,3,0,7.00,7.00
290,Manchester City,,Nicolás Otamendi,0,1,2,7,0,7.00,7.00
291,FC Rostov,,César Navas,0,0,0,1,0,7.00,7.00
292,FC Porto,,Iván Marcano,0,1,1,3,0,7.00,7.00
293,FC Bayern München,,Mats Hummels,0,1,9,6,0,7.00,7.00
294,FC Bayern München,,Philipp Lahm,0,1,4,4,0,6.99,6.99
295,FC Bayern München,,Franck Ribéry,0,0,19,9,0,6.98,6.98
296,FC Bayern München,,Jérôme Boateng,0,0,1,2,0,6.98,6.98
297,Olympique Lyonnais,,Rafael,0,0,13,6,0,6.98,6.98
298,FC Bayern München,,Manuel Neuer,0,0,0,0,0,6.98,6.98
299,Tottenham Hotspur,,Harry Winks,0,0,5,0,0,6.98,6.98
300,Real Madrid,,Daniel Carvajal,0,1,14,6,0,6.97,6.97
301,Sporting,,William Carvalho,0,0,12,7,0,6.97,6.97
302,Tottenham Hotspur,,Erik Lamela,0,0,6,5,0,6.97,6.97
303,Legia Warszawa,,Michał Pazdan,0,0,1,0,0,6.97,6.97
304,Club Brugge KV,,Dion Cools,0,0,1,0,0,6.97,6.97
305,Atlético Madrid,,Stefan Savić,0,0,0,3,0,6.96,6.96
306,CSKA Moscow,,Vasily Berezutskiy,0,0,0,0,0,6.96,6.96
307,Arsenal,,Aaron Ramsey,0,0,6,7,0,6.95,6.95
308,Atlético Madrid,,Juanfran,0,0,2,0,0,6.95,6.95
309,Beşiktaş,,Marcelo,0,0,0,1,0,6.95,6.95
310,Sevilla,,Sergio Rico,0,0,0,0,0,6.95,6.95
311,Juventus,,Gianluigi Buffon,0,0,0,0,0,6.95,6.95
312,Atlético Madrid,,Tiago,0,0,0,0,0,6.95,6.95
313,GNK Dinamo Zagreb,,Filip Benković,0,0,0,2,0,6.94,6.94
314,Arsenal,,Laurent Koscielny,0,0,2,1,0,6.94,6.94
315,Arsenal,,Nacho Monreal,0,0,1,2,0,6.93,6.93
316,Dynamo Kyiv,,Mykola Morozyuk,0,0,1,3,0,6.93,6.93
317,Tottenham Hotspur,,Danny Rose,0,0,6,1,0,6.93,6.93
318,FC København,,William Kvist,0,0,3,3,0,6.93,6.93
319,Leicester City,,Wilfred Ndidi,0,0,1,3,0,6.93,6.93
320,Celtic,,Nir Bitton,0,0,4,6,0,6.93,6.93
321,CSKA Moscow,,Sergey Ignashevich,0,0,0,0,0,6.93,6.93
322,Tottenham Hotspur,,Eric Dier,0,0,2,2,0,6.92,6.92
323,Leicester City,,Daniel Amartey,0,0,2,3,0,6.92,6.92
324,PSV Eindhoven,,Nicolas Isimat-Mirin,0,0,1,1,0,6.92,6.92
325,Basel,,Matías Delgado,0,0,0,10,0,6.92,6.92
326,Celtic,,Erik Sviatchenko,0,0,5,0,0,6.92,6.92
327,Manchester City,,Aleksandar Kolarov,0,0,4,6,0,6.90,6.90
328,Barcelona,,Aleix Vidal,0,0,1,0,0,6.90,6.90
329,AS Monaco,,Guido Carrillo,0,0,1,3,0,6.90,6.90
330,Real Madrid,,Kiko Casilla,0,0,0,0,0,6.90,6.90
331,Olympique Lyonnais,,Emanuel Mammana,0,0,2,0,0,6.90,6.90
332,Olympique Lyonnais,,Clément Grenier,0,0,1,1,0,6.90,6.90
333,FC Bayern München,,Holger Badstuber,0,0,0,1,0,6.90,6.90
334,Beşiktaş,,Rhodolfo,0,0,0,0,0,6.90,6.90
335,Bayer 04 Leverkusen,,Ramazan Özcan,0,0,0,0,0,6.90,6.90
336,Bayer 04 Leverkusen,,Robbie Kruse,0,0,1,0,0,6.90,6.90
337,Sporting,,Jefferson,0,0,0,1,0,6.90,6.90
338,Bayer 04 Leverkusen,,Roberto Hilbert,0,0,0,0,0,6.90,6.90
339,FC Rostov,,Igor Kireev,0,0,0,0,0,6.90,6.90
340,Benfica,,Lisandro López,0,0,2,0,0,6.90,6.90
341,Real Madrid,,Nacho Fernández,0,0,2,2,0,6.90,6.90
342,Paris Saint-Germain,,Thiago Motta,0,1,3,6,0,6.90,6.90
343,CSKA Moscow,,Mário Fernandes,0,0,2,1,0,6.90,6.90
344,PSV Eindhoven,,Jeroen Zoet,0,0,0,0,0,6.90,6.90
345,Borussia M'gladbach,,Oscar Wendt,0,0,1,3,0,6.90,6.90
346,Leicester City,,Danny Simpson,0,0,1,2,0,6.90,6.90
347,FC Rostov,,Soslan Dzhanaev,0,0,0,0,0,6.90,6.90
348,Barcelona,,Jordi Alba,0,0,4,2,0,6.90,6.90
349,Bayer 04 Leverkusen,,Charles Aránguiz,0,0,2,7,0,6.90,6.90
350,AS Monaco,,João Moutinho,0,0,2,5,0,6.89,6.89
351,Leicester City,,Danny Drinkwater,0,0,3,14,0,6.89,6.89
352,Sevilla,,Vitolo,0,3,18,12,0,6.89,6.89
353,Arsenal,,Francis Coquelin,0,0,4,2,0,6.88,6.88
354,PSV Eindhoven,,Daniel Schwaab,0,0,1,0,0,6.88,6.88
355,AS Monaco,,Jemerson,0,0,1,3,0,6.88,6.88
356,Olympique Lyonnais,,Nabil Fekir,0,0,5,8,0,6.88,6.88
357,Barcelona,,Marc-André ter Stegen,0,0,0,0,0,6.88,6.88
358,Paris Saint-Germain,,Serge Aurier,0,1,1,4,0,6.88,6.88
