#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
581,AFC Ajax,Florian Grillitsch,,,,,,,6.38,6.38,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
582,Club Brugge KV,Roman Yaremchuk,,,,,,,6.33,6.33,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
583,Club Brugge KV,Clinton Mata,,,,,,,6.2,6.2,Defesa,1.0,4.0,1.0,0.0,,,,,,,,,,
584,Club Brugge KV,Jack Hendry,,,,,,,6.1,6.1,Defesa,1.0,0.0,3.0,0.0,,,,,,,,,,
585,Viktoria Plzeň,Jan Kopic,,,,,,,6.0,6.0,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
586,FC Porto,Rodrigo Conceição,,,,,,,0.0,0.0,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
587,Borussia Dortmund,Gregor Kobel,,,,,,,7.83,7.83,Defesa,0.0,0.0,5.0,0.0,,,,,,,,,,
588,Benfica,Henrique Araújo,,,,,,,7.8,7.8,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
589,FC Bayern München,Manuel Neuer,,,,,,,7.57,7.57,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
590,Paris Saint-Germain,Kylian Mbappé,,,,,,,7.53,7.53,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
591,FC Porto,Diogo Costa,,,,,,,7.53,7.53,Defesa,0.0,0.0,7.0,0.0,,,,,,,,,,
592,Milan,Ciprian Tătărușanu,,,,,,,7.48,7.48,Defesa,0.0,0.0,5.0,0.0,,,,,,,,,,
593,FC København,Kamil Grabara,,,,,,,7.43,7.43,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
594,Club Brugge KV,Simon Mignolet,,,,,,,7.41,7.41,Defesa,0.0,1.0,9.0,0.0,,,,,,,,,,
595,Inter,André Onana,,,,,,,7.41,7.41,Defesa,0.0,0.0,6.0,0.0,,,,,,,,,,
596,Juventus,Samuel Iling Junior,,,,,,,7.4,7.4,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
597,Barcelona,Iñaki Peña,,,,,,,7.4,7.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
598,Sevilla,Marko Dmitrović,,,,,,,7.4,7.4,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
599,FC Bayern München,Sven Ulreich,,,,,,,7.33,7.33,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
600,Manchester City,Ederson,,,,,,,7.29,7.29,Defesa,0.0,0.0,7.0,0.0,,,,,,,,,,
601,FC Bayern München,Yann Sommer,,,,,,,7.28,7.28,Defesa,0.0,0.0,8.0,0.0,,,,,,,,,,
602,Shakhtar Donetsk,Anatoliy Trubin,,,,,,,7.27,7.27,Defesa,0.0,0.0,10.0,0.0,,,,,,,,,,
603,Barcelona,Jordi Alba,,,,,,,7.25,7.25,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
604,Milan,Mike Maignan,,,,,,,7.21,7.21,Defesa,0.0,0.0,7.0,0.0,,,,,,,,,,
605,Sevilla,Fernando,,,,,,,7.2,7.2,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
606,Eintracht Frankfurt,Kevin Trapp,,,,,,,7.13,7.13,Defesa,0.0,0.0,9.0,0.0,,,,,,,,,,
607,Napoli,Alex Meret,,,,,,,7.12,7.12,Defesa,0.0,0.0,12.0,0.0,,,,,,,,,,
608,Viktoria Plzeň,Jan Kliment,,,,,,,7.1,7.1,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
609,Tottenham Hotspur,Fraser Forster,,,,,,,7.1,7.1,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
610,Tottenham Hotspur,Hugo Lloris,,,,,,,7.1,7.1,Defesa,0.0,1.0,5.0,0.0,,,,,,,,,,
611,Chelsea,Kepa Arrizabalaga,,,,,,,7.1,7.1,Defesa,0.0,1.0,7.0,0.0,,,,,,,,,,
612,Juventus,Mattia Perin,,,,,,,7.05,7.05,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
613,Manchester City,Stefan Ortega,,,,,,,7.0,7.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
614,Atlético Madrid,Jan Oblak,,,,,,,7.0,7.0,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
615,RB Leipzig,Janis Blaswich,,,,,,,7.0,7.0,Defesa,0.0,0.0,5.0,0.0,,,,,,,,,,
616,GNK Dinamo Zagreb,Dominik Livaković,,,,,,,6.98,6.98,Defesa,0.0,0.0,6.0,0.0,,,,,,,,,,
617,Benfica,Petar Musa,,,,,,,6.96,6.96,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
618,Chelsea,Pierre-Emerick Aubameyang,,,,,,,6.95,6.95,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
619,Borussia Dortmund,Alexander Meyer,,,,,,,6.92,6.92,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
620,Paris Saint-Germain,Gianluigi Donnarumma,,,,,,,6.88,6.88,Defesa,0.0,0.0,11.0,1.0,,,,,,,,,,
621,AFC Ajax,Francisco Conceição,,,,,,,6.83,6.83,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
622,Tottenham Hotspur,Bryan Gil,,,,,,,6.83,6.83,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
623,Bayer 04 Leverkusen,Lukáš Hrádecký,,,,,,,6.83,6.83,Defesa,0.0,0.0,1.0,1.0,,,,,,,,,,
624,Club Brugge KV,Antonio Nusa,,,,,,,6.83,6.83,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
625,Real Madrid,Eden Hazard,,,,,,,6.8,6.8,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
626,Juventus,Federico Chiesa,,,,,,,6.8,6.8,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
627,Celtic,Carl Starfelt,,,,,,,6.8,6.8,Defesa,0.0,0.0,5.0,0.0,,,,,,,,,,
628,Viktoria Plzeň,Marián Tvrdoň,,,,,,,6.8,6.8,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
629,Shakhtar Donetsk,Lassina Traoré,,,,,,,6.78,6.78,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
630,Manchester City,Aymeric Laporte,,,,,,,6.78,6.78,Defesa,0.0,3.0,4.0,0.0,,,,,,,,,,
631,Sevilla,Rafa Mir,,,,,,,6.77,6.77,Defesa,0.0,0.0,5.0,0.0,,,,,,,,,,
632,Rangers,Allan McGregor,,,,,,,6.74,6.74,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
633,Eintracht Frankfurt,Timothy Chandler,,,,,,,6.7,6.7,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
634,Barcelona,Marc Casadó,,,,,,,6.7,6.7,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
635,Barcelona,Álvaro Sanz Catalán,,,,,,,6.7,6.7,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
636,GNK Dinamo Zagreb,Rasmus Lauritsen,,,,,,,6.7,6.7,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
637,Celtic,James McCarthy,,,,,,,6.7,6.7,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
638,Sporting,Rochinha,,,,,,,6.7,6.7,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
639,Benfica,Morato,,,,,,,6.7,6.7,Defesa,0.0,1.0,3.0,0.0,,,,,,,,,,
640,AFC Ajax,Brian Brobbey,,,,,,,6.7,6.7,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
641,Olympique de Marseille,Pau López,,,,,,,6.7,6.7,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
642,Olympique de Marseille,Samuel Gigot,,,,,,,6.68,6.68,Defesa,0.0,4.0,5.0,0.0,,,,,,,,,,
643,Benfica,Odysseas Vlachodimos,,,,,,,6.67,6.67,Defesa,0.0,0.0,9.0,0.0,,,,,,,,,,
644,Liverpool,Alisson,,,,,,,6.66,6.66,Defesa,0.0,0.0,1.0,1.0,,,,,,,,,,
645,Borussia Dortmund,Sébastien Haller,,,,,,,6.65,6.65,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
646,Benfica,Gonçalo Guedes,,,,,,,6.65,6.65,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
647,Real Madrid,Andriy Lunin,,,,,,,6.65,6.65,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
648,Manchester City,Kalvin Phillips,,,,,,,6.65,6.65,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
649,Maccabi Haifa,Nikita Rukavytsya,,,,,,,6.64,6.64,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
650,Milan,Divock Origi,,,,,,,6.63,6.63,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
651,Chelsea,Hakim Ziyech,,,,,,,6.63,6.63,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
652,Juventus,Matías Soulé,,,,,,,6.6,6.6,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
653,GNK Dinamo Zagreb,Mahir Emreli,,,,,,,6.6,6.6,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
654,Liverpool,Calvin Ramsay,,,,,,,6.6,6.6,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
655,Sporting,Jovane Cabral,,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
656,Borussia Dortmund,Soumaila Coulibaly,,,,,,,6.6,6.6,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
657,Celtic,Stephen Welsh,,,,,,,6.6,6.6,Defesa,0.0,1.0,6.0,0.0,,,,,,,,,,
658,Bayer 04 Leverkusen,Sardar Azmoun,,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
659,FC København,Nicolai Boilesen,,,,,,,6.6,6.6,Defesa,0.0,2.0,3.0,0.0,,,,,,,,,,
660,Sevilla,Kasper Dolberg,,,,,,,6.58,6.58,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
661,FC København,Mathew Ryan,,,,,,,6.55,6.55,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
662,Napoli,Gianluca Gaetano,,,,,,,6.55,6.55,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
663,Club Brugge KV,Éder Balanta,,,,,,,6.55,6.55,Defesa,0.0,2.0,1.0,0.0,,,,,,,,,,
664,Atlético Madrid,Álvaro Morata,,,,,,,6.54,6.54,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
665,Barcelona,Marc-André ter Stegen,,,,,,,6.54,6.54,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
666,Sporting,Antonio Adán,,,,,,,6.52,6.52,Defesa,0.0,0.0,6.0,1.0,,,,,,,,,,
667,Viktoria Plzeň,Fortune Akpan Bassey,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
668,Celtic,Aaron Mooy,,,,,,,6.5,6.5,Defesa,0.0,1.0,3.0,0.0,,,,,,,,,,
669,FC Bayern München,Paul Wanner,,,,,,,6.5,6.5,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
670,AFC Ajax,Lucas Ocampos,,,,,,,6.5,6.5,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
671,Red Bull Salzburg,Sekou Koita,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
672,Chelsea,Edouard Mendy,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
673,Real Madrid,Mariano Díaz,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
674,Tottenham Hotspur,Arnaut Danjuma,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
675,Borussia Dortmund,Julian Ryerson,,,,,,,6.5,6.5,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
676,Maccabi Haifa,Suf Podgoreanu,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
677,Rangers,Jon McLaughlin,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
678,Red Bull Salzburg,Roko Šimić,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
679,Shakhtar Donetsk,Serhiy Kryvtsov,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
680,Borussia Dortmund,Antonios Papadopoulos,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
681,Borussia Dortmund,Tom Rothe,,,,,,,6.5,6.5,Defesa,0.0,1.0,4.0,0.0,,,,,,,,,,
682,AFC Ajax,Remko Pasveer,,,,,,,6.47,6.47,Defesa,0.0,0.0,5.0,1.0,,,,,,,,,,
683,Tottenham Hotspur,Davinson Sánchez,,,,,,,6.45,6.45,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
684,AFC Ajax,Davy Klaassen,,,,,,,6.44,6.44,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
685,GNK Dinamo Zagreb,Josip Drmić,,,,,,,6.44,6.44,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
686,Viktoria Plzeň,Jindřich Staněk,,,,,,,6.44,6.44,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
687,Shakhtar Donetsk,Danylo Sikan,,,,,,,6.43,6.43,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
688,Shakhtar Donetsk,Andrii Totovytskyi,,,,,,,6.4,6.4,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
689,Barcelona,Memphis Depay,,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
690,Club Brugge KV,Cyle Larin,,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
691,GNK Dinamo Zagreb,Antonio Marin,,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
692,Shakhtar Donetsk,Dmytro Kryskiv,,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
693,FC København,Orri Steinn Óskarsson,,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
694,Eintracht Frankfurt,Lucas Alario,,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
695,Benfica,Rodrigo Pinho,,,,,,,6.4,6.4,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
696,Maccabi Haifa,Josh Cohen,,,,,,,6.4,6.4,Defesa,0.0,0.0,5.0,0.0,,,,,,,,,,
697,Sevilla,Bono,,,,,,,6.38,6.38,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
698,Juventus,Wojciech Szczęsny,,,,,,,6.35,6.35,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
699,Rangers,Antonio Čolak,,,,,,,6.33,6.33,Defesa,0.0,1.0,2.0,0.0,,,,,,,,,,
700,Viktoria Plzeň,Jan Sýkora,,,,,,,6.3,6.3,Defesa,0.0,3.0,2.0,0.0,,,,,,,,,,
701,Barcelona,Alejandro Balde,,,,,,,6.3,6.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
702,Celtic,Alexandro Bernabei,,,,,,,6.3,6.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
703,Atlético Madrid,Ivo Grbić,,,,,,,6.3,6.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
704,Rangers,Alex Lowry,,,,,,,6.3,6.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
705,Borussia Dortmund,Jamie Gittens,,,,,,,6.3,6.3,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
706,FC København,Roony Bardghji,,,,,,,6.25,6.25,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
707,Celtic,Joe Hart,,,,,,,6.23,6.23,Defesa,0.0,1.0,1.0,1.0,,,,,,,,,,
708,Inter,Valentín Carboni,,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
709,Club Brugge KV,Cisse Sandra,,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
710,FC København,Mamoudou Karamoko,,,,,,,6.2,6.2,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
711,FC København,Peter Ankersen,,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
712,Sporting,Franco Israel,,,,,,,6.15,6.15,Defesa,0.0,0.0,0.0,1.0,,,,,,,,,,
713,Atlético Madrid,Pablo Barrios,,,,,,,6.1,6.1,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
714,Sevilla,Karim Rekik,,,,,,,6.0,6.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
715,Rangers,Glen Kamara,,,,,,,5.9,5.9,Defesa,0.0,4.0,1.0,1.0,,,,,,,,,,
716,RB Leipzig,Péter Gulácsi,,,,,,,5.77,5.77,Defesa,0.0,0.0,0.0,1.0,,,,,,,,,,
717,Viktoria Plzeň,Adam Kronus,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
718,Benfica,Andreas Schjelderup,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
719,Juventus,Enzo Barrenechea,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
720,Club Brugge KV,Jorne Spileers,,,,,,,0.0,0.0,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
721,RB Leipzig,Hugo Novoa Ramos,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
722,Benfica,Lucas Veríssimo,,,,,,,0.0,0.0,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
1,Milan,Sandro Tonali,,,,,,,7.08,7.08,Passe,,,,,9.0,2.0,360.0,78.6,22.0,,,,,
2,Manchester City,Kevin De Bruyne,,,,,,,7.61,7.61,Passe,,,,,8.0,6.0,265.0,77.71,22.0,,,,,
3,FC Porto,Mehdi Taremi,,,,,,,7.66,7.66,Passe,,,,,6.0,2.0,128.0,73.99,14.0,,,,,
4,Benfica,Alejandro Grimaldo,,,,,,,7.33,7.33,Passe,,,,,6.0,4.0,477.0,85.18,19.0,,,,,
5,Inter,Alessandro Bastoni,,,,,,,7.26,7.26,Passe,,,,,6.0,3.0,480.0,84.51,11.0,,,,,
6,Inter,Federico Dimarco,,,,,,,7.05,7.05,Passe,,,,,6.0,5.0,220.0,75.6,16.0,,,,,
7,Napoli,Giovanni Di Lorenzo,,,,,,,7.41,7.41,Passe,,,,,5.0,2.0,430.0,85.66,20.0,,,,,
8,Napoli,Piotr Zieliński,,,,,,,7.4,7.4,Passe,,,,,5.0,2.0,290.0,87.09,23.0,,,,,
9,Tottenham Hotspur,Ivan Perišić,,,,,,,7.4,7.4,Passe,,,,,5.0,3.0,141.0,75.0,10.0,,,,,
10,Benfica,João Mário,,,,,,,7.23,7.23,Passe,,,,,5.0,2.0,418.0,88.37,15.0,,,,,
11,FC Bayern München,Leon Goretzka,,,,,,,7.18,7.18,Passe,,,,,5.0,4.0,272.0,88.31,9.0,,,,,
12,Milan,Rafael Leão,,,,,,,7.03,7.03,Passe,,,,,5.0,3.0,165.0,75.0,17.0,,,,,
13,Paris Saint-Germain,Lionel Messi,,,,,,,7.93,7.93,Passe,,,,,4.0,4.0,346.0,87.37,19.0,,,,,
14,FC Bayern München,Joshua Kimmich,,,,,,,7.77,7.77,Passe,,,,,4.0,3.0,600.0,91.19,21.0,,,,,
15,Liverpool,Mohamed Salah,,,,,,,7.7,7.7,Passe,,,,,4.0,2.0,175.0,85.37,13.0,,,,,
16,Juventus,Ángel Di María,,,,,,,7.57,7.57,Passe,,,,,4.0,3.0,49.0,75.38,7.0,,,,,
17,Real Madrid,Federico Valverde,,,,,,,7.38,7.38,Passe,,,,,4.0,3.0,495.0,89.35,19.0,,,,,
18,Manchester City,Jack Grealish,,,,,,,7.25,7.25,Passe,,,,,4.0,1.0,416.0,87.76,36.0,,,,,
19,Napoli,Tanguy Ndombélé,,,,,,,7.16,7.16,Passe,,,,,4.0,1.0,230.0,87.12,9.0,,,,,
20,FC Porto,Otávio,,,,,,,7.13,7.13,Passe,,,,,4.0,2.0,185.0,77.73,14.0,,,,,
21,Chelsea,Ben Chilwell,,,,,,,7.11,7.11,Passe,,,,,4.0,0.0,257.0,81.59,13.0,,,,,
22,Real Madrid,Vinícius Júnior,,,,,,,7.11,7.11,Passe,,,,,4.0,5.0,327.0,80.54,18.0,,,,,
23,Barcelona,Robert Lewandowski,,,,,,,7.98,7.98,Passe,,,,,3.0,0.0,84.0,68.29,7.0,,,,,
24,Paris Saint-Germain,Neymar,,,,,,,7.45,7.45,Passe,,,,,3.0,2.0,314.0,85.79,16.0,,,,,
25,Olympique de Marseille,Amine Harit,,,,,,,7.4,7.4,Passe,,,,,3.0,2.0,178.0,89.9,13.0,,,,,
26,Barcelona,Ousmane Dembélé,,,,,,,7.35,7.35,Passe,,,,,3.0,2.0,164.0,79.61,12.0,,,,,
27,FC Bayern München,Kingsley Coman,,,,,,,7.29,7.29,Passe,,,,,3.0,1.0,210.0,83.67,15.0,,,,,
28,Real Madrid,Rodrygo,,,,,,,7.26,7.26,Passe,,,,,3.0,2.0,310.0,88.32,13.0,,,,,
29,Benfica,Alexander Bah,,,,,,,7.21,7.21,Passe,,,,,3.0,2.0,357.0,81.69,13.0,,,,,
30,FC Bayern München,João Cancelo,,,,,,,7.09,7.09,Passe,,,,,3.0,4.0,400.0,87.91,6.0,,,,,
31,Real Madrid,Luka Modrić,,,,,,,7.07,7.07,Passe,,,,,3.0,1.0,518.0,89.93,9.0,,,,,
32,Napoli,Khvicha Kvaratskhelia,,,,,,,7.04,7.04,Passe,,,,,3.0,4.0,201.0,76.72,17.0,,,,,
33,RB Leipzig,Christopher Nkunku,,,,,,,7.04,7.04,Passe,,,,,3.0,1.0,210.0,92.92,11.0,,,,,
34,Chelsea,Kai Havertz,,,,,,,7.02,7.02,Passe,,,,,3.0,0.0,202.0,79.22,12.0,,,,,
35,FC Bayern München,Serge Gnabry,,,,,,,6.99,6.99,Passe,,,,,3.0,3.0,134.0,83.23,4.0,,,,,
36,Tottenham Hotspur,Harry Kane,,,,,,,6.99,6.99,Passe,,,,,3.0,2.0,155.0,66.24,9.0,,,,,
37,Real Madrid,Daniel Carvajal,,,,,,,6.95,6.95,Passe,,,,,3.0,1.0,467.0,88.11,11.0,,,,,
38,Napoli,Hirving Lozano,,,,,,,6.94,6.94,Passe,,,,,3.0,1.0,106.0,79.1,8.0,,,,,
39,Milan,Theo Hernández,,,,,,,6.93,6.93,Passe,,,,,3.0,2.0,364.0,84.65,12.0,,,,,
40,Benfica,David Neres,,,,,,,6.87,6.87,Passe,,,,,3.0,1.0,154.0,78.97,7.0,,,,,
41,RB Leipzig,Dominik Szoboszlai,,,,,,,6.78,6.78,Passe,,,,,3.0,2.0,249.0,85.57,12.0,,,,,
42,Club Brugge KV,Casper Nielsen,,,,,,,6.76,6.76,Passe,,,,,3.0,1.0,119.0,72.12,3.0,,,,,
43,Paris Saint-Germain,Kylian Mbappé,,,,,,,7.53,7.53,Passe,,,,,2.0,3.0,206.0,80.47,8.0,,,,,
44,FC Bayern München,Leroy Sané,,,,,,,7.45,7.45,Passe,,,,,2.0,1.0,213.0,85.54,18.0,,,,,
45,Manchester City,Erling Haaland,,,,,,,7.41,7.41,Passe,,,,,2.0,1.0,91.0,74.59,7.0,,,,,
46,Napoli,Giacomo Raspadori,,,,,,,7.4,7.4,Passe,,,,,2.0,3.0,80.0,80.81,6.0,,,,,
47,Borussia Dortmund,Thomas Meunier,,,,,,,7.38,7.38,Passe,,,,,2.0,1.0,169.0,80.48,6.0,,,,,
48,Napoli,Victor Osimhen,,,,,,,7.35,7.35,Passe,,,,,2.0,0.0,33.0,68.75,3.0,,,,,
49,Barcelona,Jordi Alba,,,,,,,7.25,7.25,Passe,,,,,2.0,1.0,146.0,91.25,6.0,,,,,
50,Barcelona,Raphinha,,,,,,,7.18,7.18,Passe,,,,,2.0,2.0,119.0,80.95,11.0,,,,,
51,Chelsea,Reece James,,,,,,,7.18,7.18,Passe,,,,,2.0,1.0,377.0,86.87,9.0,,,,,
52,FC Bayern München,Sadio Mané,,,,,,,7.17,7.17,Passe,,,,,2.0,1.0,157.0,80.1,8.0,,,,,
53,Napoli,Frank Anguissa,,,,,,,7.15,7.15,Passe,,,,,2.0,3.0,343.0,85.75,10.0,,,,,
54,Olympique de Marseille,Alexis Sánchez,,,,,,,7.14,7.14,Passe,,,,,2.0,0.0,107.0,83.59,6.0,,,,,
55,Manchester City,Phil Foden,,,,,,,7.14,7.14,Passe,,,,,2.0,1.0,179.0,85.65,10.0,,,,,
56,Benfica,Nicolás Otamendi,,,,,,,7.13,7.13,Passe,,,,,2.0,1.0,480.0,89.55,5.0,,,,,
57,RB Leipzig,Mohamed Simakan,,,,,,,7.13,7.13,Passe,,,,,2.0,3.0,216.0,75.26,7.0,,,,,
58,Tottenham Hotspur,Heung-min Son,,,,,,,7.13,7.13,Passe,,,,,2.0,0.0,127.0,78.4,11.0,,,,,
59,Inter,Hakan Çalhanoğlu,,,,,,,7.1,7.1,Passe,,,,,2.0,2.0,359.0,89.97,17.0,,,,,
60,Manchester City,İlkay Gündoğan,,,,,,,7.08,7.08,Passe,,,,,2.0,2.0,669.0,89.92,14.0,,,,,
61,Liverpool,Jordan Henderson,,,,,,,7.08,7.08,Passe,,,,,2.0,1.0,184.0,88.46,6.0,,,,,
62,Manchester City,Julián Álvarez,,,,,,,7.07,7.07,Passe,,,,,2.0,2.0,94.0,83.93,9.0,,,,,
63,Borussia Dortmund,Julian Brandt,,,,,,,7.07,7.07,Passe,,,,,2.0,1.0,191.0,85.27,8.0,,,,,
64,Inter,Edin Džeko,,,,,,,7.05,7.05,Passe,,,,,2.0,1.0,148.0,65.2,9.0,,,,,
65,Juventus,Juan Cuadrado,,,,,,,7.05,7.05,Passe,,,,,2.0,1.0,203.0,89.43,10.0,,,,,
66,Paris Saint-Germain,Marco Verratti,,,,,,,7.04,7.04,Passe,,,,,2.0,1.0,636.0,92.98,4.0,,,,,
67,Borussia Dortmund,Marco Reus,,,,,,,7.03,7.03,Passe,,,,,2.0,1.0,79.0,83.16,4.0,,,,,
68,Sporting,Marcus Edwards,,,,,,,7.02,7.02,Passe,,,,,2.0,2.0,83.0,77.57,6.0,,,,,
69,Maccabi Haifa,Tjaronn Chery,,,,,,,7.02,7.02,Passe,,,,,2.0,1.0,200.0,84.03,10.0,,,,,
70,Inter,Lautaro Martínez,,,,,,,7.0,7.0,Passe,,,,,2.0,3.0,160.0,71.11,18.0,,,,,
71,Liverpool,Roberto Firmino,,,,,,,7.0,7.0,Passe,,,,,2.0,1.0,162.0,81.0,10.0,,,,,
72,Milan,Olivier Giroud,,,,,,,6.99,6.99,Passe,,,,,2.0,2.0,141.0,64.98,9.0,,,,,
