#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
365,Barcelona,Frenkie de Jong,,,,,,,6.88,6.88,Defesa,4.0,3.0,2.0,0.0,,,,,,,,,,
366,Liverpool,Virgil van Dijk,,,,,,,6.85,6.85,Defesa,4.0,4.0,22.0,0.0,,,,,,,,,,
367,FC Porto,Evanilson,,,,,,,6.81,6.81,Defesa,4.0,1.0,4.0,0.0,,,,,,,,,,
368,Chelsea,João Félix,,,,,,,6.79,6.79,Defesa,4.0,0.0,0.0,0.0,,,,,,,,,,
369,Real Madrid,Dani Ceballos,,,,,,,6.79,6.79,Defesa,4.0,0.0,0.0,0.0,,,,,,,,,,
370,Red Bull Salzburg,Noah Okafor,,,,,,,6.78,6.78,Defesa,4.0,0.0,0.0,0.0,,,,,,,,,,
371,FC København,Ísak Bergmann Jóhannesson,,,,,,,6.78,6.78,Defesa,4.0,2.0,3.0,0.0,,,,,,,,,,
372,Eintracht Frankfurt,Jesper Lindstrøm,,,,,,,6.77,6.77,Defesa,4.0,2.0,1.0,0.0,,,,,,,,,,
373,FC Bayern München,Jamal Musiala,,,,,,,6.77,6.77,Defesa,4.0,6.0,1.0,0.0,,,,,,,,,,
374,Sporting,Gonçalo Inácio,,,,,,,6.77,6.77,Defesa,4.0,5.0,21.0,0.0,,,,,,,,,,
375,Inter,Kristjan Asllani,,,,,,,6.76,6.76,Defesa,4.0,2.0,5.0,0.0,,,,,,,,,,
376,Barcelona,Eric García,,,,,,,6.73,6.73,Defesa,4.0,4.0,5.0,0.0,,,,,,,,,,
377,Sevilla,Joan Jordán,,,,,,,6.72,6.72,Defesa,4.0,4.0,2.0,0.0,,,,,,,,,,
378,Sporting,Abdul Fatawu Issahaku,,,,,,,6.7,6.7,Defesa,4.0,0.0,2.0,0.0,,,,,,,,,,
379,Barcelona,Héctor Bellerín,,,,,,,6.7,6.7,Defesa,4.0,1.0,1.0,0.0,,,,,,,,,,
380,RB Leipzig,Abdou Diallo,,,,,,,6.7,6.7,Defesa,4.0,1.0,4.0,0.0,,,,,,,,,,
381,Real Madrid,Lucas Vázquez,,,,,,,6.68,6.68,Defesa,4.0,3.0,4.0,0.0,,,,,,,,,,
382,Rangers,Fashion Sakala,,,,,,,6.68,6.68,Defesa,4.0,2.0,1.0,0.0,,,,,,,,,,
383,Red Bull Salzburg,Dijon Kameri,,,,,,,6.68,6.68,Defesa,4.0,1.0,0.0,0.0,,,,,,,,,,
384,Celtic,Giorgos Giakoumakis,,,,,,,6.67,6.67,Defesa,4.0,4.0,3.0,0.0,,,,,,,,,,
385,Eintracht Frankfurt,Randal Kolo Muani,,,,,,,6.59,6.59,Defesa,4.0,2.0,0.0,0.0,,,,,,,,,,
386,Liverpool,Joe Gomez,,,,,,,6.58,6.58,Defesa,4.0,5.0,6.0,0.0,,,,,,,,,,
387,Sevilla,Erik Lamela,,,,,,,6.56,6.56,Defesa,4.0,2.0,0.0,0.0,,,,,,,,,,
388,Rangers,Ryan Jack,,,,,,,6.55,6.55,Defesa,4.0,1.0,1.0,1.0,,,,,,,,,,
389,Viktoria Plzeň,Modou N'Diaye,,,,,,,6.55,6.55,Defesa,4.0,6.0,4.0,0.0,,,,,,,,,,
390,Celtic,Oliver Abildgaard,,,,,,,6.55,6.55,Defesa,4.0,0.0,1.0,0.0,,,,,,,,,,
391,Rangers,Scott Arfield,,,,,,,6.5,6.5,Defesa,4.0,1.0,1.0,0.0,,,,,,,,,,
392,AFC Ajax,Jurriën Timber,,,,,,,6.48,6.48,Defesa,4.0,8.0,13.0,0.0,,,,,,,,,,
393,Olympique de Marseille,Issa Kaboré,,,,,,,6.48,6.48,Defesa,4.0,0.0,0.0,0.0,,,,,,,,,,
394,Milan,Sergiño Dest,,,,,,,6.45,6.45,Defesa,4.0,1.0,0.0,0.0,,,,,,,,,,
395,Maccabi Haifa,Raz Meir,,,,,,,6.45,6.45,Defesa,4.0,0.0,0.0,0.0,,,,,,,,,,
396,FC København,Elias Jelert,,,,,,,6.45,6.45,Defesa,4.0,1.0,1.0,0.0,,,,,,,,,,
397,FC Bayern München,Lucas Hernández,,,,,,,7.75,7.75,Defesa,3.0,8.0,2.0,0.0,,,,,,,,,,
398,Liverpool,Mohamed Salah,,,,,,,7.7,7.7,Defesa,3.0,2.0,1.0,0.0,,,,,,,,,,
399,Paris Saint-Germain,Neymar,,,,,,,7.45,7.45,Defesa,3.0,2.0,2.0,0.0,,,,,,,,,,
400,Napoli,Leo Østigård,,,,,,,7.33,7.33,Defesa,3.0,2.0,13.0,0.0,,,,,,,,,,
401,Borussia Dortmund,Felix Passlack,,,,,,,7.2,7.2,Defesa,3.0,0.0,2.0,0.0,,,,,,,,,,
402,FC Porto,Wenderson Galeno,,,,,,,7.09,7.09,Defesa,3.0,10.0,5.0,0.0,,,,,,,,,,
403,Napoli,Giovanni Simeone,,,,,,,7.07,7.07,Defesa,3.0,0.0,2.0,0.0,,,,,,,,,,
404,Milan,Matteo Gabbia,,,,,,,7.03,7.03,Defesa,3.0,3.0,10.0,0.0,,,,,,,,,,
405,Milan,Rafael Leão,,,,,,,7.03,7.03,Defesa,3.0,3.0,7.0,0.0,,,,,,,,,,
406,Sporting,Marcus Edwards,,,,,,,7.02,7.02,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
407,Tottenham Hotspur,Richarlison,,,,,,,7.0,7.0,Defesa,3.0,2.0,0.0,0.0,,,,,,,,,,
408,Inter,Romelu Lukaku,,,,,,,6.96,6.96,Defesa,3.0,0.0,3.0,0.0,,,,,,,,,,
409,Sporting,Paulinho,,,,,,,6.96,6.96,Defesa,3.0,0.0,6.0,0.0,,,,,,,,,,
410,Liverpool,Diogo Jota,,,,,,,6.95,6.95,Defesa,3.0,0.0,1.0,0.0,,,,,,,,,,
411,Liverpool,Darwin Núñez,,,,,,,6.93,6.93,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
412,FC København,Denis Vavro,,,,,,,6.9,6.9,Defesa,3.0,7.0,22.0,0.0,,,,,,,,,,
413,AFC Ajax,Steven Bergwijn,,,,,,,6.83,6.83,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
414,Borussia Dortmund,Giovanni Reyna,,,,,,,6.83,6.83,Defesa,3.0,3.0,2.0,1.0,,,,,,,,,,
415,Juventus,Alex Sandro,,,,,,,6.83,6.83,Defesa,3.0,5.0,6.0,0.0,,,,,,,,,,
416,Sevilla,Youssef En-Nesyri,,,,,,,6.8,6.8,Defesa,3.0,2.0,3.0,0.0,,,,,,,,,,
417,Borussia Dortmund,Thorgan Hazard,,,,,,,6.8,6.8,Defesa,3.0,3.0,3.0,0.0,,,,,,,,,,
418,Real Madrid,Ferland Mendy,,,,,,,6.8,6.8,Defesa,3.0,3.0,3.0,0.0,,,,,,,,,,
419,Olympique de Marseille,Cengiz Ünder,,,,,,,6.78,6.78,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
420,Viktoria Plzeň,Tomáš Chorý,,,,,,,6.77,6.77,Defesa,3.0,1.0,6.0,0.0,,,,,,,,,,
421,Celtic,Callum McGregor,,,,,,,6.77,6.77,Defesa,3.0,5.0,4.0,0.0,,,,,,,,,,
422,Atlético Madrid,Stefan Savić,,,,,,,6.77,6.77,Defesa,3.0,2.0,7.0,0.0,,,,,,,,,,
423,Celtic,Cameron Carter-Vickers,,,,,,,6.75,6.75,Defesa,3.0,4.0,14.0,0.0,,,,,,,,,,
424,Barcelona,Gerard Piqué,,,,,,,6.75,6.75,Defesa,3.0,3.0,8.0,0.0,,,,,,,,,,
425,FC Porto,Wendell,,,,,,,6.72,6.72,Defesa,3.0,1.0,3.0,0.0,,,,,,,,,,
426,Bayer 04 Leverkusen,Nadiem Amiri,,,,,,,6.7,6.7,Defesa,3.0,2.0,1.0,0.0,,,,,,,,,,
427,Club Brugge KV,Eduard Sobol,,,,,,,6.7,6.7,Defesa,3.0,2.0,2.0,0.0,,,,,,,,,,
428,Bayer 04 Leverkusen,Exequiel Palacios,,,,,,,6.7,6.7,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
429,Maccabi Haifa,Frantzdy Pierrot,,,,,,,6.68,6.68,Defesa,3.0,1.0,8.0,0.0,,,,,,,,,,
430,Chelsea,N'Golo Kanté,,,,,,,6.65,6.65,Defesa,3.0,2.0,0.0,0.0,,,,,,,,,,
431,Paris Saint-Germain,Renato Sanches,,,,,,,6.65,6.65,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
432,Sevilla,Suso,,,,,,,6.63,6.63,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
433,Maccabi Haifa,Dean David,,,,,,,6.62,6.62,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
434,Red Bull Salzburg,Benjamin Šeško,,,,,,,6.6,6.6,Defesa,3.0,0.0,2.0,0.0,,,,,,,,,,
435,Sevilla,Nemanja Gudelj,,,,,,,6.6,6.6,Defesa,3.0,2.0,14.0,0.0,,,,,,,,,,
436,GNK Dinamo Zagreb,Martin Baturina,,,,,,,6.58,6.58,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
437,Borussia Dortmund,Marius Wolf,,,,,,,6.58,6.58,Defesa,3.0,2.0,5.0,0.0,,,,,,,,,,
438,Napoli,Juan Jesus,,,,,,,6.57,6.57,Defesa,3.0,1.0,6.0,0.0,,,,,,,,,,
439,RB Leipzig,Lukas Klostermann,,,,,,,6.55,6.55,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
440,Tottenham Hotspur,Lucas Moura,,,,,,,6.53,6.53,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
441,Bayer 04 Leverkusen,Amine Adli,,,,,,,6.53,6.53,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
442,Inter,Danilo D'Ambrosio,,,,,,,6.46,6.46,Defesa,3.0,4.0,4.0,0.0,,,,,,,,,,
443,Sporting,Flávio Nazinho,,,,,,,6.37,6.37,Defesa,3.0,1.0,2.0,0.0,,,,,,,,,,
444,FC København,Marko Stamenić,,,,,,,6.37,6.37,Defesa,3.0,3.0,2.0,0.0,,,,,,,,,,
445,Rangers,Scott Wright,,,,,,,6.33,6.33,Defesa,3.0,1.0,2.0,0.0,,,,,,,,,,
446,Juventus,Fabio Miretti,,,,,,,6.26,6.26,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
447,Rangers,Ben Davies,,,,,,,6.23,6.23,Defesa,3.0,4.0,12.0,0.0,,,,,,,,,,
448,Maccabi Haifa,Sun Menahem,,,,,,,6.23,6.23,Defesa,3.0,0.0,2.0,0.0,,,,,,,,,,
449,Sporting,Arthur Gomes,,,,,,,7.37,7.37,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
450,Barcelona,Ferran Torres,,,,,,,7.18,7.18,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
451,FC Porto,Iván Marcano,,,,,,,7.17,7.17,Defesa,2.0,4.0,12.0,0.0,,,,,,,,,,
452,Real Madrid,Karim Benzema,,,,,,,7.16,7.16,Defesa,2.0,0.0,8.0,0.0,,,,,,,,,,
453,Juventus,Daniele Rugani,,,,,,,7.1,7.1,Defesa,2.0,3.0,4.0,0.0,,,,,,,,,,
454,Manchester City,John Stones,,,,,,,7.05,7.05,Defesa,2.0,4.0,10.0,0.0,,,,,,,,,,
455,Maccabi Haifa,Tjaronn Chery,,,,,,,7.02,7.02,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
456,Sevilla,Tanguy Nianzou,,,,,,,7.0,7.0,Defesa,2.0,2.0,5.0,0.0,,,,,,,,,,
457,Club Brugge KV,Ferran Jutglà,,,,,,,6.99,6.99,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
458,GNK Dinamo Zagreb,Kévin Théophile-Catherine,,,,,,,6.9,6.9,Defesa,2.0,1.0,1.0,0.0,,,,,,,,,,
459,Real Madrid,Jesús Vallejo,,,,,,,6.9,6.9,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
460,Bayer 04 Leverkusen,Callum Hudson-Odoi,,,,,,,6.88,6.88,Defesa,2.0,3.0,1.0,0.0,,,,,,,,,,
461,Juventus,Nicolò Fagioli,,,,,,,6.85,6.85,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
462,Napoli,Alessandro Zanoli,,,,,,,6.85,6.85,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
463,Eintracht Frankfurt,Makoto Hasebe,,,,,,,6.85,6.85,Defesa,2.0,2.0,9.0,0.0,,,,,,,,,,
464,Juventus,Arkadiusz Milik,,,,,,,6.84,6.84,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
465,FC København,Paul Mukairu,,,,,,,6.8,6.8,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
466,Atlético Madrid,Koke,,,,,,,6.8,6.8,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
467,Sporting,Dário Essugo,,,,,,,6.8,6.8,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
468,Sevilla,Adnan Januzaj,,,,,,,6.8,6.8,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
469,RB Leipzig,Timo Werner,,,,,,,6.79,6.79,Defesa,2.0,0.0,3.0,1.0,,,,,,,,,,
470,Sevilla,Papu Gómez,,,,,,,6.78,6.78,Defesa,2.0,3.0,0.0,0.0,,,,,,,,,,
471,Bayer 04 Leverkusen,Adam Hložek,,,,,,,6.76,6.76,Defesa,2.0,0.0,7.0,0.0,,,,,,,,,,
472,Atlético Madrid,Matheus Cunha,,,,,,,6.74,6.74,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
473,Juventus,Leonardo Bonucci,,,,,,,6.73,6.73,Defesa,2.0,2.0,14.0,0.0,,,,,,,,,,
474,FC København,Rasmus Falk Jensen,,,,,,,6.73,6.73,Defesa,2.0,7.0,2.0,0.0,,,,,,,,,,
475,Liverpool,Andrew Robertson,,,,,,,6.72,6.72,Defesa,2.0,2.0,5.0,0.0,,,,,,,,,,
476,GNK Dinamo Zagreb,Dario Špikić,,,,,,,6.7,6.7,Defesa,2.0,4.0,0.0,0.0,,,,,,,,,,
477,Viktoria Plzeň,Aleš Čermák,,,,,,,6.7,6.7,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
478,Inter,Joaquín Correa,,,,,,,6.69,6.69,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
479,FC Porto,Danny Namaso,,,,,,,6.65,6.65,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
480,Sevilla,Thomas Delaney,,,,,,,6.65,6.65,Defesa,2.0,1.0,5.0,0.0,,,,,,,,,,
481,Borussia Dortmund,Youssoufa Moukoko,,,,,,,6.64,6.64,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
482,Napoli,Alessio Zerbin,,,,,,,6.63,6.63,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
483,FC Porto,Bruno Costa,,,,,,,6.63,6.63,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
484,GNK Dinamo Zagreb,Marko Bulat,,,,,,,6.63,6.63,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
485,Bayer 04 Leverkusen,Patrik Schick,,,,,,,6.6,6.6,Defesa,2.0,1.0,3.0,0.0,,,,,,,,,,
486,Liverpool,Fabio Carvalho,,,,,,,6.6,6.6,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
487,FC København,Davit Khocholava,,,,,,,6.6,6.6,Defesa,2.0,10.0,21.0,0.0,,,,,,,,,,
488,Shakhtar Donetsk,Oleg Ocheretko,,,,,,,6.6,6.6,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
489,Paris Saint-Germain,Warren Zaïre-Emery,,,,,,,6.6,6.6,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
490,Tottenham Hotspur,Yves Bissouma,,,,,,,6.6,6.6,Defesa,2.0,2.0,2.0,0.0,,,,,,,,,,
491,Paris Saint-Germain,Presnel Kimpembe,,,,,,,6.6,6.6,Defesa,2.0,2.0,2.0,0.0,,,,,,,,,,
492,Viktoria Plzeň,Erik Jirka,,,,,,,6.57,6.57,Defesa,2.0,7.0,4.0,0.0,,,,,,,,,,
493,FC København,Mohamed Daramy,,,,,,,6.57,6.57,Defesa,2.0,4.0,0.0,0.0,,,,,,,,,,
494,Borussia Dortmund,Anthony Modeste,,,,,,,6.56,6.56,Defesa,2.0,0.0,6.0,0.0,,,,,,,,,,
495,Liverpool,Curtis Jones,,,,,,,6.55,6.55,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
496,Chelsea,Christian Pulišić,,,,,,,6.54,6.54,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
497,Barcelona,Pablo Torre,,,,,,,6.53,6.53,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
498,Celtic,Kyogo Furuhashi,,,,,,,6.53,6.53,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
499,Atlético Madrid,Ángel Correa,,,,,,,6.53,6.53,Defesa,2.0,0.0,0.0,1.0,,,,,,,,,,
500,AFC Ajax,Youri Baas,,,,,,,6.53,6.53,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
501,Atlético Madrid,Marcos Llorente,,,,,,,6.53,6.53,Defesa,2.0,2.0,3.0,0.0,,,,,,,,,,
502,Eintracht Frankfurt,Rafael Borré,,,,,,,6.53,6.53,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
503,Milan,Fodé Ballo-Touré,,,,,,,6.53,6.53,Defesa,2.0,5.0,1.0,0.0,,,,,,,,,,
504,Shakhtar Donetsk,Ivan Petriak,,,,,,,6.5,6.5,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
505,Sevilla,Jesús Navas,,,,,,,6.47,6.47,Defesa,2.0,5.0,2.0,0.0,,,,,,,,,,
506,Inter,Raoul Bellanova,,,,,,,6.47,6.47,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
507,Bayer 04 Leverkusen,Paulinho,,,,,,,6.45,6.45,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
508,Viktoria Plzeň,Mohamed Tijani,,,,,,,6.43,6.43,Defesa,2.0,2.0,9.0,0.0,,,,,,,,,,
509,Viktoria Plzeň,Václav Pilař,,,,,,,6.4,6.4,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
510,Chelsea,Armando Broja,,,,,,,6.4,6.4,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
511,Juventus,Federico Gatti,,,,,,,6.3,6.3,Defesa,2.0,2.0,6.0,0.0,,,,,,,,,,
512,Maccabi Haifa,Arad Ofri,,,,,,,6.3,6.3,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
513,Milan,Charles De Ketelaere,,,,,,,6.28,6.28,Defesa,2.0,3.0,0.0,0.0,,,,,,,,,,
514,Maccabi Haifa,Mavis Tchibota,,,,,,,6.23,6.23,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
515,Juventus,Tommaso Barbieri,,,,,,,0.0,0.0,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
516,Red Bull Salzburg,Fernando,,,,,,,7.6,7.6,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
517,Juventus,Ángel Di María,,,,,,,7.57,7.57,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
518,Manchester City,Erling Haaland,,,,,,,7.41,7.41,Defesa,1.0,2.0,3.0,0.0,,,,,,,,,,
519,Celtic,Jota,,,,,,,7.4,7.4,Defesa,1.0,3.0,0.0,0.0,,,,,,,,,,
520,Olympique de Marseille,Amine Harit,,,,,,,7.4,7.4,Defesa,1.0,3.0,1.0,0.0,,,,,,,,,,
521,Real Madrid,Thibaut Courtois,,,,,,,7.34,7.34,Defesa,1.0,0.0,9.0,1.0,,,,,,,,,,
522,Manchester City,Rico Lewis,,,,,,,7.05,7.05,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
523,Sporting,Luís Neto,,,,,,,7.0,7.0,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
524,Tottenham Hotspur,Harry Kane,,,,,,,6.99,6.99,Defesa,1.0,2.0,5.0,0.0,,,,,,,,,,
525,Chelsea,Denis Zakaria,,,,,,,6.95,6.95,Defesa,1.0,2.0,1.0,0.0,,,,,,,,,,
526,Red Bull Salzburg,Philipp Köhn,,,,,,,6.95,6.95,Defesa,1.0,0.0,3.0,0.0,,,,,,,,,,
527,Real Madrid,Marco Asensio,,,,,,,6.95,6.95,Defesa,1.0,5.0,1.0,0.0,,,,,,,,,,
528,AFC Ajax,Owen Wijndal,,,,,,,6.9,6.9,Defesa,1.0,2.0,2.0,0.0,,,,,,,,,,
529,Tottenham Hotspur,Matt Doherty,,,,,,,6.85,6.85,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
530,Atlético Madrid,Thomas Lemar,,,,,,,6.85,6.85,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
531,Club Brugge KV,Dedryck Boyata,,,,,,,6.83,6.83,Defesa,1.0,7.0,6.0,0.0,,,,,,,,,,
532,Manchester City,Cole Palmer,,,,,,,6.8,6.8,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
533,Tottenham Hotspur,Japhet Tanganga,,,,,,,6.8,6.8,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
534,Liverpool,Alex Oxlade-Chamberlain,,,,,,,6.8,6.8,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
535,FC Porto,André Franco,,,,,,,6.8,6.8,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
536,Paris Saint-Germain,Pablo Sarabia,,,,,,,6.77,6.77,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
537,RB Leipzig,Marcel Halstenberg,,,,,,,6.75,6.75,Defesa,1.0,6.0,2.0,0.0,,,,,,,,,,
538,Olympique de Marseille,Dimitri Payet,,,,,,,6.75,6.75,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
539,FC København,Andreas Cornelius,,,,,,,6.75,6.75,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
540,Olympique de Marseille,Pape Gueye,,,,,,,6.75,6.75,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
541,Borussia Dortmund,Karim Adeyemi,,,,,,,6.7,6.7,Defesa,1.0,2.0,1.0,0.0,,,,,,,,,,
542,Benfica,Diogo Gonçalves,,,,,,,6.7,6.7,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
543,Sporting,Mateus Fernandes,,,,,,,6.7,6.7,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
544,Manchester City,Josh Wilson-Esbrand,,,,,,,6.7,6.7,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
545,Juventus,Mattia De Sciglio,,,,,,,6.7,6.7,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
546,Juventus,Moise Kean,,,,,,,6.68,6.68,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
547,GNK Dinamo Zagreb,Petar Bočkaj,,,,,,,6.67,6.67,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
548,Juventus,Dušan Vlahović,,,,,,,6.66,6.66,Defesa,1.0,0.0,4.0,0.0,,,,,,,,,,
549,Benfica,João Neves,,,,,,,6.65,6.65,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
550,Olympique de Marseille,Luis Javier Suárez,,,,,,,6.63,6.63,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
551,Paris Saint-Germain,Nordi Mukiele,,,,,,,6.63,6.63,Defesa,1.0,1.0,2.0,0.0,,,,,,,,,,
552,FC Bayern München,Mathys Tel,,,,,,,6.62,6.62,Defesa,1.0,3.0,0.0,0.0,,,,,,,,,,
553,Barcelona,Ronald Araújo,,,,,,,6.6,6.6,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
554,Club Brugge KV,Mats Rits,,,,,,,6.6,6.6,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
555,Club Brugge KV,Lynnt Audoor,,,,,,,6.6,6.6,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
556,Eintracht Frankfurt,Hrvoje Smolčić,,,,,,,6.6,6.6,Defesa,1.0,5.0,10.0,0.0,,,,,,,,,,
557,Sporting,Sotiris Alexandropoulos,,,,,,,6.57,6.57,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
558,Sporting,José Marsà,,,,,,,6.55,6.55,Defesa,1.0,1.0,6.0,0.0,,,,,,,,,,
559,Atlético Madrid,Mario Hermoso,,,,,,,6.53,6.53,Defesa,1.0,2.0,9.0,0.0,,,,,,,,,,
560,Olympique de Marseille,Gerson,,,,,,,6.53,6.53,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
561,Celtic,James Forrest,,,,,,,6.53,6.53,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
562,RB Leipzig,Yussuf Poulsen,,,,,,,6.52,6.52,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
563,Benfica,Julian Draxler,,,,,,,6.5,6.5,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
564,Paris Saint-Germain,El Chadaille Bitshiabu,,,,,,,6.5,6.5,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
565,Eintracht Frankfurt,Philipp Max,,,,,,,6.5,6.5,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
566,FC Porto,Bernardo Folha,,,,,,,6.5,6.5,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
567,Bayer 04 Leverkusen,Timothy Fosu-Mensah,,,,,,,6.5,6.5,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
568,Shakhtar Donetsk,Neven Đurasek,,,,,,,6.5,6.5,Defesa,1.0,4.0,1.0,0.0,,,,,,,,,,
569,Celtic,Liel Abada,,,,,,,6.48,6.48,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
570,FC København,Christian Sørensen,,,,,,,6.48,6.48,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
571,Celtic,David Turnbull,,,,,,,6.46,6.46,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
572,Borussia Dortmund,Donyell Malen,,,,,,,6.45,6.45,Defesa,1.0,2.0,1.0,0.0,,,,,,,,,,
573,FC Porto,Gonçalo Borges,,,,,,,6.45,6.45,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
574,FC Porto,Gabriel Veron,,,,,,,6.43,6.43,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
575,Paris Saint-Germain,Hugo Ekitiké,,,,,,,6.43,6.43,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
576,Rangers,Alfredo Morelos,,,,,,,6.4,6.4,Defesa,1.0,1.0,3.0,0.0,,,,,,,,,,
577,Liverpool,Arthur,,,,,,,6.4,6.4,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
578,Rangers,Rabbi Matondo,,,,,,,6.4,6.4,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
579,Rangers,Rıdvan Yılmaz,,,,,,,6.4,6.4,Defesa,1.0,3.0,1.0,0.0,,,,,,,,,,
580,Barcelona,Ansu Fati,,,,,,,6.38,6.38,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
