#,Clube,Nome,Gols,Gols esperados (xG),Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
595,Sevilla,Ørjan Nyland,,,,,,,7.35,7.35,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
596,Galatasaray,Cédric Bakambu,,,,,,,7.3,7.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
597,Sporting Braga,André Castro,,,,,,,7.3,7.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
598,Napoli,Alex Meret,,,,,,,7.29,7.29,Defesa,0.0,0.0,7.0,0.0,,,,,,,,,,
599,Milan,Mike Maignan,,,,,,,7.27,7.27,Defesa,0.0,0.0,10.0,0.0,,,,,,,,,,
600,Atlético Madrid,Jan Oblak,,,,,,,7.24,7.24,Defesa,0.0,0.0,6.0,0.0,,,,,,,,,,
601,FK Crvena zvezda,Omri Glazer,,,,,,,7.17,7.17,Defesa,0.0,0.0,6.0,2.0,,,,,,,,,,
602,Arsenal,David Raya,,,,,,,7.17,7.17,Defesa,0.0,0.0,5.0,1.0,,,,,,,,,,
603,Manchester United,Rasmus Højlund,,,,,,,7.15,7.15,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
604,Galatasaray,Dries Mertens,,,,,,,7.12,7.12,Defesa,0.0,2.0,2.0,0.0,,,,,,,,,,
605,Benfica,Anatoliy Trubin,,,,,,,7.12,7.12,Defesa,0.0,0.0,8.0,0.0,,,,,,,,,,
606,Royal Antwerp FC,Senne Lammens,,,,,,,7.1,7.1,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
607,Newcastle United,Matt Targett,,,,,,,7.1,7.1,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
608,1. FC Union Berlin,Frederik Rønnow,,,,,,,7.1,7.1,Defesa,0.0,0.0,8.0,0.0,,,,,,,,,,
609,Milan,Luka Jović,,,,,,,7.1,7.1,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
610,RC Lens,Brice Samba,,,,,,,7.08,7.08,Defesa,0.0,0.0,3.0,1.0,,,,,,,,,,
611,Sporting Braga,Matheus,,,,,,,7.08,7.08,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
612,Lazio,Ivan Provedel,,,,,,,7.08,7.08,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
613,Real Sociedad,Álex Remiro,,,,,,,7.06,7.06,Defesa,0.0,0.0,6.0,0.0,,,,,,,,,,
614,Lazio,Gustav Isaksen,,,,,,,7.04,7.04,Defesa,0.0,2.0,1.0,0.0,,,,,,,,,,
615,Barcelona,Marc-André ter Stegen,,,,,,,7.04,7.04,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
616,FC København,Kamil Grabara,,,,,,,7.04,7.04,Defesa,0.0,0.0,6.0,1.0,,,,,,,,,,
617,Atlético Madrid,Memphis Depay,,,,,,,7.03,7.03,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
618,Real Madrid,Kepa Arrizabalaga,,,,,,,7.03,7.03,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
619,FC Bayern München,Manuel Neuer,,,,,,,7.02,7.02,Defesa,0.0,0.0,6.0,1.0,,,,,,,,,,
620,Celtic,Joe Hart,,,,,,,7.02,7.02,Defesa,0.0,0.0,9.0,0.0,,,,,,,,,,
621,Arsenal,Aaron Ramsdale,,,,,,,7.0,7.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
622,Newcastle United,Sven Botman,,,,,,,7.0,7.0,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
623,Barcelona,Iñaki Peña,,,,,,,7.0,7.0,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
624,Real Sociedad,Sheraldo Becker,,,,,,,6.98,6.98,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
625,Inter,Federico Dimarco,,,,,,,6.94,6.94,Defesa,0.0,3.0,3.0,0.0,,,,,,,,,,
626,FC Porto,Diogo Costa,,,,,,,6.94,6.94,Defesa,0.0,0.0,9.0,0.0,,,,,,,,,,
627,FC Bayern München,Bouna Sarr,,,,,,,6.9,6.9,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
628,Milan,Marco Sportiello,,,,,,,6.9,6.9,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
629,Celtic,Reo Hatate,,,,,,,6.9,6.9,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
630,PSV Eindhoven,Armando Obispo,,,,,,,6.9,6.9,Defesa,0.0,2.0,1.0,0.0,,,,,,,,,,
631,Feyenoord,Javairô Dilrosun,,,,,,,6.9,6.9,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
632,RB Leipzig,Janis Blaswich,,,,,,,6.88,6.88,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
633,Feyenoord,Santiago Giménez,,,,,,,6.88,6.88,Defesa,0.0,1.0,4.0,0.0,,,,,,,,,,
634,Napoli,Victor Osimhen,,,,,,,6.87,6.87,Defesa,0.0,3.0,10.0,0.0,,,,,,,,,,
635,Manchester United,André Onana,,,,,,,6.87,6.87,Defesa,0.0,1.0,5.0,2.0,,,,,,,,,,
636,PSV Eindhoven,Walter Benítez,,,,,,,6.86,6.86,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
637,Inter,Juan Cuadrado,,,,,,,6.85,6.85,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
638,Manchester City,Ederson,,,,,,,6.83,6.83,Defesa,0.0,0.0,2.0,1.0,,,,,,,,,,
639,FC København,Roony Bardghji,,,,,,,6.83,6.83,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
640,Young Boys,Donat Rrudhani,,,,,,,6.8,6.8,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
641,Red Bull Salzburg,Leandro Morgalla,,,,,,,6.8,6.8,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
642,Arsenal,Fábio Vieira,,,,,,,6.8,6.8,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
643,Borussia Dortmund,Sébastien Haller,,,,,,,6.78,6.78,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
644,Feyenoord,Justin Bijlow,,,,,,,6.78,6.78,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
645,Milan,Noah Okafor,,,,,,,6.77,6.77,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
646,Manchester United,Christian Eriksen,,,,,,,6.75,6.75,Defesa,0.0,3.0,3.0,0.0,,,,,,,,,,
647,Feyenoord,Timon Wellenreuther,,,,,,,6.75,6.75,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
648,Manchester United,Anthony Martial,,,,,,,6.73,6.73,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
649,Inter,Marko Arnautović,,,,,,,6.73,6.73,Defesa,0.0,1.0,2.0,0.0,,,,,,,,,,
650,Sevilla,Marko Dmitrović,,,,,,,6.73,6.73,Defesa,0.0,0.0,8.0,0.0,,,,,,,,,,
651,Arsenal,Edward Nketiah,,,,,,,6.72,6.72,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
652,FC Bayern München,Frans Krätzig,,,,,,,6.7,6.7,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
653,Barcelona,Marc Casadó,,,,,,,6.7,6.7,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
654,Feyenoord,Antoni Milambo,,,,,,,6.7,6.7,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
655,Red Bull Salzburg,Fernando,,,,,,,6.7,6.7,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
656,RC Lens,Adrien Thomasson,,,,,,,6.68,6.68,Defesa,0.0,0.0,2.0,1.0,,,,,,,,,,
657,Manchester City,Stefan Ortega,,,,,,,6.67,6.67,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
658,RB Leipzig,Péter Gulácsi,,,,,,,6.67,6.67,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
659,FC Bayern München,Sven Ulreich,,,,,,,6.67,6.67,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
660,Celtic,Nathaniel Phillips,,,,,,,6.65,6.65,Defesa,0.0,2.0,3.0,0.0,,,,,,,,,,
661,Celtic,Kyogo Furuhashi,,,,,,,6.63,6.63,Defesa,0.0,1.0,3.0,0.0,,,,,,,,,,
662,Shakhtar Donetsk,Oleksiy Kashchuk,,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
663,Milan,Chaka Traorè,,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
664,Atlético Madrid,Çağlar Söyüncü,,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
665,Napoli,Hamed Junior Traorè,,,,,,,6.6,6.6,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
666,Sporting Braga,Pizzi,,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
667,Napoli,Gianluca Gaetano,,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
668,Arsenal,Mohamed Elneny,,,,,,,6.6,6.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
669,Young Boys,Silvère Ganvoula,,,,,,,6.58,6.58,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
670,Royal Antwerp FC,Jean Butez,,,,,,,6.58,6.58,Defesa,0.0,0.0,0.0,2.0,,,,,,,,,,
671,Paris Saint-Germain,Nordi Mukiele,,,,,,,6.55,6.55,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
672,FK Crvena zvezda,Jovan Mijatović,,,,,,,6.55,6.55,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
673,Benfica,Tiago Gouveia,,,,,,,6.55,6.55,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
674,FC København,Christian Sørensen,,,,,,,6.53,6.53,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
675,Feyenoord,Ondrej Lingr,,,,,,,6.53,6.53,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
676,RC Lens,Morgan Guilavogui,,,,,,,6.53,6.53,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
677,Arsenal,Thomas Partey,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
678,Inter,Emil Audero,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
679,FC Porto,Fran Navarro,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
680,FK Crvena zvezda,Miloš Degenek,,,,,,,6.5,6.5,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
681,Red Bull Salzburg,Dijon Kameri,,,,,,,6.5,6.5,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
682,FC Porto,Toni Martínez,,,,,,,6.5,6.5,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
683,Manchester United,Victor Lindelöf,,,,,,,6.5,6.5,Defesa,0.0,1.0,10.0,0.0,,,,,,,,,,
684,Real Sociedad,Jon Magunazelaia,,,,,,,6.5,6.5,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
685,Real Sociedad,Jon Ander Olasagasti,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
686,Sporting Braga,Roger Fernandes,,,,,,,6.5,6.5,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
687,Feyenoord,Leo Sauer,,,,,,,6.5,6.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
688,FK Crvena zvezda,Stefan Mitrović,,,,,,,6.47,6.47,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
689,Benfica,Gonçalo Guedes,,,,,,,6.45,6.45,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
690,FC Porto,Danny Namaso,,,,,,,6.45,6.45,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
691,Royal Antwerp FC,Anthony Valencia,,,,,,,6.43,6.43,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
692,Arsenal,Cédric Soares,,,,,,,6.4,6.4,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
693,Young Boys,David von Ballmoos,,,,,,,6.4,6.4,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
694,Paris Saint-Germain,Carlos Soler,,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
695,Shakhtar Donetsk,Marian Shved,,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
696,Sporting Braga,Diogo Fonseca,,,,,,,6.4,6.4,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
697,Sevilla,Rafa Mir,,,,,,,6.4,6.4,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
698,Real Sociedad,Mohamed-Ali Cho,,,,,,,6.37,6.37,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
699,Sporting Braga,Adrián Marín,,,,,,,6.35,6.35,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
700,Newcastle United,Callum Wilson,,,,,,,6.35,6.35,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
701,Young Boys,Noah Persson,,,,,,,6.33,6.33,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
702,Manchester United,Lisandro Martínez,,,,,,,6.3,6.3,Defesa,0.0,2.0,1.0,0.0,,,,,,,,,,
703,1. FC Union Berlin,Aljoscha Kemlein,,,,,,,6.3,6.3,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
704,Sevilla,Tanguy Nianzou,,,,,,,6.3,6.3,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
705,FC København,Valdemar Lund,,,,,,,6.25,6.25,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
706,FC København,Jordan Larsson,,,,,,,6.25,6.25,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
707,Barcelona,Hector Fort,,,,,,,6.2,6.2,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
708,Newcastle United,Martin Dúbravka,,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
709,Manchester City,Mahamadou Susoho,,,,,,,6.2,6.2,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
710,Napoli,Alessandro Zanoli,,,,,,,6.2,6.2,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
711,Milan,Pierre Kalulu,,,,,,,6.1,6.1,Defesa,0.0,2.0,2.0,0.0,,,,,,,,,,
712,Feyenoord,Marcos López,,,,,,,6.1,6.1,Defesa,0.0,1.0,0.0,0.0,,,,,,,,,,
713,Royal Antwerp FC,Jürgen Ekkelenkamp,,,,,,,6.1,6.1,Defesa,0.0,1.0,3.0,0.0,,,,,,,,,,
714,FC Porto,Romário Baró,,,,,,,6.0,6.0,Defesa,0.0,1.0,1.0,1.0,,,,,,,,,,
715,FK Crvena zvezda,Uroš Spajić,,,,,,,6.0,6.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
716,Celtic,Odin Thiago Holm,,,,,,,5.5,5.5,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
717,Real Sociedad,Jon Aramburu,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
718,Newcastle United,Harvey Barnes,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
719,Milan,Simon Kjær,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
720,Napoli,Cyril Ngonge,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
721,Manchester City,Jacob Wright,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
722,Milan,Davide Bartesaghi,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
723,Atlético Madrid,Ilias Kostis,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
724,Sporting Braga,Rony Lopes,,,,,,,0.0,0.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
1,Paris Saint-Germain,Kylian Mbappé,,,,,,,7.69,7.69,Passe,,,,,9.0,0.0,309.0,84.66,26.0,,,,,
2,Real Madrid,Jude Bellingham,,,,,,,7.74,7.74,Passe,,,,,7.0,5.0,512.0,90.14,24.0,,,,,
3,FC Bayern München,Joshua Kimmich,,,,,,,7.49,7.49,Passe,,,,,7.0,2.0,767.0,90.88,26.0,,,,,
4,Manchester City,Phil Foden,,,,,,,8.04,8.04,Passe,,,,,5.0,3.0,393.0,89.93,15.0,,,,,
5,Atlético Madrid,Antoine Griezmann,,,,,,,7.84,7.84,Passe,,,,,5.0,1.0,399.0,86.36,28.0,,,,,
6,Real Madrid,Vinícius Júnior,,,,,,,7.66,7.66,Passe,,,,,5.0,4.0,218.0,79.56,19.0,,,,,
7,RB Leipzig,David Raum,,,,,,,7.56,7.56,Passe,,,,,5.0,3.0,256.0,84.49,20.0,,,,,
8,Paris Saint-Germain,Vitinha,,,,,,,7.48,7.48,Passe,,,,,5.0,1.0,671.0,93.85,20.0,,,,,
9,Manchester City,Jack Grealish,,,,,,,7.44,7.44,Passe,,,,,5.0,2.0,243.0,89.01,16.0,,,,,
10,Barcelona,İlkay Gündoğan,,,,,,,7.43,7.43,Passe,,,,,5.0,4.0,506.0,90.68,25.0,,,,,
11,Paris Saint-Germain,Achraf Hakimi,,,,,,,7.26,7.26,Passe,,,,,5.0,1.0,705.0,86.5,27.0,,,,,
12,Shakhtar Donetsk,Oleksandr Zubkov,,,,,,,7.23,7.23,Passe,,,,,5.0,2.0,145.0,77.13,9.0,,,,,
13,Barcelona,Raphinha,,,,,,,7.74,7.74,Passe,,,,,4.0,2.0,129.0,80.12,10.0,,,,,
14,Manchester United,Bruno Fernandes,,,,,,,7.47,7.47,Passe,,,,,4.0,2.0,196.0,75.1,14.0,,,,,
15,FC Bayern München,Jamal Musiala,,,,,,,7.31,7.31,Passe,,,,,4.0,1.0,311.0,88.1,18.0,,,,,
16,Arsenal,Gabriel Jesus,,,,,,,7.3,7.3,Passe,,,,,4.0,3.0,105.0,82.03,8.0,,,,,
17,Barcelona,Lamine Yamal,,,,,,,7.24,7.24,Passe,,,,,4.0,2.0,194.0,79.84,11.0,,,,,
18,Atlético Madrid,Marcos Llorente,,,,,,,7.18,7.18,Passe,,,,,4.0,1.0,252.0,85.42,14.0,,,,,
19,Napoli,Matteo Politano,,,,,,,7.16,7.16,Passe,,,,,4.0,1.0,193.0,77.82,11.0,,,,,
20,FC Bayern München,Thomas Müller,,,,,,,7.13,7.13,Passe,,,,,4.0,1.0,131.0,80.37,15.0,,,,,
21,Galatasaray,Dries Mertens,,,,,,,7.12,7.12,Passe,,,,,4.0,0.0,47.0,73.44,10.0,,,,,
22,Feyenoord,Quinten Timber,,,,,,,6.98,6.98,Passe,,,,,4.0,0.0,115.0,80.99,6.0,,,,,
23,Arsenal,Bukayo Saka,,,,,,,7.71,7.71,Passe,,,,,3.0,4.0,203.0,85.65,17.0,,,,,
24,RB Leipzig,Xavi Simons,,,,,,,7.65,7.65,Passe,,,,,3.0,2.0,226.0,81.88,19.0,,,,,
25,Manchester City,Matheus Nunes,,,,,,,7.45,7.45,Passe,,,,,3.0,1.0,287.0,92.88,13.0,,,,,
26,Benfica,Ángel Di María,,,,,,,7.4,7.4,Passe,,,,,3.0,1.0,136.0,83.44,9.0,,,,,
27,Sevilla,Ivan Rakitić,,,,,,,7.37,7.37,Passe,,,,,3.0,3.0,210.0,80.77,17.0,,,,,
28,Inter,Nicolò Barella,,,,,,,7.34,7.34,Passe,,,,,3.0,1.0,269.0,83.8,14.0,,,,,
29,Feyenoord,Igor Paixão,,,,,,,7.3,7.3,Passe,,,,,3.0,0.0,97.0,78.23,8.0,,,,,
30,Borussia Dortmund,Julian Brandt,,,,,,,7.25,7.25,Passe,,,,,3.0,2.0,311.0,81.41,28.0,,,,,
31,Milan,Rafael Leão,,,,,,,7.24,7.24,Passe,,,,,3.0,0.0,80.0,70.18,10.0,,,,,
32,FC Bayern München,Leon Goretzka,,,,,,,7.21,7.21,Passe,,,,,3.0,1.0,495.0,93.05,9.0,,,,,
33,RC Lens,Przemysław Frankowski,,,,,,,7.2,7.2,Passe,,,,,3.0,2.0,167.0,76.61,10.0,,,,,
34,Lazio,Luis Alberto,,,,,,,7.19,7.19,Passe,,,,,3.0,1.0,384.0,85.14,21.0,,,,,
35,Celtic,Matt O'Riley,,,,,,,7.18,7.18,Passe,,,,,3.0,3.0,171.0,80.28,15.0,,,,,
36,FK Crvena zvezda,Osman Bukari,,,,,,,7.17,7.17,Passe,,,,,3.0,2.0,74.0,68.52,11.0,,,,,
37,Arsenal,Gabriel Martinelli,,,,,,,7.13,7.13,Passe,,,,,3.0,1.0,121.0,83.45,9.0,,,,,
38,Real Madrid,Rodrygo,,,,,,,7.13,7.13,Passe,,,,,3.0,2.0,330.0,92.18,18.0,,,,,
39,FC København,Lukas Lerager,,,,,,,7.12,7.12,Passe,,,,,3.0,1.0,124.0,71.26,4.0,,,,,
40,Inter,Davide Frattesi,,,,,,,7.1,7.1,Passe,,,,,3.0,2.0,98.0,77.78,8.0,,,,,
41,Borussia Dortmund,Niclas Füllkrug,,,,,,,7.01,7.01,Passe,,,,,3.0,3.0,185.0,67.52,20.0,,,,,
42,FC Bayern München,Raphaël Guerreiro,,,,,,,7.0,7.0,Passe,,,,,3.0,2.0,227.0,87.98,5.0,,,,,
43,Galatasaray,Kerem Aktürkoğlu,,,,,,,6.97,6.97,Passe,,,,,3.0,0.0,81.0,71.05,9.0,,,,,
44,Young Boys,Ulisses Garcia,,,,,,,6.92,6.92,Passe,,,,,3.0,0.0,200.0,77.82,8.0,,,,,
45,Real Madrid,Lucas Vázquez,,,,,,,6.89,6.89,Passe,,,,,3.0,1.0,248.0,89.53,10.0,,,,,
46,Borussia Dortmund,Karim Adeyemi,,,,,,,6.86,6.86,Passe,,,,,3.0,1.0,140.0,76.92,14.0,,,,,
47,Real Madrid,Brahim Díaz,,,,,,,6.86,6.86,Passe,,,,,3.0,1.0,114.0,85.07,9.0,,,,,
48,Arsenal,Kai Havertz,,,,,,,6.77,6.77,Passe,,,,,3.0,0.0,201.0,84.45,8.0,,,,,
49,Paris Saint-Germain,Randal Kolo Muani,,,,,,,6.68,6.68,Passe,,,,,3.0,0.0,80.0,70.8,8.0,,,,,
50,Manchester City,Julián Álvarez,,,,,,,8.07,8.07,Passe,,,,,2.0,2.0,148.0,90.8,16.0,,,,,
51,FC Bayern München,Harry Kane,,,,,,,7.62,7.62,Passe,,,,,2.0,4.0,151.0,69.59,15.0,,,,,
52,Manchester City,Jérémy Doku,,,,,,,7.59,7.59,Passe,,,,,2.0,1.0,151.0,89.88,9.0,,,,,
53,FC Porto,Mehdi Taremi,,,,,,,7.53,7.53,Passe,,,,,2.0,2.0,104.0,73.24,8.0,,,,,
54,Feyenoord,Calvin Stengs,,,,,,,7.52,7.52,Passe,,,,,2.0,1.0,174.0,78.73,17.0,,,,,
55,FK Crvena zvezda,In-Beom Hwang,,,,,,,7.47,7.47,Passe,,,,,2.0,1.0,192.0,80.67,16.0,,,,,
56,FC Porto,Evanilson,,,,,,,7.41,7.41,Passe,,,,,2.0,1.0,85.0,80.19,6.0,,,,,
57,Inter,Hakan Çalhanoğlu,,,,,,,7.38,7.38,Passe,,,,,2.0,0.0,361.0,88.26,13.0,,,,,
58,PSV Eindhoven,Johan Bakayoko,,,,,,,7.36,7.36,Passe,,,,,2.0,1.0,173.0,80.84,19.0,,,,,
59,Arsenal,Martin Ødegaard,,,,,,,7.33,7.33,Passe,,,,,2.0,1.0,337.0,89.15,10.0,,,,,
60,RB Leipzig,Benjamin Henrichs,,,,,,,7.28,7.28,Passe,,,,,2.0,2.0,217.0,76.95,11.0,,,,,
61,Real Sociedad,Takefusa Kubo,,,,,,,7.26,7.26,Passe,,,,,2.0,1.0,149.0,78.84,20.0,,,,,
62,Sporting Braga,Ricardo Horta,,,,,,,7.25,7.25,Passe,,,,,2.0,2.0,180.0,86.54,12.0,,,,,
63,FC København,Mohamed Elyounoussi,,,,,,,7.24,7.24,Passe,,,,,2.0,0.0,128.0,73.99,9.0,,,,,
64,Napoli,Giovanni Di Lorenzo,,,,,,,7.23,7.23,Passe,,,,,2.0,1.0,388.0,83.8,6.0,,,,,
65,FC Bayern München,Kingsley Coman,,,,,,,7.2,7.2,Passe,,,,,2.0,0.0,179.0,85.24,7.0,,,,,
66,Paris Saint-Germain,Fabián Ruiz,,,,,,,7.19,7.19,Passe,,,,,2.0,2.0,367.0,90.62,11.0,,,,,
67,Manchester City,Manuel Akanji,,,,,,,7.18,7.18,Passe,,,,,2.0,0.0,607.0,94.99,5.0,,,,,
68,Shakhtar Donetsk,Irakli Azarovi,,,,,,,7.18,7.18,Passe,,,,,2.0,1.0,127.0,85.81,6.0,,,,,
69,Paris Saint-Germain,Kang-in Lee,,,,,,,7.14,7.14,Passe,,,,,2.0,1.0,221.0,92.08,7.0,,,,,
70,Atlético Madrid,Koke,,,,,,,7.13,7.13,Passe,,,,,2.0,1.0,598.0,89.79,10.0,,,,,
71,Young Boys,Filip Ugrinić,,,,,,,7.12,7.12,Passe,,,,,2.0,1.0,175.0,89.29,9.0,,,,,
72,FC Bayern München,Leroy Sané,,,,,,,7.11,7.11,Passe,,,,,2.0,1.0,269.0,84.33,17.0,,,,,
73,Galatasaray,Davinson Sánchez,,,,,,,7.1,7.1,Passe,,,,,2.0,2.0,204.0,84.3,4.0,,,,,
74,Milan,Luka Jović,,,,,,,7.1,7.1,Passe,,,,,2.0,0.0,6.0,75.0,2.0,,,,,
75,Real Madrid,Antonio Rüdiger,,,,,,,7.08,7.08,Passe,,,,,2.0,2.0,589.0,90.62,5.0,,,,,
76,Galatasaray,Mauro Icardi,,,,,,,7.07,7.07,Passe,,,,,2.0,0.0,59.0,64.13,9.0,,,,,
77,Real Sociedad,Ander Barrenetxea,,,,,,,7.06,7.06,Passe,,,,,2.0,1.0,133.0,78.7,6.0,,,,,
78,Paris Saint-Germain,Marquinhos,,,,,,,7.05,7.05,Passe,,,,,2.0,1.0,722.0,90.82,5.0,,,,,
79,Borussia Dortmund,Ian Maatsen,,,,,,,7.04,7.04,Passe,,,,,2.0,0.0,273.0,85.05,5.0,,,,,
80,Borussia Dortmund,Donyell Malen,,,,,,,7.04,7.04,Passe,,,,,2.0,0.0,102.0,77.27,5.0,,,,,
81,Paris Saint-Germain,Warren Zaïre-Emery,,,,,,,7.03,7.03,Passe,,,,,2.0,3.0,462.0,92.22,12.0,,,,,
82,FC Bayern München,Mathys Tel,,,,,,,7.01,7.01,Passe,,,,,2.0,1.0,51.0,80.95,4.0,,,,,
83,Shakhtar Donetsk,Yaroslav Rakitskyi,,,,,,,7.0,7.0,Passe,,,,,2.0,0.0,193.0,85.78,2.0,,,,,
84,Young Boys,Joël Monteiro,,,,,,,7.0,7.0,Passe,,,,,2.0,1.0,39.0,76.47,5.0,,,,,
85,1. FC Union Berlin,Jérôme Roussillon,,,,,,,7.0,7.0,Passe,,,,,2.0,1.0,66.0,80.49,5.0,,,,,
