#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
433,Benfica,,Jonas,0,1,3,0,81.76,
434,Borussia Dortmund,,Ömer Toprak,0,0,2,0,95.69,
435,Barcelona,,Sergi Roberto,0,6,15,0,91.15,
436,FC Porto,,Tiquinho Soares,1,0,0,0,78.33,
437,Celtic,,Leigh Griffiths,1,1,3,0,79.63,
438,FC Spartak Moscow,,Denis Glushakov,1,3,6,0,82.17,
439,Feyenoord,,Sofyan Amrabat,1,11,12,0,84.43,
440,Juventus,,Blaise Matuidi,1,2,7,0,87.89,
441,Borussia Dortmund,,Gonzalo Castro,0,1,6,1,89.91,
442,Atlético Madrid,,Fernando Torres,0,1,2,1,82.35,
443,Real Madrid,,Marcos Llorente,0,0,0,0,100,
444,AS Monaco,,Terence Kongolo,0,1,4,0,83.33,
445,Borussia Dortmund,,Neven Subotić,0,0,0,0,84.38,
446,Liverpool,,Nathaniel Clyne,0,0,1,0,33.33,
447,RSC Anderlecht,,Ivan Obradović,0,3,2,0,87.05,
448,Napoli,,Faouzi Ghoulam,0,4,5,0,87.68,
449,Barcelona,,Aleix Vidal,0,0,5,0,73.44,
450,Sporting,,Jonathan Silva,0,2,9,0,69.33,
451,RSC Anderlecht,,Pieter Gerkens,0,2,8,0,79.87,
452,Napoli,,Elseid Hysaj,0,6,14,0,86.75,
453,APOEL Nicosia,,Nuno Morais,0,1,11,0,78.06,
454,Basel,,Blás Riveros,1,5,7,0,65.96,
455,Qarabağ,,Dino Ndlovu,0,8,4,1,72.27,
456,Borussia Dortmund,,Christian Pulišić,0,21,6,0,82.17,
457,AS Monaco,,Adama Diakhaby,0,2,7,0,69.57,
458,FC Spartak Moscow,,Georgiy Dzhikiya,0,5,8,0,76.51,
459,APOEL Nicosia,,Igor De Camargo,0,0,3,0,58.57,
460,Chelsea,,Thibaut Courtois,0,0,0,1,62.7,
461,Feyenoord,,Sven van Beek,0,0,5,0,82.64,
462,Beşiktaş,,Gary Medel,0,0,6,0,88.75,
463,Real Madrid,,Mateo Kovačić,0,6,7,1,90.72,
464,AS Monaco,,Kamil Glik,1,1,10,0,73.31,
465,Liverpool,,Danny Ings,0,1,3,1,43.75,
466,Olympiacos FC,,Kostas Fortounis,0,5,2,1,79.58,
467,Feyenoord,,Kevin Diks,0,2,6,0,83.78,
468,AS Monaco,,Thomas Lemar,0,6,2,0,73.42,
469,RSC Anderlecht,,Matz Sels,0,0,1,0,51.09,
470,Qarabağ,,Tarik Elyounoussi,0,0,1,0,89.47,
471,RSC Anderlecht,,Frank Boeckx,0,1,0,0,63.29,
472,RSC Anderlecht,,Massimo Bruno,0,4,1,0,81.58,
473,Chelsea,,Antonio Rüdiger,0,1,7,0,89.39,
474,Napoli,,Pepe Reina,0,1,0,0,83.33,
475,Beşiktaş,,Adriano,0,4,15,0,75.8,
476,Juventus,,Rodrigo Bentancur,0,3,6,0,91.04,
477,NK Maribor,,Blaž Vrhovec,0,1,13,0,88.78,
478,CSKA Moscow,,Vasily Berezutskiy,0,1,4,0,84.62,
479,Roma,,Lorenzo Pellegrini,0,1,5,1,75.81,
480,Juventus,,Kwadwo Asamoah,0,1,2,0,87.72,
481,Chelsea,,Victor Moses,0,7,9,0,75.7,
482,Beşiktaş,,Necip Uysal,0,0,9,0,80,
483,Juventus,,Gianluigi Buffon,0,0,0,0,69.63,
484,CSKA Moscow,,Georgi Schennikov,1,1,6,0,69.49,
485,Qarabağ,,Mahir Emreli,0,9,13,0,77.63,
486,Barcelona,,Denis Suárez,0,6,1,1,84.8,
487,Sporting,,Rodrigo Battaglia,0,4,17,0,84.39,
488,CSKA Moscow,,Viktor Vasin,0,1,6,0,83.23,
489,Celtic,,Callum McGregor,1,1,6,0,88.06,
490,Benfica,,Diogo Gonçalves,0,3,0,0,80.26,
491,Olympiacos FC,,Omar Elabdellaoui,0,1,3,0,81.48,
492,Roma,,Cengiz Ünder,1,4,4,1,61.36,
493,FC Spartak Moscow,,Andrey Eshchenko,0,1,17,1,81.22,
494,Atlético Madrid,,Yannick Carrasco,0,9,4,0,80.46,
495,NK Maribor,,Marko Šuler,0,0,7,0,87.86,
496,Napoli,,Marek Hamšík,0,0,8,1,84.75,
497,RSC Anderlecht,,Łukasz Teodorczyk,0,0,3,1,66.39,
498,Qarabağ,,Richard Almeida,0,6,12,0,88.64,
499,Liverpool,,Loris Karius,0,0,0,0,53.7,
500,Sevilla,,Guido Pizarro,1,4,14,0,89.24,
501,Tottenham Hotspur,,Serge Aurier,0,5,8,1,80.59,
502,Paris Saint-Germain,,Giovani Lo Celso,0,2,5,1,92.59,
503,AS Monaco,,Soualiho Meïté,0,1,0,0,85.71,
504,Juventus,,Claudio Marchisio,0,0,1,0,70,
505,RSC Anderlecht,,Andy Najar,0,1,1,0,57.14,
506,AS Monaco,,Gabriel Boschilia,0,0,0,0,85.71,
507,APOEL Nicosia,,Andreas Makris,0,0,0,0,90,
508,RB Leipzig,,Dominik Kaiser,0,0,0,0,100,
509,Manchester City,,Tosin Adarabioyo,0,0,0,0,94.74,
510,Tottenham Hotspur,,Erik Lamela,0,5,2,0,87.5,
511,Napoli,,Mário Rui,0,1,1,0,91.67,
512,Atlético Madrid,,Luciano Vietto,0,0,2,0,63.16,
513,FC Porto,,Majeed Waris,0,5,1,0,84,
514,Basel,,Valentin Stocker,0,1,0,0,41.94,
515,Paris Saint-Germain,,Presnel Kimpembe,0,2,2,0,91.58,
516,Benfica,,Mile Svilar,0,0,0,0,55.84,
517,AS Monaco,,Almamy Touré,0,2,7,0,69.7,
518,Sevilla,,Michael Krohn-Dehli,0,2,0,0,81.74,
519,Shakhtar Donetsk,,Davit Khocholava,0,0,0,0,87.93,
520,Olympiacos FC,,Guillaume Gillet,0,2,8,0,82.54,
521,Feyenoord,,Sam Larsson,0,2,4,0,65,
522,Olympiacos FC,,Jacques-Alaixys Romao,0,3,15,0,86.78,
523,Sevilla,,Luis Muriel,0,1,3,1,76.39,
524,Sevilla,,Sergio Rico,0,0,0,0,64.75,
525,Shakhtar Donetsk,,Bogdan Butko,0,2,13,1,84.89,
526,Qarabağ,,Wilde-Donald Guerrier,0,5,8,1,75.42,
527,Manchester United,,Jesse Lingard,0,1,9,0,91.6,
528,Feyenoord,,Jens Toornstra,0,0,5,0,68.87,
529,Basel,,Serey Dié,0,8,10,0,86.84,
530,CSKA Moscow,,Timur Zhamaletdinov,1,1,1,0,66.67,
531,Benfica,,Alejandro Grimaldo,0,9,7,0,90.4,
532,Benfica,,Ljubomir Fejsa,0,3,7,0,89.47,
533,APOEL Nicosia,,Agustín Farías,0,0,7,0,84.62,
534,Roma,,Maxime Gonalons,0,3,9,1,88.34,
535,Napoli,,Adam Ounas,0,3,2,0,63.64,
536,RSC Anderlecht,,Nicolae Stanciu,0,0,2,0,66.67,
537,Chelsea,,Danny Drinkwater,0,0,1,0,95.24,
538,Benfica,,Andreas Samaris,0,3,4,0,79.66,
539,FC Spartak Moscow,,Ivelin Popov,0,5,5,0,78.26,
540,Liverpool,,Adam Lallana,0,2,2,0,80,
541,Qarabağ,,Ramil Sheydaev,0,2,1,0,83.33,
542,Olympiacos FC,,El Fardou Ben,0,0,0,0,75,
543,RSC Anderlecht,,Alexandru Chipciu,0,2,8,0,67.24,
544,Basel,,Fabian Frei,0,0,1,0,86.11,
545,APOEL Nicosia,,Nektarios Alexandrou,0,0,1,0,46.67,
546,Celtic,,Stuart Armstrong,0,6,6,0,82.24,
547,Feyenoord,,Karim El Ahmadi,0,0,9,0,88.95,
548,Benfica,,André Almeida,0,6,6,0,85.2,
549,FC Porto,,André André,0,2,6,0,84.85,
550,Napoli,,Christian Maggio,0,2,8,0,83.06,
551,Qarabağ,,Maksim Medvedev,0,1,17,0,80.58,
552,FC Porto,,Jesús Corona,0,11,12,0,78.57,
553,RB Leipzig,,Jean-Kévin Augustin,1,5,0,0,74.58,
554,CSKA Moscow,,Konstantin Kuchaev,1,1,8,0,80.46,
555,CSKA Moscow,,Aleksandr Golovin,0,11,13,1,84.75,
556,Manchester City,,Phil Foden,0,6,2,0,89.16,
557,Roma,,Patrik Schick,0,3,3,0,76.19,
558,Sevilla,,Sandro Ramírez,0,0,1,0,92.31,
559,AS Monaco,,Djibril Sidibé,0,1,6,0,77.19,
560,RB Leipzig,,Péter Gulácsi,0,0,0,0,67.76,
561,NK Maribor,,Aleks Pihler,0,5,7,0,87.41,
562,Liverpool,,Ragnar Klavan,0,1,1,0,91.16,
563,Barcelona,,André Gomes,0,1,8,0,91.34,
564,AS Monaco,,Rachid Ghezzal,0,8,3,0,73.21,
565,Borussia Dortmund,,Jeremy Toljan,0,1,8,0,81.82,
566,NK Maribor,,Valon Ahmedi,0,2,2,0,75.38,
567,Roma,,Grégoire Defrel,0,1,3,0,82.5,
568,AS Monaco,,Keita Baldé,0,5,0,2,74.7,
569,NK Maribor,,Martin Milec,0,5,12,1,77.02,
570,RSC Anderlecht,,Dennis Appiah,0,7,18,0,78.04,
571,APOEL Nicosia,,Praxitelis Vouros,0,1,8,0,76.87,
572,FC Spartak Moscow,,Aleksandr Samedov,1,2,0,0,85.29,
573,Beşiktaş,,Caner Erkin,0,6,7,1,74.68,
574,Manchester City,,Claudio Bravo,0,1,0,0,87.18,
575,Liverpool,,Marko Grujić,0,0,0,0,62.5,
576,Tottenham Hotspur,,Kyle Walker-Peters,0,0,0,0,93.75,
577,Basel,,Cédric Itten,0,0,0,0,50,
578,Borussia Dortmund,,Andre Schürrle,0,0,0,0,100,
579,Feyenoord,,Dylan Vente,0,0,0,0,60,
580,Roma,,Mirko Antonucci,0,0,0,0,60,
581,Paris Saint-Germain,,Lassana Diarra,0,0,0,0,87.5,
582,APOEL Nicosia,,Raúl Gudiño,0,0,0,0,41.18,
583,Feyenoord,,Eric Botteghin,0,0,0,0,93.94,
584,Tottenham Hotspur,,Anthony Georgiou,0,0,0,0,100,
585,Borussia Dortmund,,Łukasz Piszczek,0,2,2,0,82.12,
586,FC Porto,,Gonçalo Paciência,0,0,2,0,40,
587,Feyenoord,,Michiel Kramer,0,0,2,0,77.27,
588,RSC Anderlecht,,Hamdi Harbaoui,0,0,0,0,71.43,
589,Beşiktaş,,Mustafa Pektemek,0,2,3,0,72.34,
590,CSKA Moscow,,Astemir Gordyushenko,0,0,4,0,75,
591,Liverpool,,Dominic Solanke,0,0,1,0,55.56,
592,CSKA Moscow,,Fedor Chalov,0,2,0,0,76.19,
593,Basel,,Alexander Fransson,0,0,0,0,75,
594,Benfica,,Luisão,0,0,6,0,89.27,
595,FC Spartak Moscow,,Aleksandr Selikhov,0,0,1,0,63.27,
596,Celtic,,Tom Rogić,0,6,6,0,84.11,
597,Celtic,,Craig Gordon,0,0,0,0,61.19,
598,Sevilla,,Gabriel Mercado,0,2,25,0,78.98,
599,FC Porto,,Moussa Marega,0,7,5,2,56.18,
600,NK Maribor,,Mitja Viler,0,4,12,0,72.32,
601,Olympiacos FC,,Mehdi Carcela-González,0,7,10,0,85.37,
602,Shakhtar Donetsk,,Dentinho,0,1,1,0,78.95,
603,Benfica,,Douglas,0,8,10,0,87.07,
604,Benfica,,Eliseu,0,2,1,0,81.25,
605,Basel,,Kevin Bua,0,5,3,0,71.43,
606,Qarabağ,,Qara Qarayev,0,4,10,0,87.32,
607,AS Monaco,,Rony Lopes,1,6,5,1,63.95,
608,Celtic,,Odsonne Édouard,0,1,0,0,50,
609,Olympiacos FC,,Emmanuel Emenike,0,1,0,0,63.64,
610,Feyenoord,,Bilal Başaçıkoğlu,0,1,1,0,75,
611,RB Leipzig,,Lukas Klostermann,0,2,9,0,79.21,
612,Chelsea,,Álvaro Morata,1,6,1,0,75.61,
613,Napoli,,Allan,0,6,8,0,84,
614,RSC Anderlecht,,Henry Onyekuru,0,10,1,0,77.78,
615,Qarabağ,,Pedro Henrique,1,7,6,0,70.59,
616,Sporting,,Gelson Martins,1,12,8,1,83.97,
617,APOEL Nicosia,,Ghayas Zahid,0,1,3,0,80.24,
618,RB Leipzig,,Konrad Laimer,0,0,0,0,80,
619,FC Bayern München,,Juan Bernat,0,0,1,0,81.48,
620,Sporting,,Tobias Figueiredo,0,0,0,0,100,
621,FC Porto,,Bruno Costa,0,0,1,0,79.49,
622,Celtic,,Kouassi Eboue,0,1,0,0,84.62,
623,AS Monaco,,Kévin N'Doram,0,1,0,0,75.56,
624,Atlético Madrid,,Augusto Fernández,0,0,0,0,86.84,
625,Real Madrid,,Achraf Hakimi,0,0,3,0,89.19,
626,FC Porto,,Hernâni,0,0,0,0,100,
627,Sevilla,,Johannes Geis,0,0,1,0,84.51,
628,Feyenoord,,Jan-Arie van der Heijden,0,2,0,0,91.3,
629,Olympiacos FC,,Marko Marin,0,2,1,0,81.58,
630,APOEL Nicosia,,Boy Waterman,0,1,0,0,54.55,
631,RSC Anderlecht,,Josué Sá,0,0,2,0,95.89,
632,Napoli,,Marko Rog,0,2,2,0,82.14,
633,Celtic,,Jozo Šimunović,0,0,3,0,94.06,
634,NK Maribor,,Gregor Bajde,0,1,9,0,75,
635,APOEL Nicosia,,Roland Sallai,0,3,1,0,80.6,
636,RSC Anderlecht,,Leander Dendoncker,0,4,9,0,89.58,
637,Olympiacos FC,,Uroš Đurđević,0,0,0,0,83.33,
638,APOEL Nicosia,,Roberto Lago,0,1,11,0,75.64,
639,Celtic,,Patrick Roberts,1,6,9,0,72.22,
640,Basel,,Albian Ajeti,0,0,1,0,90,
641,CSKA Moscow,,Kirill Nababkin,0,0,2,0,78.18,
642,AS Monaco,,Jemerson,0,1,6,0,85.41,
643,APOEL Nicosia,,Vinicius,0,1,7,0,79.65,
644,Celtic,,Scott Sinclair,1,9,2,0,84.72,
645,NK Maribor,,Martin Kramarič,0,3,2,1,75,
646,AS Monaco,,Diego Benaglio,0,0,0,0,63.79,
647,Borussia Dortmund,,Alexander Isak,0,0,0,0,0,
648,Chelsea,,Olivier Giroud,0,0,0,0,70,
649,Manchester City,,Oleksandr Zinchenko,0,0,1,0,85.82,
650,Real Madrid,,Jesús Vallejo,0,0,0,0,97.5,
651,Sporting,,Alan Ruiz,0,0,1,0,73.33,
652,CSKA Moscow,,Aaron Olanare,0,0,0,0,100,
653,Qarabağ,,Agabala Ramazanov,0,0,0,0,100,
654,Sporting,,João Palhinha,0,0,0,0,75,
655,FC Porto,,Otávio,0,2,0,0,71.74,
656,AS Monaco,,Andrea Raggi,0,0,3,0,55.56,
657,AS Monaco,,Jorge,0,3,14,0,70.37,
658,RSC Anderlecht,,Olivier Deschacht,0,2,3,0,81.25,
659,NK Maribor,,Aleksander Rajčević,0,0,1,0,88,
660,APOEL Nicosia,,Efstathios Aloneftis,0,10,9,0,57.01,
661,APOEL Nicosia,,Lorenzo Ebecilio,0,3,5,0,75.95,
662,Qarabağ,,Coşqun Diniyev,0,3,0,0,90.54,
663,RB Leipzig,,Bernardo,0,1,4,0,67.19,
664,Feyenoord,,Brad Jones,0,1,0,0,50.86,
665,Feyenoord,,Tonny Vilhena,0,0,8,1,74.36,
666,AS Monaco,,Danijel Subašić,0,0,0,0,57.69,
667,Paris Saint-Germain,,Thomas Meunier,0,0,0,0,87.5,
668,Benfica,,Júlio César,0,0,0,0,57.69,
669,Shakhtar Donetsk,,Márcio Azevedo,0,0,0,0,100,
670,RB Leipzig,,Marvin Compper,0,0,0,0,100,
671,Qarabağ,,Dani Quintana,0,0,0,0,60,
672,FC Porto,,José Sá,0,0,0,0,67.14,
673,Qarabağ,,Rəşhad Sadiqov,0,0,2,0,89.84,
674,Shakhtar Donetsk,,Viktor Kovalenko,0,0,0,0,85.71,
675,NK Maribor,,Dino Hotić,0,3,1,0,81.63,
676,Celtic,,Anthony Ralston,0,1,3,0,81.25,
677,Olympiacos FC,,Athanasios Androutsos,0,1,1,0,87.5,
678,RSC Anderlecht,,Sven Kums,0,3,6,0,92.26,
679,Olympiacos FC,,Stefanos Kapino,0,0,0,0,76,
680,Feyenoord,,Miquel Nelom,0,0,2,0,72.73,
681,Beşiktaş,,Domagoj Vida,0,0,0,0,50,
682,Benfica,,Rafa Silva,0,0,0,0,50,0
683,Tottenham Hotspur,,Lucas Moura,0,0,0,0,80,0
684,Tottenham Hotspur,,Victor Wanyama,0,0,0,0,0,0
685,Shakhtar Donetsk,,Oleksandr Zubkov,0,0,0,0,0,0
686,FC Spartak Moscow,,Pedro Rocha,0,0,0,0,0,0
687,Sporting,,Mattheus,0,0,0,0,33.33,0
688,Sporting,,Radosav Petrović,0,0,0,0,0,0
689,Borussia Dortmund,,Roman Weidenfeller,0,0,0,0,66.67,0
690,Juventus,,Fabrizio Caligara,0,0,0,0,0,0
691,Shakhtar Donetsk,,Ivan Petriak,0,0,0,0,100,0
692,Tottenham Hotspur,,Kazaiah Sterling,0,0,0,0,0,0
693,CSKA Moscow,,Khetag Khosonov,0,0,0,0,100,0
