#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
79,Real Madrid,,Nacho Fernández,0,0,6,0,91.67,
80,Juventus,,Giorgio Chiellini,0,5,14,0,89.57,
81,Juventus,,Arturo Vidal,1,4,52,0,82.83,
82,Barcelona,,Andrés Iniesta,0,27,20,5,90,
83,Borussia Dortmund,,Łukasz Piszczek,0,2,13,3,82.48,
84,Arsenal,,Alexis Sánchez,3,29,7,1,74.92,
85,FC Bayern München,,Bastian Schweinsteiger,0,6,5,4,87.97,
86,Benfica,,Eliseu,0,5,9,0,79.25,
87,NK Maribor,,Jasmin Handanović,0,0,0,0,38.25,
88,FC Porto,,Jackson Martínez,7,5,11,0,71.05,
89,Manchester City,,Joe Hart,0,1,1,0,59.38,
90,Atlético Madrid,,Juanfran,0,14,20,3,81.75,
91,Chelsea,,Thibaut Courtois,0,0,0,0,61.29,
92,FC Porto,,Cristian Tello,1,15,4,2,83.71,
93,FC Schalke 04,,Dennis Aogo,1,1,16,1,87.92,
94,RSC Anderlecht,,Anthony Vanden Borre,2,6,15,1,78.72,
95,AS Monaco,,Aymen Abdennour,1,1,13,0,77.91,
96,AS Monaco,,Geoffrey Kondogbia,1,11,32,0,83.88,
97,Roma,,Radja Nainggolan,0,7,18,2,89.23,
98,Arsenal,,Emiliano Martínez,0,0,0,0,53.06,
99,Juventus,,Martín Cáceres,0,1,4,0,92.2,
100,Liverpool,,Dejan Lovren,0,0,7,0,84.41,
101,Barcelona,,Javier Mascherano,0,4,35,1,92.46,
102,AS Monaco,,João Moutinho,1,9,14,2,81.43,
103,Athletic Club,,Beñat Etxebarria,0,1,8,2,82.02,
104,Ludogorets,,Fábio Espinho,0,4,18,0,89.22,
105,Barcelona,,Gerard Piqué,1,3,22,0,90.69,
106,RSC Anderlecht,,Dennis Praet,1,10,18,2,88.89,
107,Chelsea,,Gary Cahill,1,0,2,2,89.51,
108,Atlético Madrid,,Cristian Ansaldi,0,4,9,2,77.19,
109,AS Monaco,,Danijel Subašić,0,1,0,0,45.55,
110,Borussia Dortmund,,Neven Subotić,0,0,18,0,84.45,
111,Chelsea,,César Azpilicueta,0,4,13,0,88.58,
112,Shakhtar Donetsk,,Andriy Pyatov,0,0,0,0,59.57,
113,Bayer 04 Leverkusen,,Giulio Donati,1,1,12,0,73.47,
114,Benfica,,Luisão,0,0,7,0,87.22,
115,Real Madrid,,Asier Illarramendi,0,2,8,0,95.33,
116,Basel,,Luca Zuffi,0,5,11,2,82.82,
117,Benfica,,André Almeida,0,2,20,0,77.87,
118,Athletic Club,,Mikel Balenziaga,0,2,27,0,68.89,
119,Atlético Madrid,,Miguel Ángel Moyà,0,0,0,0,62.81,
120,Manchester City,,Sergio Agüero,6,12,3,1,82.71,
121,Paris Saint-Germain,,Edinson Cavani,6,9,4,0,83.52,
122,Paris Saint-Germain,,David Luiz,2,10,19,0,87.92,
123,Chelsea,,John Obi Mikel,1,2,6,0,87.5,
124,Sporting,,Oriol Rosell,0,0,1,1,75,
125,FC Schalke 04,,Julian Draxler,0,9,4,1,85.71,
126,Benfica,,Nélson Oliveira,0,3,0,0,71.43,
127,Benfica,,Loris Benito,0,0,2,0,90.24,
128,Basel,,Naser Aliji,0,0,4,0,77.14,
129,RSC Anderlecht,,Fabrice N'Sakala,0,2,4,0,78.18,
130,Arsenal,,Mathieu Debuchy,0,2,3,0,90,
131,Benfica,,César Martins,0,0,3,0,90.32,
132,APOEL Nicosia,,Carlão,0,1,13,0,95.65,
133,Chelsea,,Branislav Ivanović,1,3,13,0,85.97,
134,Borussia Dortmund,,Ciro Immobile,4,5,1,0,75.37,
135,AFC Ajax,,Davy Klaassen,2,4,14,1,85.77,
136,Paris Saint-Germain,,Thiago Silva,1,2,8,0,93.41,
137,Roma,,Seydou Keita,0,7,11,0,91.24,
138,AS Monaco,,Fabinho,1,10,29,0,71.04,
139,FC Porto,,Vincent Aboubakar,3,3,1,0,73.03,
140,AS Monaco,,Layvin Kurzawa,0,14,25,0,72.8,
141,Atlético Madrid,,Miranda,0,2,20,0,63.78,
142,Atlético Madrid,,Mario Mandžukić,5,4,12,0,59.9,
143,Juventus,,Claudio Marchisio,0,4,21,1,82.74,
144,Malmö FF,,Robin Olsen,0,0,0,0,55.32,
145,Barcelona,,Jordi Alba,0,9,24,2,87.28,
146,Arsenal,,Alex Oxlade-Chamberlain,2,25,8,2,85.22,
147,Juventus,,Gianluigi Buffon,0,0,0,0,77.7,
148,FC Schalke 04,,Klaas-Jan Huntelaar,5,4,3,0,82.56,
149,Atlético Madrid,,Alessio Cerci,1,2,0,0,90,
150,Barcelona,,Sandro Ramírez,1,1,1,0,87.5,
151,Juventus,,Andrea Pirlo,1,6,12,0,84.7,
152,Arsenal,,Francis Coquelin,0,6,6,0,91.23,
153,NK Maribor,,Marko Šuler,0,0,4,0,83.33,
154,Arsenal,,Lukas Podolski,3,2,1,0,91.78,
155,Chelsea,,Didier Drogba,2,3,1,1,69.88,
156,Juventus,,Leonardo Bonucci,0,4,13,0,86.18,
157,Basel,,Fabian Frei,1,3,11,3,83.86,
158,Galatasaray,,Wesley Sneijder,1,3,4,1,82.55,
159,Arsenal,,Jack Wilshere,0,7,7,0,77.93,
160,AS Monaco,,Wallace,0,0,8,0,76.06,
161,Real Madrid,,Gareth Bale,2,24,3,1,78.29,
162,Real Madrid,,Álvaro Arbeloa,1,2,22,0,89.31,
163,Real Madrid,,Fábio Coentrão,0,6,10,1,86.27,
164,Chelsea,,Kurt Zouma,0,4,3,0,90.96,
165,RSC Anderlecht,,Andy Najar,1,16,15,1,83.64,
166,Roma,,Miralem Pjanić,0,7,11,0,90.91,
167,FC Bayern München,,Robert Lewandowski,6,12,4,2,71.97,
168,Zenit St. Petersburg,,Yury Lodygin,0,0,0,0,65.63,
169,Shakhtar Donetsk,,Fernando,0,2,19,0,89.64,
170,AS Monaco,,Andrea Raggi,0,1,13,0,75.93,
171,AS Monaco,,Jérémy Toulalan,0,8,40,0,78.69,
172,FC Bayern München,,Rafinha,0,5,23,1,91.71,
173,Borussia Dortmund,,Pierre-Emerick Aubameyang,3,6,12,2,74.61,
174,AFC Ajax,,Lasse Schöne,3,9,6,0,84.94,
175,CSKA Moscow,,Bibars Natcho,1,1,14,2,78.93,
176,FC Schalke 04,,Chinedu Obasi,1,1,8,1,66.67,
177,FC Schalke 04,,Leroy Sané,1,2,0,0,85.71,
178,CSKA Moscow,,Vasily Berezutskiy,1,2,12,0,80.5,
179,Real Madrid,,Jesé Rodríguez,0,0,0,1,88.24,
180,Real Madrid,,Daniel Carvajal,0,4,10,1,91.32,
181,Galatasaray,,Aurélien Chedjou,0,6,13,1,85.03,
182,Benfica,,Pizzi,0,5,2,0,81.48,
183,Basel,,Philipp Degen,0,0,6,0,86.36,
184,BATE Borisov,,Artem Soroko,0,0,0,0,29.73,
185,AS Monaco,,Tiemoué Bakayoko,0,0,7,0,82.67,
186,Roma,,Daniele De Rossi,0,2,3,0,86.24,
187,BATE Borisov,,Egor Filipenko,0,3,6,0,74.04,
188,Manchester City,,Aleksandar Kolarov,0,1,5,0,84.38,
189,FC Porto,,Iván Marcano,0,2,17,0,85.75,
190,Basel,,Tomáš Vaclík,0,0,0,0,63.04,
191,Barcelona,,Sergio Busquets,0,4,33,0,92.04,
192,Real Madrid,,Iker Casillas,0,0,0,0,67,
193,FC Porto,,Héctor Herrera,3,13,15,5,82.06,
194,Bayer 04 Leverkusen,,Stefan Kießling,1,3,14,1,68.56,
195,Olympiacos FC,,Arthur Masuaku,1,26,21,0,80.77,
196,FC Schalke 04,,Benedikt Höwedes,1,0,14,0,91.59,
197,Borussia Dortmund,,Marcel Schmelzer,0,2,22,0,80.53,
198,Juventus,,Patrice Evra,0,12,18,1,81.67,
199,FC Porto,,Ricardo Quaresma,3,12,6,0,78.49,
200,NK Maribor,,Arghus,0,0,4,0,81.9,
201,Arsenal,,Per Mertesacker,0,0,14,0,94.31,
202,Basel,,Marek Suchý,1,1,12,0,87.96,
203,Roma,,Gervinho,3,17,3,1,86.07,
204,Paris Saint-Germain,,Zlatan Ibrahimović,2,4,1,0,81.9,
205,Zenit St. Petersburg,,Danny,1,5,13,1,74.67,
206,Liverpool,,Mario Balotelli,1,5,1,0,81.67,
207,Borussia Dortmund,,İlkay Gündoğan,0,5,12,1,90.82,
208,AFC Ajax,,Thulani Serero,0,9,12,0,91.03,
209,Atlético Madrid,,Guilherme Siqueira,0,3,9,0,72.81,
210,Paris Saint-Germain,,Gregory van der Wiel,0,5,31,2,91.19,
211,FC Bayern München,,Mario Götze,4,5,17,1,86.25,
212,Arsenal,,Danny Welbeck,3,11,3,0,86.21,
213,Malmö FF,,Markus Rosenberg,3,0,6,0,66.35,
214,Athletic Club,,Markel Susaeta,1,13,7,1,71.33,
215,Arsenal,,Kieran Gibbs,1,7,24,0,79.32,
216,Shakhtar Donetsk,,Vyacheslav Shevchuk,0,5,13,2,72.68,
217,FC Schalke 04,,Tranquillo Barnetta,0,2,3,1,81.33,
218,CSKA Moscow,,Pontus Wernbloom,0,0,8,0,70.67,
219,Liverpool,,Jose Enrique,0,2,9,0,70.21,
220,Juventus,,Simone Padoin,0,0,2,0,91.84,
221,FC Schalke 04,,Roman Neustädter,0,0,13,0,91.35,
222,Barcelona,,Marc-André ter Stegen,0,0,0,0,80.07,
223,Juventus,,Álvaro Morata,5,20,9,0,71.07,
224,Paris Saint-Germain,,Blaise Matuidi,1,14,23,2,91.31,
225,Benfica,,Maxi Pereira,0,5,14,1,80.42,
226,Athletic Club,,Aymeric Laporte,0,0,13,0,77.36,
227,Benfica,,Enzo Pérez,0,14,14,0,83.04,
228,Benfica,,Nicolás Gaitán,0,15,8,0,55.56,
229,Athletic Club,,Ander Iturraspe,0,3,12,0,77.15,
230,Barcelona,,Ivan Rakitić,2,8,17,1,89.15,
231,Olympiacos FC,,Alberto Botía,1,1,12,1,84.65,
232,Bayer 04 Leverkusen,,Kyriakos Papadopoulos,1,0,2,0,86.96,
233,Juventus,,Kwadwo Asamoah,0,3,6,1,87.69,
234,Atlético Madrid,,Jesús Gámez,0,1,9,0,57.33,
235,CSKA Moscow,,Mário Fernandes,0,5,21,0,81.82,
236,Borussia Dortmund,,Sebastian Kehl,0,0,9,1,81.66,
237,FC Porto,,Juan Fernando Quintero,0,2,0,1,85.62,
238,Liverpool,,Jordan Henderson,1,4,9,0,83.75,
239,Borussia Dortmund,,Shinji Kagawa,0,2,3,2,82.61,
240,Ludogorets,,Vladislav Stoyanov,0,0,1,0,61.62,
241,FC Bayern München,,Dante,0,1,13,0,91.64,
242,Sporting,,Islam Slimani,2,2,2,0,75.32,
243,Manchester City,,Martín Demichelis,0,2,8,0,90.61,
244,FC Bayern München,,Sebastian Rode,1,3,9,0,89.63,
245,Atlético Madrid,,Gabi,0,1,11,1,82.22,
246,Paris Saint-Germain,,Marquinhos,0,3,15,0,90.91,
247,Atlético Madrid,,Antoine Griezmann,2,12,13,0,73.82,
248,CSKA Moscow,,Seydou Doumbia,3,12,2,0,75,
249,Juventus,,Paul Pogba,1,17,19,3,84.06,
250,FC Bayern München,,Holger Badstuber,1,0,1,1,90.15,
251,Arsenal,,Mikel Arteta,1,1,7,0,88.33,
252,FC Schalke 04,,Kaan Ayhan,0,0,4,1,87.5,
253,Liverpool,,Alberto Moreno,0,6,8,1,91.46,
254,Arsenal,,Calum Chambers,0,6,9,1,83.56,
255,Ludogorets,,Svetoslav Dyakov,0,4,13,1,83.76,
256,Arsenal,,Ainsley Maitland-Niles,0,0,3,0,93.1,
257,Chelsea,,Petr Čech,0,0,0,0,62.67,
258,Liverpool,,Javier Manquillo,0,1,21,0,77.95,
259,Atlético Madrid,,Tiago,0,2,11,0,86.72,
260,Zenit St. Petersburg,,Aleksandr Anyukov,0,1,11,0,74.34,
261,Roma,,Konstantinos Manolas,0,1,12,0,88.73,
262,AS Monaco,,Ricardo Carvalho,0,0,13,0,83.14,
263,AFC Ajax,,Ricardo van Rhijn,0,2,15,0,87.43,
264,Manchester City,,Fernandinho,0,11,27,0,87.45,
265,FC Porto,,Maicon,0,0,10,0,83.84,
266,Bayer 04 Leverkusen,,Bernd Leno,0,0,0,0,42.11,
267,Manchester City,,Vincent Kompany,0,4,13,0,88.3,
268,Olympiacos FC,,Pajtim Kasami,1,1,12,3,81.29,
269,Ludogorets,,Cosmin Moți,0,0,9,1,88.65,
270,Malmö FF,,Erik Berg,0,1,6,0,85.14,
271,RSC Anderlecht,,Steven Defour,0,1,8,1,85.42,
272,FC Bayern München,,Philipp Lahm,0,2,12,1,89.3,
273,Arsenal,,Héctor Bellerín,0,8,14,0,77.36,
274,Bayer 04 Leverkusen,,Roberto Hilbert,0,3,16,0,68.09,
275,Basel,,Behrang Safari,0,9,13,0,83.52,
276,Atlético Madrid,,Arda Turan,1,24,20,2,85.18,
277,FC Bayern München,,Juan Bernat,0,21,32,2,90.83,
278,Benfica,,Júlio César,0,0,0,0,54.43,
279,RSC Anderlecht,,Leander Dendoncker,0,1,9,0,82.98,
280,Bayer 04 Leverkusen,,Gonzalo Castro,0,4,11,0,76.86,
281,Basel,,Fabian Schär,0,4,15,0,80.54,
282,Olympiacos FC,,Alejandro Domínguez,1,9,3,1,83.15,
283,Ludogorets,,Georgi Terziev,1,0,7,0,91.8,
284,Arsenal,,Mesut Özil,0,7,4,1,86.72,
285,FC Schalke 04,,Kevin-Prince Boateng,0,4,4,1,83.95,
286,Benfica,,Jardel,0,2,11,0,86.03,
287,Zenit St. Petersburg,,Ezequiel Garay,0,0,10,0,81.16,
288,Basel,,Shkelzen Gashi,1,2,9,0,75,
289,Bayer 04 Leverkusen,,Wendell,0,7,25,0,75.12,
290,Borussia Dortmund,,Matthias Ginter,0,0,10,0,90.73,
291,Olympiacos FC,,Ibrahim Afellay,2,5,2,1,84.92,
292,Sporting,,Adrien Silva,2,8,22,0,82.21,
293,Ludogorets,,Dani Abalo,2,7,7,0,76.88,
294,CSKA Moscow,,Sergey Ignashevich,0,1,8,0,84.33,
295,FC Porto,,Bruno Martins Indi,0,2,12,0,88.97,
296,Manchester City,,Jesús Navas,0,5,6,0,88.1,
297,Bayer 04 Leverkusen,,Heung-min Son,3,7,11,0,83.05,
298,Chelsea,,Andre Schürrle,1,2,7,0,88.31,
299,Borussia Dortmund,,Mats Hummels,0,0,8,0,79.7,
300,Arsenal,,Nacho Monreal,0,2,8,0,96.89,
301,Borussia Dortmund,,Erik Durm,0,3,11,0,83.87,
302,Basel,,Marco Streller,1,3,4,0,71.17,
303,AS Monaco,,Lucas Ocampos,1,9,10,0,74.7,
304,Olympiacos FC,,Konstantinos Mitroglou,2,3,1,1,77.27,
305,Manchester City,,Pablo Zabaleta,1,1,15,0,80.74,
306,Olympiacos FC,,Delvin N'Dinga,1,0,7,0,87.92,
307,RSC Anderlecht,,Olivier Deschacht,0,2,7,0,87.2,
308,Chelsea,,Oscar,0,5,12,0,86.12,
309,Shakhtar Donetsk,,Alex Teixeira,3,12,7,0,87.43,
310,Arsenal,,Yaya Sanogo,1,0,1,1,66.67,
311,Manchester City,,Samir Nasri,1,3,5,1,88.66,
312,Shakhtar Donetsk,,Bernard,0,8,2,2,86.36,
313,Shakhtar Donetsk,,Taison,0,8,11,2,83.83,
314,Atlético Madrid,,Cani,0,0,0,1,60,
315,RSC Anderlecht,,Andy Kawaya,0,2,2,1,94.12,
316,Olympiacos FC,,Giannis Maniatis,0,2,11,1,84.65,
317,Juventus,,Angelo Ogbonna,0,0,0,0,74.47,
318,Liverpool,,Mamadou Sakho,0,0,1,0,96.97,
319,FC Porto,,Andrés Fernández,0,0,0,0,73.33,
320,Liverpool,,Lucas Leiva,0,1,12,0,88.75,
321,Manchester City,,Fernando,0,4,8,0,92.16,
322,CSKA Moscow,,Georgi Schennikov,0,0,14,0,74.48,
323,RSC Anderlecht,,Youri Tielemans,0,13,9,0,80.37,
324,NK Maribor,,Aleksander Rajčević,0,0,9,0,85.43,
325,Juventus,,Fernando Llorente,1,3,3,0,75.36,
326,Benfica,,Anderson Talisca,1,3,3,0,77.36,
327,Bayer 04 Leverkusen,,Simon Rolfes,0,0,7,0,75.49,
328,FC Bayern München,,Manuel Neuer,0,1,0,0,81.06,
329,Borussia Dortmund,,Sven Bender,0,0,15,0,88,
330,Shakhtar Donetsk,,Douglas Costa,1,20,14,1,80.93,
331,Liverpool,,Philippe Coutinho,0,7,5,0,83.75,
332,Arsenal,,Mathieu Flamini,0,0,4,0,92.47,
333,Atlético Madrid,,Mario Suárez,1,4,10,0,84.62,
334,Borussia Dortmund,,Henrikh Mkhitaryan,0,19,15,0,80.26,
335,AFC Ajax,,Lucas Andersen,1,11,6,0,83.62,
336,Paris Saint-Germain,,Ezequiel Lavezzi,0,9,6,2,80.77,
337,Galatasaray,,Emre Çolak,0,1,3,0,94.25,
338,Manchester City,,Frank Lampard,0,0,3,0,82.72,
339,RSC Anderlecht,,Frank Acheampong,0,15,14,0,82.87,
340,Barcelona,,Xavi,0,5,6,0,91.15,
341,AFC Ajax,,Arkadiusz Milik,1,1,4,1,80.77,
342,AS Monaco,,Yannick Carrasco,1,29,11,1,77.5,
343,Sporting,,Paulo Oliveira,0,0,13,0,80.28,
344,Juventus,,Stephan Lichtsteiner,0,14,23,0,83.48,
345,Basel,,Derlis González,3,13,23,0,81.96,
346,Roma,,Juan Iturbe,1,5,3,2,77.78,
347,AS Monaco,,Dimitar Berbatov,1,4,7,1,65.63,
348,Liverpool,,Rickie Lambert,1,0,1,0,68.42,
349,FC Bayern München,,Xherdan Shaqiri,1,3,1,0,86.11,
350,Manchester City,,Stevan Jovetić,0,3,1,1,75.68,
351,CSKA Moscow,,Roman Eremenko,0,2,4,1,83.28,
352,Arsenal,,David Ospina,0,0,0,0,60.38,
353,Manchester City,,Eliaquim Mangala,0,3,5,0,89.23,
354,Athletic Club,,Gorka Iraizoz,0,0,0,0,58.42,
355,FC Schalke 04,,Marco Höger,0,9,31,0,84.78,
356,Paris Saint-Germain,,Adrien Rabiot,0,2,9,0,88.07,
357,Galatasaray,,Bruma,0,12,5,0,86.67,
358,Liverpool,,Adam Lallana,0,0,11,0,83.49,
359,Basel,,Mohamed Elneny,0,1,14,0,87.2,
360,AFC Ajax,,Niklas Moisander,0,2,5,0,92.51,
361,NK Maribor,,Agim Ibraimi,1,2,6,0,82.04,
362,Sporting,,André Carrillo,0,17,8,1,78.69,
363,Sporting,,William Carvalho,0,4,13,1,85.22,
364,Roma,,Alessandro Florenzi,0,2,4,0,82.94,
365,CSKA Moscow,,Igor Akinfeev,0,0,2,0,44.88,
366,Olympiacos FC,,Éric Abidal,0,0,5,0,83.9,
367,Shakhtar Donetsk,,Yaroslav Rakitskyi,0,3,10,0,76.73,
368,Atlético Madrid,,Raúl García,2,2,17,0,58.29,
369,Sporting,,Naby Sarr,1,0,0,0,85.09,
370,Barcelona,,Rafinha Alcântara,0,3,3,2,91.07,
371,Barcelona,,Martín Montoya,0,1,1,1,87.93,
372,Athletic Club,,Iker Muniain,0,7,9,1,78,
373,AS Monaco,,Nabil Dirar,0,6,15,1,81.06,
374,Ludogorets,,Milan Borjan,0,0,0,0,40.74,
375,AS Monaco,,Almamy Touré,0,3,2,0,76.92,
376,Zenit St. Petersburg,,Luís Neto,0,0,1,0,80.77,
377,AFC Ajax,,Mike van der Hoorn,0,0,1,0,93.55,
378,CSKA Moscow,,Kirill Panchenko,0,0,0,0,63.64,
379,FC Schalke 04,,Christian Clemens,0,1,2,0,90,
380,Athletic Club,,Gaizka Toquero,0,0,0,0,50,
381,Real Madrid,,Sami Khedira,0,1,1,0,97.87,
382,CSKA Moscow,,Aleksei Berezutskiy,0,0,4,0,89.8,
383,Basel,,Matías Delgado,0,0,1,0,95.83,
384,FC Schalke 04,,Joël Matip,0,0,4,0,89.34,
385,FC Bayern München,,Pierre-Emile Højbjerg,0,2,1,0,89.95,
386,Arsenal,,Joel Campbell,0,3,4,0,82.09,
387,Basel,,Marcelo Díaz,0,0,1,0,90.63,
388,AS Monaco,,Elderson Echiéjilé,0,0,4,0,57.58,
389,Ludogorets,,Aleksandar Dragomirov Aleksandrov,0,0,2,0,88.24,
390,AFC Ajax,,Nicolai Boilesen,0,10,2,0,88.08,
391,Atlético Madrid,,Saúl Ñíguez,0,2,8,0,77.38,
392,Sporting,,Fredy Montero,0,2,2,0,81.58,
393,CSKA Moscow,,Dmitri Efremov,0,1,4,0,72.5,
394,APOEL Nicosia,,Vinicius,0,3,22,0,82.2,
395,Shakhtar Donetsk,,Fred,0,4,15,0,85.5,
396,Bayer 04 Leverkusen,,Ömer Toprak,0,1,18,0,76.05,
397,Manchester City,,Edin Džeko,0,8,3,1,72.61,
398,Malmö FF,,Magnus Eriksson,0,5,4,0,73.8,
399,Zenit St. Petersburg,,Javi García,0,0,10,0,85.33,
400,Galatasaray,,Burak Yılmaz,2,0,2,0,77,
401,Sporting,,Cédric Soares,0,1,11,1,80.36,
402,Roma,,Mapou Yanga-Mbiwa,0,6,13,0,88.61,
403,Shakhtar Donetsk,,Taras Stepanenko,1,3,10,0,79.51,
404,Sporting,,Jonathan Silva,1,1,6,0,69.9,
405,Sporting,,André Martins,0,0,3,0,87.5,
406,Olympiacos FC,,Roberto Jiménez,0,0,0,0,59.9,
407,Galatasaray,,Semih Kaya,0,4,11,0,89.02,
408,Manchester City,,James Milner,1,5,16,0,78.93,
409,Olympiacos FC,,Luka Milivojević,0,3,10,0,85.29,
410,Liverpool,,Martin Škrtel,0,1,3,0,92.34,
411,Paris Saint-Germain,,Maxwell,0,3,14,0,89.54,
412,Real Madrid,,Javier Hernández,1,3,3,0,80,
413,Atlético Madrid,,Fernando Torres,0,2,0,0,85.71,
414,Manchester City,,Bacary Sagna,0,0,6,0,81.12,
415,Malmö FF,,Isaac Kiese Thelin,0,2,7,0,55.86,
416,Juventus,,Andrea Barzagli,0,0,6,0,82.08,
417,Athletic Club,,Mikel Rico,0,2,13,0,75.36,
418,Malmö FF,,Markus Halsti,0,4,9,0,85.78,
419,Barcelona,,Adriano,0,5,2,0,92.31,
420,RSC Anderlecht,,Aleksandar Mitrović,2,3,3,0,72.94,
421,AS Monaco,,Bernardo Silva,0,11,9,1,78.79,
422,Galatasaray,,Hamit Altıntop,0,3,14,0,89.9,
423,Malmö FF,,Ricardinho,0,5,16,0,76.59,
424,Borussia Dortmund,,Oliver Kirch,0,0,4,0,83.1,
425,Sporting,,Carlos Mané,1,4,3,0,77.27,
426,Ludogorets,,Wanderson,0,2,2,1,85.11,
427,Athletic Club,,Ibai Gómez,0,4,5,0,69.62,
428,FC Porto,,Evandro,0,3,5,0,94.58,
429,APOEL Nicosia,,Gustavo Manduca,1,1,3,0,78.72,
