#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
889,FC Santa Coloma,,Juan Toscano,0,,,,,
890,FC Santa Coloma,,Albert Mercade Mellinas,0,,,,,
891,HB Tórshavn,,Andrew Flotum,0,,,,,
892,HB Tórshavn,,Poul Ingason,0,,,,,
893,Lille,,Idrissa Gueye,0,,,,,
894,Red Bull Salzburg,,Naby Keïta,0,,,,,
895,Red Bull Salzburg,,Marcel Sabitzer,0,,,,,
896,Red Bull Salzburg,,André Ramalho,0,,,,,
897,Qarabağ,,Bədavi Huseynov,0,,,,,
898,Red Bull Salzburg,,Péter Gulácsi,0,,,,,
899,Lille,,Simon Kjær,0,,,,,
900,Qarabağ,,Richard Almeida,0,,,,,
901,FC København,,Thomas Delaney,0,,,,,
902,Celtic,,Fraser Forster,0,,,,,
903,GNK Dinamo Zagreb,,Arijan Ademi,0,,,,,
904,Qarabağ,,Ibrahim Šehić,0,,,,,
905,Qarabağ,,Qara Qarayev,0,,,,,
906,HJK,,Rasmus Schüller,0,,,,,
907,GNK Dinamo Zagreb,,Eduardo,0,,,,,
908,Lille,,Pape Souaré,0,,,,,
909,HJK,,Nikolai Alho,0,,,,,
910,GNK Dinamo Zagreb,,Ivo Pinto,0,,,,,
911,Red Bull Salzburg,,Massimo Bruno,0,,,,,
912,ŠK Slovan Bratislava,,Branislav Niňaj,0,,,,,
913,Celtic,,Adam Matthews,0,,,,,
914,Qarabağ,,Ansi Agolli,0,,,,,
915,Celtic,,Beram Kayal,0,,,,,
916,HB Tórshavn,,Teitur Gestsson,0,,,,,
917,Celtic,,Anthony Stokes,0,,,,,
918,Sheriff Tiraspol,,Radu Gînsari,0,,,,,
919,Maccabi Tel Aviv,,Sheran Yeini,0,,,,,
920,FC København,,Danny Amankwaa,0,,,,,
921,Maccabi Tel Aviv,,Eitan Tibi,0,,,,,
922,Sheriff Tiraspol,,Elkin Blanco,0,,,,,
923,Maccabi Tel Aviv,,Dan Einbinder,0,,,,,
924,FC København,,Stephan Andersen,0,,,,,
925,Maccabi Tel Aviv,,Omri Ben Harush,0,,,,,
926,ŠK Slovan Bratislava,,Richard Lásik,0,,,,,
927,FC Santa Coloma,,Marc Rebés,0,,,,,
928,Lille,,Franck Béria,0,,,,,
929,FC Santa Coloma,,Juanfer,0,,,,,
930,HJK,,Teemu Tainio,0,,,,,
931,FC København,,Tom Høgli,0,,,,,
932,FC Santa Coloma,,Cristian Martínez,0,,,,,
933,Ludogorets,,Hristo Zlatinski,0,,,,,
934,HJK,,Mika Vayrynen,0,,,,,
935,HJK,,Veli Lampi,0,,,,,
936,HJK,,Sebastian Sorsa,0,,,,,
937,FC Santa Coloma,,Joel Martinez,0,,,,,
938,HB Tórshavn,,Johann Troest Davidsen,0,,,,,
939,Sheriff Tiraspol,,Matias Degra,0,,,,,
940,Maccabi Tel Aviv,,Juan Pablo,0,,,,,
941,Sheriff Tiraspol,,Cadú,0,,,,,
942,HB Tórshavn,,Heini Vatnsdal,0,,,,,
943,HJK,,Markus Heikkinen,0,,,,,
944,HJK,,Michael Tørnes,0,,,,,
945,FC Santa Coloma,,Juvenal Edjogo,0,,,,,
946,Qarabağ,,Ilgar Gurbanov,0,,,,,
947,Maccabi Tel Aviv,,Carlos Garcia,0,,,,,
948,Sheriff Tiraspol,,Marcel Metoua,0,,,,,
949,Qarabağ,,Namiq Yusifov,0,,,,,
950,Maccabi Tel Aviv,,Maharan Radi,0,,,,,
951,FC Santa Coloma,,Andreu Ramos,0,,,,,
952,FC Santa Coloma,,Iban Parra,0,,,,,
953,FC Santa Coloma,,Robert Ramos Isus,0,,,,,
954,BATE Borisov,,Aleksandr Pavlov,0,,,,,
955,HB Tórshavn,,Rogvi Holm,0,,,,,
956,HB Tórshavn,,Kristin Restorff Mouritsen,0,,,,,
957,Celtic,,Leigh Griffiths,0,,,,,
958,Celtic,,Efe Eric Ambrose,0,,,,,
959,Celtic,,Kris Commons,0,,,,,
960,ŠK Slovan Bratislava,,Seydouba Soumah,0,,,,,
961,Celtic,,Stefan Johansen,0,,,,,
962,Celtic,,Mikael Lustig,0,,,,,
963,Celtic,,Emilio Izaguirre,0,,,,,
964,Celtic,,Charlie Mulgrew,0,,,,,
965,ŠK Slovan Bratislava,,Erik Grendel,0,,,,,
966,ŠK Slovan Bratislava,,Dušan Perniš,0,,,,,
967,ŠK Slovan Bratislava,,Dávid Hudák,0,,,,,
968,ŠK Slovan Bratislava,,Pavel Fořt,0,,,,,
969,ŠK Slovan Bratislava,,Tomas Jablonsky,0,,,,,
970,GNK Dinamo Zagreb,,Duje Čop,0,,,1,,
971,GNK Dinamo Zagreb,,Marko Pjaca,0,,,1,,
972,FC København,,Pierre Bengtsson,0,,,1,,
973,GNK Dinamo Zagreb,,Paulo Machado,0,,,1,,
974,Red Bull Salzburg,,Christoph Leitgeb,0,,,1,,
975,ŠK Slovan Bratislava,,Juraj Halenar,0,,,1,,
976,Chelsea,,Ruben Loftus-Cheek,0,2,1,0,100,0
977,Paris Saint-Germain,,Lucas Digne,0,0,0,0,100,0
978,FC Bayern München,,Javi Martínez,0,0,0,0,100,0
979,Roma,,Kevin Strootman,0,0,0,0,66.67,0
980,AFC Ajax,,Richairo Živković,0,0,0,0,100,0
981,Olympiacos FC,,Dimitrios Siovas,0,0,0,0,0,0
982,FC Schalke 04,,Marvin Friedrich,0,0,0,0,0,0
983,Juventus,,Rômulo,0,0,0,0,100,0
984,Olympiacos FC,,Jorge Benítez,0,0,0,0,0,0
985,Benfica,,João Teixeira,0,1,0,0,50,0
986,Basel,,Giovanni Sio,0,0,1,0,0,0
987,RSC Anderlecht,,Michaël Heylen,0,0,0,0,100,0
988,Galatasaray,,Furkan Özçal,0,0,1,0,0,0
989,Juventus,,Kingsley Coman,0,0,0,0,0,0
990,FC Bayern München,,Claudio Pizarro,0,0,0,0,85.71,0
991,AS Monaco,,Matheus Carvalho,0,0,0,0,50,0
992,Olympiacos FC,,Konstantinos Giannoulis,0,0,1,0,83.33,0
993,Juventus,,Sebastian Giovinco,0,0,1,0,66.67,0
994,Zenit St. Petersburg,,Andrey Arshavin,0,0,2,0,90.91,0
