#,Time,Time,Nome,Gols,Dribles certos,Desarmes,Assistências,Passes certos %,Notas Sofascore
66,Atlético Madrid,,Diego Godín,0,3,28,0,81.44,
67,Real Madrid,,Marcelo,0,29,25,2,83.96,
68,FC Porto,,Felipe,0,2,12,0,82.38,
69,Barcelona,,Arda Turan,4,2,1,1,81.88,
70,Borussia Dortmund,,Gonzalo Castro,1,7,11,1,89.49,
71,Juventus,,Leonardo Bonucci,1,1,19,0,85.36,
72,Paris Saint-Germain,,Edinson Cavani,8,2,4,1,79.41,
73,Paris Saint-Germain,,Julian Draxler,1,3,2,0,70.83,
74,Olympique Lyonnais,,Mouctar Diakhaby,0,0,6,0,89.76,
75,Leicester City,,Kasper Schmeichel,0,1,1,0,40.34,
76,GNK Dinamo Zagreb,,Dominik Livaković,0,0,0,0,42.34,
77,Paris Saint-Germain,,Adrien Rabiot,0,10,10,1,89.5,
78,Tottenham Hotspur,,Hugo Lloris,0,0,0,0,74.49,
79,Napoli,,Dries Mertens,5,6,5,2,78.38,
80,Leicester City,,Christian Fuchs,0,3,22,1,68.17,
81,Dynamo Kyiv,,Denys Garmash,1,5,3,0,82.73,
82,FC Porto,,Yacine Brahimi,1,25,5,0,84.44,
83,Sevilla,,Clément Lenglet,0,1,4,0,84.91,
84,Paris Saint-Germain,,Presnel Kimpembe,0,1,2,0,88.64,
85,Benfica,,Alejandro Grimaldo,0,6,14,0,84.62,
86,Bayer 04 Leverkusen,,Ömer Toprak,0,0,8,0,80.08,
87,Olympique Lyonnais,,Jérémy Morel,0,4,11,0,85.29,
88,FC Bayern München,,Robert Lewandowski,8,5,4,1,75.4,
89,FC Bayern München,,Juan Bernat,2,7,4,1,89.07,
90,Bayer 04 Leverkusen,,Hakan Çalhanoğlu,1,6,8,2,72.22,
91,Manchester City,,İlkay Gündoğan,2,13,11,0,90.71,
92,Tottenham Hotspur,,Christian Eriksen,0,6,5,1,81.31,
93,Atlético Madrid,,Gabi,0,6,33,1,85.61,
94,Atlético Madrid,,Šime Vrsaljko,0,7,15,1,80.56,
95,Real Madrid,,Luka Modrić,0,27,10,1,89.17,
96,Benfica,,Gonçalo Guedes,2,9,8,0,79.51,
97,Olympique Lyonnais,,Anthony Lopes,0,0,1,0,54.19,
98,Club Brugge KV,,Benoît Poulain,0,1,10,0,79.1,
99,Atlético Madrid,,Koke,0,11,22,1,85.86,
100,Sevilla,,Adil Rami,0,7,8,0,84.99,
101,Borussia Dortmund,,Julian Weigl,1,8,26,0,91.99,
102,FC Porto,,André Silva,4,3,7,2,70.17,
103,FC Bayern München,,Rafinha,0,0,12,1,91.14,
104,Atlético Madrid,,Filipe Luís,0,23,32,1,82.33,
105,Borussia Dortmund,,Marc Bartra,1,2,22,0,86.28,
106,Juventus,,Claudio Marchisio,1,8,9,1,86.93,
107,Manchester City,,Kelechi Iheanacho,2,0,0,0,80.65,
108,Borussia Dortmund,,Pierre-Emerick Aubameyang,7,3,2,1,80.92,
109,Olympique Lyonnais,,Corentin Tolisso,2,4,9,1,87.16,
110,Manchester City,,Nolito,1,2,6,1,74.7,
111,Sevilla,,Gabriel Mercado,0,1,29,0,83.08,
112,Borussia M'gladbach,,Thorgan Hazard,1,2,13,1,78.76,
113,Sevilla,,Mariano,0,3,18,2,82.01,
114,Juventus,,Miralem Pjanić,1,7,25,3,83.95,
115,FC Porto,,Otávio,1,13,17,1,77.61,
116,FC Rostov,,Miha Mevlja,0,1,16,0,74.7,
117,FC Bayern München,,David Alaba,0,4,10,2,89.97,
118,Borussia Dortmund,,Mario Götze,1,1,9,1,85.12,
119,Sporting,,Sebastián Coates,0,3,12,0,84.02,
120,Legia Warszawa,,Aleksandar Prijović,2,0,1,2,67.16,
121,Benfica,,Franco Cervi,2,11,19,0,72.14,
122,Manchester City,,David Silva,1,5,9,2,84.05,
123,Bayer 04 Leverkusen,,Vladlen Yurchenko,1,0,2,0,75,
124,Olympique Lyonnais,,Alexandre Lacazette,1,12,7,0,74.53,
125,Borussia Dortmund,,Sokratis,1,2,15,0,92.27,
126,Manchester City,,Yaya Touré,0,2,2,1,90,
127,Sevilla,,Stevan Jovetić,0,0,0,1,71.67,
128,Tottenham Hotspur,,Kevin Wimmer,0,0,4,0,90.32,
129,Celtic,,Gary Mackay-Steven,0,0,2,0,100,
130,Olympique Lyonnais,,Nicolas N'Koulou,0,3,1,0,90.86,
131,Legia Warszawa,,Arkadiusz Malarz,0,0,0,0,58.46,
132,Olympique Lyonnais,,Mapou Yanga-Mbiwa,0,6,8,0,90.78,
133,PSV Eindhoven,,Héctor Moreno,0,0,12,0,86.31,
134,AS Monaco,,Tiemoué Bakayoko,1,20,29,0,87.39,
135,Barcelona,,Gerard Piqué,1,3,10,0,90.82,
136,Atlético Madrid,,Jan Oblak,0,0,0,0,52.12,
137,Sevilla,,Samir Nasri,1,13,5,0,89.74,
138,GNK Dinamo Zagreb,,Gordon Schildenfeld,0,1,6,0,80.62,
139,Juventus,,Mario Mandžukić,3,3,19,0,68.18,
140,AS Monaco,,Benjamin Mendy,0,15,18,3,79.15,
141,Benfica,,Ederson,0,0,0,0,48.13,
142,AS Monaco,,Kylian Mbappé,6,18,1,0,83.33,
143,Dynamo Kyiv,,Domagoj Vida,0,2,5,0,91.1,
144,Borussia M'gladbach,,Nico Elvedi,0,4,15,0,83.6,
145,Leicester City,,Robert Huth,0,2,1,0,77.4,
146,Bayer 04 Leverkusen,,Admir Mehmedi,1,3,9,1,78.23,
147,FC Bayern München,,Douglas Costa,2,15,7,3,85.07,
148,Benfica,,Luisão,0,0,8,1,86.01,
149,Celtic,,Jozo Šimunović,0,0,1,0,94.94,
150,Sevilla,,Nicolás Pareja,1,0,8,0,82.99,
151,FC København,,Robin Olsen,0,0,0,0,49.47,
152,Olympique Lyonnais,,Sergi Darder,0,6,9,0,86.12,
153,Bayer 04 Leverkusen,,Jonathan Tah,0,2,8,0,77.19,
154,Sporting,,Adrien Silva,1,4,13,1,90.03,
155,Dynamo Kyiv,,Serhiy Rybalka,0,1,8,1,88.04,
156,Real Madrid,,Marco Asensio,3,5,5,1,87.43,
157,Napoli,,Lorenzo Insigne,1,5,6,0,83.15,
158,Paris Saint-Germain,,Marquinhos,0,0,14,0,93.79,
159,Barcelona,,Sergio Busquets,0,4,23,0,90.86,
160,Barcelona,,Samuel Umtiti,0,1,11,0,92.73,
161,Olympique Lyonnais,,Jordan Ferri,1,2,3,0,95.27,
162,Olympique Lyonnais,,Mathieu Valbuena,0,1,6,0,84.06,
163,Manchester City,,Fernando,0,1,7,0,95.04,
164,Real Madrid,,Pepe,0,0,6,0,85.27,
165,Napoli,,Arkadiusz Milik,3,0,1,1,77.14,
166,Ludogorets,,José Luis Palomino,0,1,10,0,88.84,
167,Real Madrid,,Isco,1,16,4,0,91.04,
168,Arsenal,,Kieran Gibbs,0,5,17,1,87.45,
169,FC København,,Peter Ankersen,0,3,12,0,73.23,
170,Paris Saint-Germain,,Thiago Silva,0,0,12,0,96.02,
171,Napoli,,Faouzi Ghoulam,0,4,8,3,84.54,
172,Juventus,,Andrea Barzagli,0,1,9,0,92.08,
173,Juventus,,Alex Sandro,0,17,27,1,83.05,
174,Manchester City,,Leroy Sané,2,11,3,2,84.85,
175,CSKA Moscow,,Alan Dzagoev,2,3,4,0,77,
176,Arsenal,,Alex Oxlade-Chamberlain,1,21,7,1,77.62,
177,Bayer 04 Leverkusen,,Karim Bellarabi,1,8,8,0,79.66,
178,Juventus,,Marko Pjaca,1,5,2,0,83.78,
179,Real Madrid,,James Rodríguez,0,2,5,2,88.94,
180,Borussia M'gladbach,,Mahmoud Dahoud,0,11,10,1,82.53,
181,Juventus,,Neto,0,0,0,0,95.24,
182,AS Monaco,,Corentin Jean,0,0,0,0,64.71,
183,AS Monaco,,Kévin N'Doram,0,1,3,0,80,
184,Dynamo Kyiv,,Danilo Silva,0,3,4,0,73.33,
185,Juventus,,Hernanes,0,0,0,0,94.38,
186,Tottenham Hotspur,,Kyle Walker,0,9,5,0,79.19,
187,Tottenham Hotspur,,Ben Davies,0,0,2,0,80,
188,Manchester City,,Nicolás Otamendi,0,2,20,0,87.27,
189,FC Rostov,,César Navas,0,0,8,0,74.16,
190,FC Porto,,Iván Marcano,0,1,7,0,85.94,
191,FC Bayern München,,Mats Hummels,0,9,11,0,89.88,
192,Real Madrid,,Karim Benzema,5,15,7,0,83.87,
193,Juventus,,Gonzalo Higuaín,5,17,7,1,79.35,
194,AS Monaco,,Thomas Lemar,2,30,14,4,83.17,
195,FC Bayern München,,Philipp Lahm,0,4,12,1,91.48,
196,FC Bayern München,,Franck Ribéry,0,19,2,2,84.62,
197,FC Bayern München,,Jérôme Boateng,0,1,7,0,88.75,
198,CSKA Moscow,,Bibars Natcho,1,1,10,0,78.76,
199,Olympique Lyonnais,,Rafael,0,13,11,2,81.93,
200,FC Bayern München,,Manuel Neuer,0,0,0,0,79.03,
201,AS Monaco,,Radamel Falcao,5,5,5,0,89.77,
202,FC Bayern München,,Joshua Kimmich,3,0,5,0,91.56,
203,Tottenham Hotspur,,Harry Winks,0,5,8,0,93.94,
204,Real Madrid,,Daniel Carvajal,0,14,27,5,86.76,
205,Sevilla,,Joaquín Correa,1,2,1,0,85.19,
206,Sporting,,William Carvalho,0,12,6,1,88.81,
207,Tottenham Hotspur,,Erik Lamela,0,6,8,2,80.51,
208,Legia Warszawa,,Michał Pazdan,0,1,5,0,84.71,
209,Club Brugge KV,,Dion Cools,0,1,9,0,79.31,
210,Atlético Madrid,,Saúl Ñíguez,4,8,29,0,76.98,
211,Atlético Madrid,,Stefan Savić,0,0,14,0,77.66,
212,Borussia M'gladbach,,Lars Stindl,2,2,11,1,76.33,
213,CSKA Moscow,,Vasily Berezutskiy,0,0,8,0,84.52,
214,Sevilla,,Wissam Ben Yedder,2,3,3,0,76.32,
215,FC Rostov,,Dmitriy Poloz,3,3,2,2,70.41,
216,Beşiktaş,,Vincent Aboubakar,3,8,4,0,70.59,
217,AS Monaco,,Kamil Glik,1,0,6,0,78.13,
218,Arsenal,,Aaron Ramsey,0,6,12,1,85.78,
219,Atlético Madrid,,Juanfran,0,2,8,0,84.98,
220,Beşiktaş,,Marcelo,0,0,13,0,86.89,
221,Sevilla,,Sergio Rico,0,0,1,0,60.98,
222,Juventus,,Gianluigi Buffon,0,0,0,0,79.66,
223,Atlético Madrid,,Tiago,0,0,3,1,88.18,
224,GNK Dinamo Zagreb,,Filip Benković,0,0,8,0,84.3,
225,Arsenal,,Laurent Koscielny,0,2,13,0,91.65,
226,Borussia Dortmund,,Raphaël Guerreiro,1,10,11,1,82.49,
227,Arsenal,,Nacho Monreal,0,1,9,0,92.54,
228,Dynamo Kyiv,,Mykola Morozyuk,0,1,6,0,69.87,
229,Tottenham Hotspur,,Danny Rose,0,6,7,1,84.47,
230,FC København,,William Kvist,0,3,8,0,84.06,
231,Borussia Dortmund,,Christian Pulišić,1,19,13,2,79.75,
232,Napoli,,José Callejón,1,0,7,1,83.48,
233,Leicester City,,Wilfred Ndidi,0,1,10,0,77.86,
234,PSV Eindhoven,,Santiago Arias,1,2,5,0,85.99,
235,Celtic,,Nir Bitton,0,4,9,1,83.82,
236,CSKA Moscow,,Sergey Ignashevich,0,0,2,0,81.3,
237,Tottenham Hotspur,,Eric Dier,0,2,3,0,85.88,
238,Leicester City,,Daniel Amartey,0,2,6,0,86.4,
239,Legia Warszawa,,Miroslav Radović,2,10,4,2,74.17,
240,PSV Eindhoven,,Nicolas Isimat-Mirin,0,1,7,0,87.89,
241,Basel,,Matías Delgado,0,0,8,0,81.25,
242,FC Rostov,,Christian Noboa,1,5,12,0,64.91,
243,Celtic,,Erik Sviatchenko,0,5,7,0,86.21,
244,Club Brugge KV,,Jelle Vossen,1,0,2,1,78.95,
245,Manchester City,,Aleksandar Kolarov,0,4,6,2,83.38,
246,Barcelona,,Aleix Vidal,0,1,3,1,90.67,
247,AS Monaco,,Guido Carrillo,0,1,2,1,64.79,
248,Real Madrid,,Kiko Casilla,0,0,0,0,100,
249,Olympique Lyonnais,,Emanuel Mammana,0,2,0,0,83.87,
250,Olympique Lyonnais,,Clément Grenier,0,1,0,0,82.35,
251,FC Bayern München,,Holger Badstuber,0,0,1,0,89.02,
252,Beşiktaş,,Rhodolfo,0,0,1,0,85.45,
253,Bayer 04 Leverkusen,,Ramazan Özcan,0,0,0,0,44.74,
254,Bayer 04 Leverkusen,,Robbie Kruse,0,1,0,0,81.82,
255,Sporting,,Jefferson,0,0,2,0,75.81,
256,Bayer 04 Leverkusen,,Roberto Hilbert,0,0,2,0,79.66,
257,FC Rostov,,Igor Kireev,0,0,6,0,45.45,
258,Benfica,,Lisandro López,0,2,2,0,84.62,
259,Real Madrid,,Nacho Fernández,0,2,4,0,92.36,
260,Paris Saint-Germain,,Thiago Motta,0,3,12,0,93.25,
261,CSKA Moscow,,Mário Fernandes,0,2,19,0,74.38,
262,PSV Eindhoven,,Jeroen Zoet,0,0,1,0,61.97,
263,Borussia M'gladbach,,Oscar Wendt,0,1,8,0,84.86,
264,Leicester City,,Danny Simpson,0,1,8,0,65.61,
265,FC Rostov,,Soslan Dzhanaev,0,0,0,0,39.51,
266,Ludogorets,,Jonathan Cafú,2,13,6,2,78.95,
267,Barcelona,,Jordi Alba,0,4,15,0,89.72,
268,Bayer 04 Leverkusen,,Charles Aránguiz,0,2,15,0,78.46,
269,AS Monaco,,João Moutinho,0,2,18,1,83.69,
270,Leicester City,,Danny Drinkwater,0,3,23,1,78.68,
271,Barcelona,,Luis Suárez,3,4,8,2,71.56,
272,Sevilla,,Vitolo,0,18,25,1,82.5,
273,Arsenal,,Francis Coquelin,0,4,18,0,90.09,
274,Sporting,,Bas Dost,1,0,7,0,67.3,
275,Basel,,Luca Zuffi,1,4,3,0,89.19,
276,PSV Eindhoven,,Daniel Schwaab,0,1,13,0,86.36,
277,AS Monaco,,Jemerson,0,1,25,0,81.74,
278,Olympique Lyonnais,,Nabil Fekir,0,5,0,0,80.95,
279,Barcelona,,Marc-André ter Stegen,0,0,0,0,82.39,
280,Paris Saint-Germain,,Serge Aurier,0,1,9,1,84.96,
281,Tottenham Hotspur,,Mousa Dembélé,0,8,5,0,83.5,
282,Manchester City,,Jesús Navas,0,3,2,0,89.74,
283,Manchester City,,Raheem Sterling,2,18,13,3,84.02,
284,FC Bayern München,,Javi Martínez,0,3,10,0,91.24,
285,FC Porto,,Óliver Torres,0,5,9,0,86.38,
286,Borussia M'gladbach,,André Hahn,1,3,3,1,57.89,
287,Beşiktaş,,Adriano,1,3,12,0,84.42,
288,Dynamo Kyiv,,Artem Besedin,1,2,3,0,88.89,
289,Basel,,Mohamed Elyounoussi,0,4,9,0,66.67,
290,Celtic,,Emilio Izaguirre,0,0,10,0,79.78,
291,Dynamo Kyiv,,Derlis González,1,5,6,0,74.23,
292,Leicester City,,Islam Slimani,1,0,6,1,67.9,
293,Club Brugge KV,,Tomás Pina,0,3,18,0,79.63,
294,Borussia M'gladbach,,Raffael,1,15,2,0,82.11,
295,Dynamo Kyiv,,Artur Rudko,0,0,1,0,72.11,
296,Leicester City,,Riyad Mahrez,4,26,13,2,73.29,
297,Sporting,,Bruno César,2,1,4,0,83.68,
298,Olympique Lyonnais,,Maxwel Cornet,1,6,7,1,79.49,
299,Napoli,,Raúl Albiol,0,0,7,0,90.03,
300,Celtic,,Scott Brown,0,4,18,0,94.22,
301,Celtic,,Moussa Dembélé,3,5,5,0,72.66,
302,FC Bayern München,,Thomas Müller,3,1,5,0,78.43,
303,Manchester City,,John Stones,1,6,4,0,93.62,
304,Benfica,,Ljubomir Fejsa,1,4,17,0,84.57,
305,Borussia Dortmund,,Marcel Schmelzer,0,2,13,2,88.65,
306,Arsenal,,Shkodran Mustafi,0,4,12,0,85.31,
307,FC København,,Andreas Cornelius,1,1,3,0,60.8,
308,FC Rostov,,Timofey Kalachev,0,1,16,0,67.95,
309,Juventus,,Medhi Benatia,0,1,1,0,93.01,
310,AS Monaco,,Djibril Sidibé,1,12,31,1,75.24,
311,Napoli,,Amadou Diawara,0,3,12,0,87.73,
312,Juventus,,Patrice Evra,0,2,12,0,84.95,
313,Leicester City,,Jamie Vardy,2,9,9,0,61.03,
314,Real Madrid,,Álvaro Morata,3,2,3,1,83.12,
315,PSV Eindhoven,,Joshua Brenet,0,3,6,0,86.49,
316,Benfica,,Eduardo Salvio,3,19,11,2,78.54,
317,Juventus,,Juan Cuadrado,1,18,9,1,86.09,
318,Borussia M'gladbach,,Jannik Vestergaard,0,3,5,0,85.43,
319,FC Porto,,Iker Casillas,0,0,0,0,63.86,
320,Paris Saint-Germain,,Layvin Kurzawa,0,5,8,3,74.86,
321,Atlético Madrid,,Yannick Carrasco,2,27,11,0,80.25,
322,Ludogorets,,Natanael,1,6,15,1,81.95,
323,Borussia M'gladbach,,Yann Sommer,0,0,0,0,62.15,
324,Basel,,Éder Balanta,0,4,18,0,85.94,
325,Arsenal,,Granit Xhaka,1,1,10,0,88.62,
326,Manchester City,,Fernandinho,1,4,21,0,85.51,
327,Paris Saint-Germain,,Blaise Matuidi,2,3,23,1,92.45,
328,Leicester City,,Wes Morgan,1,2,8,0,78.17,
329,Borussia M'gladbach,,Ibrahima Traoré,0,3,5,0,73.95,
330,Leicester City,,Marc Albrighton,2,8,13,0,67.58,
331,Bayer 04 Leverkusen,,Javier Hernández,1,5,6,0,72.19,
332,Manchester City,,Tosin Adarabioyo,0,0,1,0,93.75,
333,FC Porto,,Willy Boly,0,0,1,0,95.45,
334,Barcelona,,Jasper Cillessen,0,0,0,0,100,
335,Beşiktaş,,Necip Uysal,0,0,1,0,80,
336,Club Brugge KV,,Brandon Mechele,0,0,4,0,77.27,
337,GNK Dinamo Zagreb,,Ángelo Henríquez,0,1,1,0,81.82,
338,Bayer 04 Leverkusen,,Stefan Kießling,0,3,2,0,75.81,
339,Leicester City,,Andy King,0,2,5,0,77.27,
340,Bayer 04 Leverkusen,,Bernd Leno,0,0,0,0,53.89,
341,Napoli,,Kalidou Koulibaly,0,3,24,0,88.29,
342,FC Porto,,Alex Telles,0,3,8,2,78.26,
343,PSV Eindhoven,,Davy Pröpper,1,8,7,0,75.24,
344,FC København,,Youssef Toutouh,0,6,14,0,85.07,
345,Borussia Dortmund,,Andre Schürrle,1,4,10,0,81.94,
346,Club Brugge KV,,Hans Vanaken,0,3,7,0,81.25,
347,Tottenham Hotspur,,Victor Wanyama,0,7,10,0,87.7,
348,Real Madrid,,Lucas Vázquez,1,9,10,1,84.04,
349,Club Brugge KV,,Ruud Vormer,0,1,3,1,89.12,
350,Tottenham Hotspur,,Vincent Janssen,0,1,1,0,77.05,
351,Club Brugge KV,,Claudemir,0,1,11,0,81.99,
352,Dynamo Kyiv,,Vitaliy Buyalskyi,1,1,4,0,85.71,
353,Leicester City,,Luis Hernández,0,1,8,0,76.07,
354,CSKA Moscow,,Aleksei Berezutskiy,0,0,7,0,77.87,
355,Atlético Madrid,,Fernando Torres,1,5,4,1,65.69,
356,Beşiktaş,,Caner Erkin,0,6,9,0,69.34,
357,Borussia M'gladbach,,Tony Jantschke,0,0,7,0,75.41,
358,Paris Saint-Germain,,Thomas Meunier,1,3,17,2,80.41,
359,Club Brugge KV,,Ludovic Butelle,0,0,0,0,53.67,
360,Juventus,,Sami Khedira,0,3,8,0,86.27,
361,Barcelona,,Andrés Iniesta,1,9,14,1,88.93,
362,Barcelona,,Sergi Roberto,1,12,14,0,87.89,
363,Arsenal,,David Ospina,0,0,2,0,65.07,
364,PSV Eindhoven,,Luciano Narsingh,1,3,3,0,76.27,
365,Bayer 04 Leverkusen,,Wendell,0,0,24,1,83.16,
366,Beşiktaş,,Fabri,0,0,1,0,61.59,
367,Sevilla,,Pablo Sarabia,1,2,9,1,74.29,
368,Benfica,,Pizzi,0,6,12,0,85.98,
369,Arsenal,,Olivier Giroud,2,0,6,1,62.2,
370,Club Brugge KV,,José Izquierdo,1,8,3,0,81.94,
371,Benfica,,Raúl Jiménez,1,2,1,0,62.5,
372,FC Bayern München,,Kingsley Coman,0,2,3,0,100,
373,Bayer 04 Leverkusen,,Leon Bailey,0,2,0,0,83.33,
374,Arsenal,,Gabriel Paulista,0,0,6,0,85.14,
375,CSKA Moscow,,Fedor Chalov,0,1,2,0,66.67,
376,Leicester City,,Yohan Benalouane,0,0,2,0,85.11,
377,Juventus,,Kwadwo Asamoah,0,0,3,0,87.34,
378,Ludogorets,,Igor Plastun,0,0,1,0,87.1,
379,PSV Eindhoven,,Andrés Guardado,0,2,11,0,77.84,
380,Ludogorets,,Anicet Abel,0,6,13,0,90.49,
381,FC Rostov,,Vladimir Granat,0,0,8,0,69.36,
382,Benfica,,Victor Lindelöf,0,3,5,0,86.08,
383,Borussia Dortmund,,Matthias Ginter,0,0,11,1,87.09,
384,Legia Warszawa,,Nemanja Nikolics,1,0,1,0,88.14,
385,Olympique Lyonnais,,Rachid Ghezzal,0,6,4,1,73.39,
386,Sevilla,,Franco Vázquez,0,7,7,1,71.83,
387,FC Porto,,Maxi Pereira,0,2,12,1,77.46,
388,Borussia M'gladbach,,Christoph Kramer,0,2,20,0,87.4,
389,Celtic,,Craig Gordon,0,0,0,0,66.67,
390,GNK Dinamo Zagreb,,Leonardo Sigali,0,0,16,0,71.74,
391,FC Bayern München,,Renato Sanches,0,9,2,0,92.02,
392,Barcelona,,André Gomes,0,9,17,0,93.78,
393,Beşiktaş,,Duško Tošić,0,2,12,0,84.45,
394,Sporting,,Joel Campbell,0,3,2,0,77.27,
395,Benfica,,Eliseu,0,3,5,0,68.83,
396,Sporting,,Gelson Martins,0,16,7,0,82.61,
397,Sevilla,,Vicente Iborra,0,1,9,0,81.28,
398,Ludogorets,,Claudiu Keșerü,1,0,1,0,56.76,
399,Basel,,Davide Callà,0,3,0,0,78.26,
400,Sporting,,Rúben Semedo,0,1,10,0,89.71,
401,Basel,,Marek Suchý,0,4,9,0,85.25,
402,Real Madrid,,Keylor Navas,0,0,1,0,64.62,
403,Napoli,,Elseid Hysaj,0,3,13,0,79.31,
404,FC Porto,,Diogo Jota,1,7,4,0,80.8,
405,Barcelona,,Lucas Digne,0,2,4,0,90.15,
406,Basel,,Renato Steffen,1,5,9,0,79.87,
407,PSV Eindhoven,,Jetro Willems,0,4,9,0,81.2,
408,Dynamo Kyiv,,Serhiy Sydorchuk,1,4,5,0,84.09,
409,Atlético Madrid,,Thomas Partey,0,10,5,0,82.42,
410,Basel,,Tomáš Vaclík,0,0,0,0,58.02,
411,FC København,,Rasmus Falk Jensen,0,6,5,0,81.33,
412,Ludogorets,,Cosmin Moți,0,1,4,0,88.21,
413,AS Monaco,,Valère Germain,2,1,1,1,76.67,
414,CSKA Moscow,,Igor Akinfeev,0,0,0,0,37.95,
415,FC Rostov,,Sardar Azmoun,2,4,8,1,54.03,
416,Ludogorets,,Wanderson,1,14,5,1,83.52,
417,Sporting,,Bryan Ruiz,1,5,9,0,84.69,
418,CSKA Moscow,,Aleksey Ionov,0,2,4,1,86.67,
419,AS Monaco,,Abdou Diallo,0,3,2,0,66.67,
420,Legia Warszawa,,Mateusz Wieteska,0,0,0,0,66.67,
421,Basel,,Omar Gaber,0,0,3,0,76.92,
422,Celtic,,Liam Henderson,0,0,0,0,87.5,
423,Bayer 04 Leverkusen,,Danny da Costa,0,1,1,0,71.74,
424,GNK Dinamo Zagreb,,Armin Hodžić,0,1,1,0,33.33,
