#,Time,Time,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore
808,BATE Borisov,,Ilya Aleksievich,0,0,1,1,0,6.67,6.67
809,Athletic Club,,Óscar de Marcos,0,0,3,4,0,6.67,6.67
810,FC Porto,,Óliver Torres,0,0,7,0,0,6.66,6.66
811,Benfica,,Derley,0,0,2,1,0,6.66,6.66
812,NK Maribor,,Dare Vršič,0,0,2,6,0,6.66,6.66
813,FC Schalke 04,,Atsuto Uchida,0,1,2,1,0,6.66,6.66
814,Roma,,Łukasz Skorupski,0,0,0,0,0,6.65,6.65
815,FC Schalke 04,,Timon Wellenreuther,0,0,0,0,0,6.65,6.65
816,Ludogorets,,Anicet Abel,0,0,5,2,0,6.65,6.65
817,NK Maribor,,Marcos Tavares,0,1,7,13,0,6.65,6.65
818,Galatasaray,,Goran Pandev,0,0,3,2,0,6.63,6.63
819,Galatasaray,,Yasin Öztekin,0,0,0,3,0,6.63,6.63
820,APOEL Nicosia,,Urko Pardo,0,0,0,0,0,6.63,6.63
821,Chelsea,,Diego Costa,0,2,10,20,0,6.63,6.63
822,FC Porto,,Rúben Neves,0,0,3,0,0,6.63,6.63
823,Liverpool,,Joe Allen,0,0,1,3,0,6.63,6.63
824,Zenit St. Petersburg,,Viktor Fayzulin,0,0,3,1,0,6.63,6.63
825,AFC Ajax,,Nick Viergever,0,0,4,1,0,6.62,6.62
826,Shakhtar Donetsk,,Oleksandr Kucher,0,0,1,1,0,6.62,6.62
827,AFC Ajax,,Jasper Cillessen,0,0,0,0,0,6.62,6.62
828,Paris Saint-Germain,,Jean-Christophe Bahebeck,0,0,0,3,0,6.60,6.60
829,APOEL Nicosia,,Nicholas Ioannou,0,0,0,0,0,6.60,6.60
830,Borussia Dortmund,,Mitchell Langerak,0,0,0,0,0,6.60,6.60
831,Galatasaray,,Yekta Kurtuluş,0,0,0,0,0,6.60,6.60
832,Zenit St. Petersburg,,Pavel Mogilevets,0,0,0,0,0,6.60,6.60
833,Benfica,,Paulo Lopes,0,0,0,0,0,6.60,6.60
834,RSC Anderlecht,,Nathan Kabasele,0,0,0,0,0,6.60,6.60
835,Liverpool,,Emre Can,0,0,1,2,0,6.60,6.60
836,FC Bayern München,,Mitchell Weiser,0,0,1,0,0,6.60,6.60
837,Liverpool,,Fabio Borini,0,0,0,2,0,6.60,6.60
838,Manchester City,,Wilfried Bony,0,0,0,1,0,6.60,6.60
839,Borussia Dortmund,,Miloš Jojić,0,0,0,0,0,6.60,6.60
840,Galatasaray,,Veysel Sarı,0,0,0,1,0,6.60,6.60
841,CSKA Moscow,,Aleksandrs Cauna,0,0,0,0,0,6.60,6.60
842,AS Monaco,,Valère Germain,0,0,0,0,0,6.60,6.60
843,Liverpool,,Glen Johnson,0,0,5,0,0,6.60,6.60
844,Arsenal,,Wojciech Szczęsny,0,0,0,0,0,6.60,6.60
845,Sporting,,Diego Capel,0,0,0,2,0,6.60,6.60
846,FC Schalke 04,,Jan Kirchhoff,0,0,0,1,0,6.60,6.60
847,Paris Saint-Germain,,Yohan Cabaye,0,0,3,5,0,6.60,6.60
848,Malmö FF,,Filip Helander,0,0,0,0,0,6.60,6.60
849,Bayer 04 Leverkusen,,Karim Bellarabi,0,1,16,15,0,6.59,6.59
850,Juventus,,Roberto Pereyra,0,0,11,4,0,6.59,6.59
851,Bayer 04 Leverkusen,,Josip Drmić,0,1,4,7,0,6.59,6.59
852,NK Maribor,,Željko Filipović,0,0,0,6,0,6.58,6.58
853,Paris Saint-Germain,,Salvatore Sirigu,0,0,0,0,0,6.58,6.58
854,Roma,,José Holebas,0,0,3,1,0,6.58,6.58
855,Ludogorets,,Hamza Younés,0,0,0,2,0,6.57,6.57
856,Roma,,Ashley Cole,0,0,1,0,0,6.57,6.57
857,Roma,,Vasilīs Torosidīs,0,0,3,1,0,6.57,6.57
858,Sporting,,Rui Patrício,0,0,0,0,0,6.57,6.57
859,Basel,,Davide Callà,0,0,3,1,0,6.56,6.56
860,NK Maribor,,Jean Philippe Mendy,0,0,2,1,0,6.56,6.56
861,Athletic Club,,Borja Viguera,0,0,2,1,0,6.55,6.55
862,FC Schalke 04,,Matija Nastasić,0,0,1,0,0,6.55,6.55
863,Atlético Madrid,,Cristian Rodríguez,0,0,1,0,0,6.55,6.55
864,Benfica,,Bryan Cristante,0,0,5,0,0,6.55,6.55
865,NK Maribor,,Aleš Mertelj,0,0,0,2,0,6.55,6.55
866,Ludogorets,,Virgil Misidjan,0,0,5,5,0,6.54,6.54
867,Zenit St. Petersburg,,Aleksandr Ryazantsev,0,0,0,2,0,6.53,6.53
868,CSKA Moscow,,Alan Dzagoev,0,1,1,3,0,6.53,6.53
869,Zenit St. Petersburg,,Aleksandr Kerzhakov,0,1,0,5,0,6.53,6.53
870,FC Schalke 04,,Ralf Fährmann,0,0,0,0,0,6.53,6.53
871,Borussia Dortmund,,Roman Weidenfeller,0,0,0,0,0,6.53,6.53
872,RSC Anderlecht,,Cyriac,0,0,2,6,0,6.53,6.53
873,APOEL Nicosia,,Tomás De Vincenti,0,0,5,5,0,6.52,6.52
874,Galatasaray,,Umut Bulut,0,2,1,4,0,6.52,6.52
875,APOEL Nicosia,,Cillian Sheridan,0,2,3,3,0,6.52,6.52
876,Benfica,,Lima,0,3,3,11,0,6.52,6.52
877,Malmö FF,,Paweł Cibicki,0,0,0,0,0,6.50,6.50
878,Atlético Madrid,,Raúl Jiménez,0,0,0,0,0,6.50,6.50
879,FC Schalke 04,,Leon Goretzka,0,0,1,1,0,6.50,6.50
880,APOEL Nicosia,,Pieros Sotiriou,0,0,0,1,0,6.50,6.50
881,Athletic Club,,Ager Aketxe,0,0,1,0,0,6.50,6.50
882,FC Porto,,Kelvin,0,0,0,0,0,6.50,6.50
883,FC Porto,,Hernâni,0,0,0,0,0,6.50,6.50
884,FC Bayern München,,Gianluca Gaudino,0,0,0,1,0,6.50,6.50
885,APOEL Nicosia,,John Arne Riise,0,0,0,0,0,6.50,6.50
886,Juventus,,Simone Pepe,0,0,0,0,0,6.50,6.50
887,APOEL Nicosia,,Constantinos Charalambidis,0,0,0,0,0,6.50,6.50
888,Chelsea,,Mohamed Salah,0,1,4,5,0,6.50,6.50
889,AFC Ajax,,Stefano Denswil,0,0,0,1,0,6.50,6.50
890,Juventus,,Alessandro Matri,0,0,0,0,0,6.50,6.50
891,Shakhtar Donetsk,,Márcio Azevedo,0,0,3,1,0,6.50,6.50
892,AFC Ajax,,Niki Zimling,0,0,2,2,0,6.50,6.50
893,Basel,,Ahmed Hamoudi,0,0,1,5,0,6.50,6.50
894,CSKA Moscow,,Zoran Tošić,0,0,4,7,0,6.50,6.50
895,APOEL Nicosia,,Efstathios Aloneftis,0,0,5,2,0,6.50,6.50
896,NK Maribor,,Sintyahu Sallalich,0,1,7,8,0,6.50,6.50
897,Shakhtar Donetsk,,Marlos Romero,0,1,4,4,0,6.50,6.50
898,Malmö FF,,Enoch Adu,0,0,0,3,0,6.50,6.50
899,Manchester City,,Gaël Clichy,0,0,4,1,0,6.48,6.48
900,APOEL Nicosia,,Nuno Morais,0,1,2,3,0,6.48,6.48
901,Ludogorets,,Mihail Aleksandrov,0,1,1,7,0,6.48,6.48
902,BATE Borisov,,Evgeni Yablonski,0,0,4,4,0,6.48,6.48
903,Benfica,,Andreas Samaris,0,0,2,0,0,6.48,6.48
904,FC Schalke 04,,Sidney Sam,0,0,3,4,0,6.47,6.47
905,Zenit St. Petersburg,,Igor Smolnikov,0,0,0,2,0,6.47,6.47
906,Bayer 04 Leverkusen,,Stefan Reinartz,0,0,0,1,0,6.47,6.47
907,APOEL Nicosia,,Marios Antoniadis,0,0,0,0,0,6.46,6.46
908,Arsenal,,Theo Walcott,0,1,0,2,0,6.45,6.45
909,Athletic Club,,Xabier Etxeita,0,0,0,0,0,6.45,6.45
910,RSC Anderlecht,,Matías Suárez,0,0,7,2,0,6.45,6.45
911,Basel,,Yoichiro Kakitani,0,0,0,2,0,6.45,6.45
912,Galatasaray,,Selçuk İnan,0,0,1,5,0,6.45,6.45
913,AS Monaco,,Anthony Martial,0,0,9,5,0,6.44,6.44
914,Sporting,,Mauricio,0,0,1,1,0,6.44,6.44
915,Shakhtar Donetsk,,Ilsinho,0,0,1,0,0,6.43,6.43
916,BATE Borisov,,Maksim Volodjko,0,0,5,6,0,6.42,6.42
917,Chelsea,,Dominic Solanke,0,0,0,0,0,6.40,6.40
918,Bayer 04 Leverkusen,,Levin Öztunalı,0,0,0,0,0,6.40,6.40
919,Malmö FF,,Agon Mehmeti,0,0,0,0,0,6.40,6.40
920,Galatasaray,,Olcan Adın,0,0,0,1,0,6.40,6.40
921,Olympiacos FC,,Dimitris Diamantakos,0,0,0,0,0,6.40,6.40
922,Shakhtar Donetsk,,Wellington Nem,0,0,1,0,0,6.40,6.40
923,Benfica,,Bebé,0,0,4,3,0,6.40,6.40
924,Liverpool,,Lazar Marković,0,1,7,5,0,6.40,6.40
925,Ludogorets,,Roman Bezjak,0,2,1,4,0,6.40,6.40
926,Bayer 04 Leverkusen,,Julian Brandt,0,0,0,0,0,6.40,6.40
927,CSKA Moscow,,Georgi Milanov,0,0,3,7,0,6.38,6.38
928,BATE Borisov,,Dmitri Baga,0,0,0,0,0,6.37,6.37
929,BATE Borisov,,Andriy Yakovlev,0,0,0,1,0,6.37,6.37
930,AFC Ajax,,Kolbeinn Sigthorsson,0,2,1,5,0,6.35,6.35
931,Ludogorets,,Junior Caiçara,0,0,4,2,0,6.35,6.35
932,APOEL Nicosia,,Georgios Efrem,0,0,6,4,0,6.34,6.34
933,Galatasaray,,Tarık Çamdal,0,0,7,1,0,6.34,6.34
934,Arsenal,,Tomáš Rosický,0,0,1,0,0,6.33,6.33
935,BATE Borisov,,Vitali Gayduchik,0,0,0,0,0,6.33,6.33
936,RSC Anderlecht,,Sacha Kljestan,0,2,1,3,0,6.33,6.33
937,BATE Borisov,,Vitali Rodionov,0,0,0,2,0,6.33,6.33
938,Galatasaray,,Alex Telles,0,0,4,4,0,6.32,6.32
939,BATE Borisov,,Aleksandr Volodko,0,0,2,2,0,6.32,6.32
940,Basel,,Arlind Ajeti,0,0,0,0,0,6.30,6.30
941,Roma,,Mattia Destro,0,1,0,3,0,6.30,6.30
942,Bayer 04 Leverkusen,,Robbie Kruse,0,1,0,1,0,6.30,6.30
943,Shakhtar Donetsk,,Oleksandr Hladkyi,0,1,0,0,0,6.30,6.30
944,Galatasaray,,Fernando Muslera,0,0,1,0,0,6.30,6.30
945,NK Maribor,,Petar Stojanović,0,0,8,0,0,6.30,6.30
946,APOEL Nicosia,,Rafik Djebbour,0,0,2,0,0,6.30,6.30
947,BATE Borisov,,Mikhail Gordejchuk,0,0,2,5,0,6.28,6.28
948,Roma,,Morgan De Sanctis,0,0,0,0,0,6.28,6.28
949,NK Maribor,,Ales Mejac,0,0,0,0,0,6.27,6.27
950,APOEL Nicosia,,Tiago Gomes,0,1,4,1,0,6.22,6.22
951,APOEL Nicosia,,Kostakis Artymatas,0,0,0,0,0,6.20,6.20
952,FC Schalke 04,,Felix Platte,0,0,0,1,0,6.20,6.20
953,APOEL Nicosia,,Nektarios Alexandrou,0,0,1,1,0,6.20,6.20
954,APOEL Nicosia,,Tasos Papazoglou,0,0,1,0,0,6.20,6.20
955,RSC Anderlecht,,Bram Nuytinck,0,0,0,0,0,6.20,6.20
956,CSKA Moscow,,Kirill Nababkin,0,0,0,1,0,6.20,6.20
957,Malmö FF,,Erdal Rakip,0,0,0,0,0,6.20,6.20
958,BATE Borisov,,Nemanja Tubić,0,0,0,0,0,6.17,6.17
959,BATE Borisov,,Edgar Olekhnovich,0,0,1,1,0,6.13,6.13
960,Chelsea,,Juan Cuadrado,0,0,0,0,0,6.10,6.10
961,Olympiacos FC,,Andreas Bouchalakis,0,0,0,0,0,6.10,6.10
962,FC Porto,,Diego Reyes,0,0,0,0,0,6.10,6.10
963,Arsenal,,Gedion Zelalem,0,0,0,0,0,6.10,6.10
964,FC Schalke 04,,Felipe Santana,0,0,1,0,0,6.10,6.10
965,Athletic Club,,Unai López,0,0,1,0,0,6.10,6.10
966,Basel,,Walter Samuel,0,0,0,0,0,6.10,6.10
967,Galatasaray,,Sinan Bolat,0,0,0,0,0,6.00,6.00
968,Shakhtar Donetsk,,Serhiy Kryvtsov,0,0,0,0,0,6.00,6.00
969,Benfica,,Artur Moraes,0,0,0,0,0,6.00,6.00
970,BATE Borisov,,Anri Khagush,0,0,5,3,0,5.96,5.96
971,BATE Borisov,,Dmitry Likhtarovich,0,0,0,0,0,5.90,5.90
972,BATE Borisov,,Filip Mladenović,0,0,5,3,0,5.88,5.88
973,BATE Borisov,,Sergey Chernik,0,0,0,0,0,5.78,5.78
974,Sporting,,Ricardo Esgaio,0,0,1,0,0,5.70,5.70
975,Basel,,Serey Dié,0,0,4,4,0,5.25,5.25
976,Chelsea,,Ruben Loftus-Cheek,0,0,2,0,0,0,
977,Paris Saint-Germain,,Lucas Digne,0,0,0,0,0,0,
978,FC Bayern München,,Javi Martínez,0,0,0,0,0,0,
979,Roma,,Kevin Strootman,0,0,0,0,0,0,
980,AFC Ajax,,Richairo Živković,0,0,0,0,0,0,
981,Olympiacos FC,,Dimitrios Siovas,0,0,0,0,0,0,
982,FC Schalke 04,,Marvin Friedrich,0,0,0,1,0,0,
983,Juventus,,Rômulo,0,0,0,0,0,0,
984,Olympiacos FC,,Jorge Benítez,0,0,0,0,0,0,
985,Benfica,,João Teixeira,0,0,1,1,0,0,
986,Basel,,Giovanni Sio,0,0,0,0,0,0,
987,RSC Anderlecht,,Michaël Heylen,0,0,0,0,0,0,
988,Galatasaray,,Furkan Özçal,0,0,0,0,0,0,
989,Juventus,,Kingsley Coman,0,0,0,0,0,0,
990,FC Bayern München,,Claudio Pizarro,0,1,0,3,0,0,
991,AS Monaco,,Matheus Carvalho,0,0,0,0,0,0,
992,Olympiacos FC,,Konstantinos Giannoulis,0,0,0,0,0,0,
993,Juventus,,Sebastian Giovinco,0,0,0,0,0,0,
994,Zenit St. Petersburg,,Andrey Arshavin,0,0,0,0,0,0,
