#,Time,Time,Nome,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Notas Sofascore,Nota Sofascore
41,Real Madrid,,Casemiro,2,0,586,87.99,13,7.58,7.58
42,FC Bayern München,,Arturo Vidal,2,3,750,91.24,18,7.52,7.52
43,PSV Eindhoven,,Maxime Lestienne,2,2,40,67.8,4,7.48,7.48
44,Barcelona,,Adriano,2,0,125,83.89,2,7.43,7.43
45,Borussia M'gladbach,,Lars Stindl,2,2,185,81.5,9,7.40,7.40
46,Valencia,,Sofiane Feghouli,2,0,145,77.54,11,7.38,7.38
47,Benfica,,Nicolás Gaitán,2,3,171,65.77,17,7.38,7.38
48,Chelsea,,Abdul Rahman Baba,2,1,173,88.72,3,7.33,7.33
49,Borussia M'gladbach,,Raffael,2,1,193,86.55,14,7.28,7.28
50,FC Bayern München,,Robert Lewandowski,2,1,210,83,8,7.25,7.25
51,Atlético Madrid,,Ángel Correa,2,0,48,78.69,2,7.23,7.23
52,Real Madrid,,Luka Modrić,2,1,723,90.83,19,7.23,7.23
53,Atlético Madrid,,Filipe Luís,2,0,387,79.79,10,7.23,7.23
54,Manchester United,,Daley Blind,2,1,305,84.02,12,7.22,7.22
55,Dynamo Kyiv,,Serhiy Rybalka,2,1,350,84.34,6,7.21,7.21
56,KAA Gent,,Danijel Miličević,2,1,165,73.33,16,7.20,7.20
57,Chelsea,,Eden Hazard,2,1,242,84.62,9,7.18,7.18
58,Juventus,,Mario Mandžukić,2,1,63,69.23,9,7.16,7.16
59,Borussia M'gladbach,,Julian Korb,2,2,134,78.36,7,7.16,7.16
60,Olympique Lyonnais,,Alexandre Lacazette,2,0,158,82.72,7,7.15,7.15
61,VfL Wolfsburg,,Bruno Henrique,2,1,24,60,5,7.15,7.15
62,Sevilla,,Vitolo,2,1,139,79.89,10,7.12,7.12
63,Manchester City,,Fernandinho,2,3,490,86.27,11,7.09,7.09
64,VfL Wolfsburg,,Vieirinha,2,1,179,79.91,9,7.08,7.08
65,Paris Saint-Germain,,Maxwell,2,2,598,92.71,6,7.07,7.07
66,Benfica,,Eliseu,2,2,327,79.76,8,7.04,7.04
67,Real Madrid,,Marcelo,2,1,469,85.43,14,7.04,7.04
68,Roma,,Radja Nainggolan,2,1,212,80.92,7,7.03,7.03
69,Benfica,,Nélson Semedo,2,0,81,76.42,3,6.97,6.97
70,Chelsea,,Diego Costa,2,1,161,80.5,9,6.96,6.96
71,Barcelona,,Jordi Alba,2,1,535,87.13,15,6.96,6.96
72,Olympiacos FC,,Felipe Pardo,2,1,68,77.27,9,6.95,6.95
73,Real Madrid,,Lucas Vázquez,2,2,121,82.31,9,6.94,6.94
74,Malmö FF,,Markus Rosenberg,2,0,58,56.86,3,6.92,6.92
75,Arsenal,,Joel Campbell,2,2,74,77.89,6,6.90,6.90
76,Arsenal,,Héctor Bellerín,2,1,190,81.2,3,6.88,6.88
77,Bayer 04 Leverkusen,,Wendell,2,1,205,74.28,4,6.88,6.88
78,Atlético Madrid,,Óliver Torres,2,0,199,84.68,4,6.86,6.86
79,Astana,,Dmitriy Shomko,2,1,121,73.33,6,6.84,6.84
80,Paris Saint-Germain,,Edinson Cavani,2,0,236,84.89,4,6.82,6.82
81,Zenit St. Petersburg,,Danny,2,2,328,78.85,10,6.81,6.81
82,Manchester City,,Kevin De Bruyne,2,0,296,78.31,22,6.77,6.77
83,VfL Wolfsburg,,Andre Schürrle,2,0,139,73.94,5,6.77,6.77
84,Malmö FF,,Nikola Đurđić,2,0,119,75.8,2,6.68,6.68
85,Atlético Madrid,,Fernando Torres,2,1,69,65.09,5,6.65,6.65
86,Sevilla,,Coke,2,1,172,78.18,5,6.50,6.50
87,GNK Dinamo Zagreb,,El Arbi Hillel Soudani,2,0,60,72.29,8,6.46,6.46
88,Maccabi Tel Aviv,,Dor Peretz,2,0,113,81.29,4,6.42,6.42
89,Manchester United,,Ander Herrera,1,0,172,94.51,2,7.70,7.70
90,Manchester City,,Wilfried Bony,1,2,48,67.61,6,7.68,7.68
91,Paris Saint-Germain,,Marco Verratti,1,1,436,94.78,9,7.60,7.60
92,Sevilla,,Grzegorz Krychowiak,1,0,315,91.3,2,7.60,7.60
93,Atlético Madrid,,Diego Godín,1,1,342,83.21,2,7.47,7.47
94,KAA Gent,,Sven Kums,1,2,498,85.42,8,7.43,7.43
95,Atlético Madrid,,Stefan Savić,1,0,151,78.24,2,7.42,7.42
96,FC Bayern München,,Arjen Robben,1,1,94,89.52,4,7.40,7.40
97,Paris Saint-Germain,,David Luiz,1,0,409,92.53,3,7.40,7.40
98,Olympique Lyonnais,,Clément Grenier,1,0,29,90.63,3,7.40,7.40
99,Manchester City,,Yaya Touré,1,2,452,88.28,10,7.38,7.38
100,Barcelona,,Andrés Iniesta,1,0,436,87.73,11,7.33,7.33
101,Borussia M'gladbach,,Granit Xhaka,1,1,309,84.66,5,7.30,7.30
102,Paris Saint-Germain,,Marquinhos,1,0,331,88.5,3,7.30,7.30
103,FC Porto,,Miguel Layún,1,2,186,82.3,9,7.28,7.28
104,Benfica,,Jonas,1,2,232,80.56,11,7.23,7.23
105,Bayer 04 Leverkusen,,Kevin Kampl,1,2,291,82.67,11,7.23,7.23
106,Chelsea,,Oscar,1,1,164,77.36,11,7.21,7.21
107,FC Porto,,André André,1,1,142,85.03,8,7.20,7.20
108,Shakhtar Donetsk,,Ismaily,1,0,59,80.82,4,7.20,7.20
109,Real Madrid,,James Rodríguez,1,0,179,86.47,11,7.18,7.18
110,Bayer 04 Leverkusen,,Admir Mehmedi,1,0,137,84.57,3,7.18,7.18
111,Olympique Lyonnais,,Christophe Jallet,1,1,174,80.56,4,7.18,7.18
112,Olympique Lyonnais,,Corentin Tolisso,1,1,302,84.59,8,7.17,7.17
113,Paris Saint-Germain,,Thiago Motta,1,0,906,92.45,8,7.17,7.17
114,Paris Saint-Germain,,Serge Aurier,1,1,193,86.16,4,7.16,7.16
115,Juventus,,Alex Sandro,1,1,143,83.14,11,7.14,7.14
116,Arsenal,,Santi Cazorla,1,1,293,88.52,5,7.14,7.14
117,Juventus,,Andrea Barzagli,1,1,276,87.62,6,7.13,7.13
118,Real Madrid,,Daniel Carvajal,1,0,393,90.14,9,7.13,7.13
119,Manchester United,,Jesse Lingard,1,1,153,85.96,4,7.13,7.13
120,FC Porto,,Rúben Neves,1,1,295,85.76,9,7.12,7.12
121,Zenit St. Petersburg,,Artem Dzyuba,1,2,127,70.17,13,7.10,7.10
122,Benfica,,Luisão,1,1,199,89.24,1,7.10,7.10
123,Juventus,,Juan Cuadrado,1,0,143,84.62,14,7.09,7.09
124,Bayer 04 Leverkusen,,Javier Hernández,1,0,83,65.35,7,7.08,7.08
125,Shakhtar Donetsk,,Fred,1,0,357,88.59,6,7.08,7.08
126,FC Bayern München,,David Alaba,1,1,776,92.6,7,7.07,7.07
127,Sevilla,,Fernando Llorente,1,1,29,76.32,3,7.07,7.07
128,VfL Wolfsburg,,Christian Träsch,1,1,273,80.06,8,7.06,7.06
129,Roma,,Konstantinos Manolas,1,1,248,82.12,1,7.05,7.05
130,Arsenal,,Olivier Giroud,1,0,84,67.74,5,7.04,7.04
131,Arsenal,,Theo Walcott,1,1,39,73.58,1,7.03,7.03
132,PSV Eindhoven,,Andrés Guardado,1,1,319,82.22,8,7.03,7.03
133,CSKA Moscow,,Zoran Tošić,1,1,146,81.56,4,7.02,7.02
134,FC Bayern München,,Javi Martínez,1,1,411,90.73,4,7.01,7.01
135,Manchester City,,David Silva,1,0,357,83.61,17,7.00,7.00
136,Atlético Madrid,,Yannick Carrasco,1,2,228,82.01,10,7.00,7.00
137,FC Porto,,Cristian Tello,1,1,80,86.96,3,7.00,7.00
138,PSV Eindhoven,,Adam Maher,1,2,129,84.87,5,7.00,7.00
139,PSV Eindhoven,,Jorrit Hendrix,1,1,169,83.25,3,7.00,7.00
140,Dynamo Kyiv,,Danilo Silva,1,0,173,71.19,2,7.00,7.00
141,Manchester City,,Joe Hart,1,0,113,44.14,1,6.99,6.99
142,Valencia,,Pablo Piatti,1,1,71,72.45,9,6.98,6.98
143,Paris Saint-Germain,,Blaise Matuidi,1,2,504,90.65,4,6.97,6.97
144,Shakhtar Donetsk,,Bernard,1,1,136,90.67,11,6.97,6.97
145,Malmö FF,,Pa Konate,1,1,38,59.38,3,6.97,6.97
146,Juventus,,Claudio Marchisio,1,0,177,81.57,5,6.96,6.96
147,PSV Eindhoven,,Luuk de Jong,1,1,106,60.92,7,6.93,6.93
148,Juventus,,Paulo Dybala,1,0,117,87.31,7,6.93,6.93
149,Benfica,,Raúl Jiménez,1,2,114,77.03,7,6.91,6.91
150,Arsenal,,Danny Welbeck,1,0,14,82.35,1,6.90,6.90
151,Zenit St. Petersburg,,Maurício,1,0,57,85.07,1,6.90,6.90
152,FC Bayern München,,Joshua Kimmich,1,0,580,91.19,3,6.90,6.90
153,Roma,,Gervinho,1,1,41,74.55,3,6.90,6.90
154,FC Porto,,Maxi Pereira,1,1,195,81.59,4,6.90,6.90
155,Dynamo Kyiv,,Andriy Yarmolenko,1,0,196,78.71,14,6.89,6.89
156,Galatasaray,,Hakan Balta,1,0,232,81.69,3,6.88,6.88
157,Manchester United,,Bastian Schweinsteiger,1,0,349,86.82,1,6.88,6.88
158,Dynamo Kyiv,,Derlis González,1,2,132,80,9,6.88,6.88
159,Barcelona,,Sergi Roberto,1,0,225,90.73,4,6.88,6.88
160,Atlético Madrid,,Saúl Ñíguez,1,2,386,77.35,13,6.86,6.86
161,Atlético Madrid,,Luciano Vietto,1,1,82,79.61,3,6.86,6.86
162,Benfica,,Konstantinos Mitroglou,1,1,68,68,3,6.86,6.86
163,Zenit St. Petersburg,,Yury Zhirkov,1,1,36,70.59,1,6.85,6.85
164,Shakhtar Donetsk,,Darijo Srna,1,0,298,89.76,11,6.84,6.84
165,Roma,,Iago Falque,1,1,105,77.21,6,6.84,6.84
166,Manchester City,,Jesús Navas,1,1,305,84.49,15,6.82,6.82
167,Benfica,,Renato Sanches,1,0,239,79.14,4,6.82,6.82
168,Olympique Lyonnais,,Anthony Lopes,1,0,74,56.92,1,6.82,6.82
169,Arsenal,,Mesut Özil,1,0,375,82.78,17,6.80,6.80
170,Shakhtar Donetsk,,Oleksandr Hladkyi,1,0,57,73.08,3,6.80,6.80
171,Olympiacos FC,,Kostas Fortounis,1,2,135,77.14,12,6.80,6.80
172,Olympique Lyonnais,,Rachid Ghezzal,1,1,47,82.46,2,6.80,6.80
173,FC Bayern München,,Juan Bernat,1,1,369,90.89,5,6.80,6.80
174,Sevilla,,Kévin Gameiro,1,0,51,75,4,6.78,6.78
175,Dynamo Kyiv,,Denys Garmash,1,1,141,80.57,3,6.77,6.77
176,CSKA Moscow,,Ahmed Musa,1,0,95,67.86,4,6.73,6.73
177,Valencia,,Paco Alcácer,1,1,59,77.63,5,6.70,6.70
178,VfL Wolfsburg,,Daniel Caligiuri,1,1,134,79.29,4,6.69,6.69
179,KAA Gent,,Thomas Foket,1,0,187,74.5,3,6.69,6.69
180,GNK Dinamo Zagreb,,Josip Pivarić,1,1,120,75,2,6.68,6.68
181,Galatasaray,,Burak Yılmaz,1,0,43,78.18,3,6.68,6.68
182,PSV Eindhoven,,Gastón Pereiro,1,0,70,76.92,1,6.67,6.67
183,Dynamo Kyiv,,Oleh Husiev,1,0,48,80,2,6.67,6.67
184,GNK Dinamo Zagreb,,Paulo Machado,1,1,184,83.26,8,6.67,6.67
185,Paris Saint-Germain,,Javier Pastore,1,0,92,81.42,2,6.67,6.67
186,Valencia,,José Luis Gayà,1,1,180,82.57,4,6.66,6.66
187,Dynamo Kyiv,,Miguel Veloso,1,0,185,83.71,7,6.66,6.66
188,Olympique Lyonnais,,Aldo Kalulu,1,0,27,81.82,3,6.65,6.65
189,GNK Dinamo Zagreb,,Jeremy Taravel,1,0,179,78.51,2,6.65,6.65
190,Shakhtar Donetsk,,Taras Stepanenko,1,1,163,84.46,2,6.62,6.62
191,Astana,,Serikzhan Muzhikov,1,0,73,74.49,4,6.62,6.62
192,Juventus,,Stefano Sturaro,1,0,106,72.6,2,6.62,6.62
193,Benfica,,Eduardo Salvio,1,0,15,60,1,6.60,6.60
194,Sevilla,,Vicente Iborra,1,0,52,76.47,1,6.60,6.60
195,GNK Dinamo Zagreb,,Ante Ćorić,1,0,27,81.82,2,6.58,6.58
196,Maccabi Tel Aviv,,Carlos Garcia,1,0,157,92.9,1,6.58,6.58
197,Astana,,Junior Kabananga,1,1,73,65.77,10,6.57,6.57
198,Roma,,Lucas Digne,1,2,202,76.52,4,6.56,6.56
199,Astana,,Nemanja Maksimović,1,0,96,82.05,2,6.56,6.56
200,Galatasaray,,Yasin Öztekin,1,0,99,81.82,3,6.55,6.55
201,Sevilla,,Benoît Trémoulinas,1,0,193,80.75,7,6.55,6.55
202,PSV Eindhoven,,Simon Poulsen,1,0,33,84.62,1,6.55,6.55
203,Zenit St. Petersburg,,Igor Smolnikov,1,0,86,88.66,2,6.54,6.54
204,KAA Gent,,Brecht Dejaegere,1,1,99,76.74,3,6.50,6.50
205,Maccabi Tel Aviv,,Nikola Mitrović,1,0,100,86.21,6,6.50,6.50
206,Maccabi Tel Aviv,,Tal Ben Haim,1,0,82,76.64,4,6.47,6.47
207,BATE Borisov,,Maksim Volodjko,1,1,43,67.19,5,6.45,6.45
208,Benfica,,Mehdi Carcela-González,1,0,19,63.33,1,6.43,6.43
209,Galatasaray,,Olcan Adın,1,0,119,87.5,3,6.40,6.40
210,Manchester United,,Marouane Fellaini,1,0,107,78.68,3,6.40,6.40
211,Shakhtar Donetsk,,Márcio Azevedo,1,0,86,93.48,3,6.40,6.40
212,Manchester United,,Anthony Martial,1,0,118,74.68,6,6.25,6.25
213,Arsenal,,Mohamed Elneny,0,0,40,93.02,2,8.00,8.00
214,Paris Saint-Germain,,Layvin Kurzawa,0,0,52,91.23,1,7.60,7.60
215,Astana,,Roger Cañas,0,0,233,86.62,4,7.56,7.56
216,PSV Eindhoven,,Jeffrey Bruma,0,0,333,85.17,1,7.54,7.54
217,FC Bayern München,,Xabi Alonso,0,0,668,91.63,18,7.53,7.53
218,Olympique Lyonnais,,Maxime Gonalons,0,1,244,90.04,5,7.52,7.52
219,Chelsea,,Ruben Loftus-Cheek,0,0,56,93.33,0,7.50,7.50
220,Bayer 04 Leverkusen,,André Ramalho,0,0,55,82.09,1,7.50,7.50
221,Roma,,Ervin Zukanović,0,0,28,84.85,0,7.50,7.50
222,Real Madrid,,Sergio Ramos,0,0,573,88.84,2,7.47,7.47
223,Paris Saint-Germain,,Thiago Silva,0,0,563,93.37,2,7.46,7.46
224,Real Madrid,,Álvaro Arbeloa,0,0,120,95.24,1,7.45,7.45
225,FC Porto,,Yacine Brahimi,0,0,181,87.02,7,7.44,7.44
226,Manchester United,,Chris Smalling,0,0,345,88.01,1,7.42,7.42
227,Galatasaray,,Selçuk İnan,0,0,294,89.63,6,7.40,7.40
228,Manchester United,,Antonio Valencia,0,1,113,88.28,2,7.40,7.40
229,Benfica,,Lisandro López,0,0,101,84.87,0,7.40,7.40
230,Chelsea,,Nemanja Matić,0,0,201,84.45,1,7.40,7.40
231,VfL Wolfsburg,,Naldo,0,0,329,83.29,2,7.34,7.34
232,Barcelona,,Javier Mascherano,0,0,566,90.13,3,7.33,7.33
233,CSKA Moscow,,Mário Fernandes,0,1,134,76.14,5,7.32,7.32
234,Arsenal,,Petr Čech,0,0,67,51.15,0,7.32,7.32
235,Atlético Madrid,,Tiago,0,0,280,83.33,2,7.32,7.32
236,Sevilla,,Sergio Rico,0,0,115,71.88,0,7.32,7.32
237,Astana,,Patrick Twumasi,0,0,27,75,2,7.30,7.30
238,Sevilla,,Éver Banega,0,0,286,84.62,4,7.30,7.30
239,FC Bayern München,,Sven Ulreich,0,0,22,75.86,0,7.30,7.30
240,Atlético Madrid,,Jesús Gámez,0,0,46,80.7,2,7.30,7.30
241,Atlético Madrid,,José María Giménez,0,0,218,78.42,0,7.30,7.30
242,Paris Saint-Germain,,Adrien Rabiot,0,0,427,90.27,3,7.29,7.29
243,Valencia,,Enzo Pérez,0,0,212,90.99,1,7.28,7.28
244,Galatasaray,,Semih Kaya,0,0,158,86.81,1,7.28,7.28
245,Sevilla,,José Antonio Reyes,0,0,58,69.05,2,7.25,7.25
246,BATE Borisov,,Maksim Zhavnerchik,0,0,51,69.86,0,7.25,7.25
247,Astana,,Nenad Erić,0,0,73,42.44,0,7.25,7.25
248,KAA Gent,,Kalifa Coulibaly,0,0,10,58.82,0,7.23,7.23
249,VfL Wolfsburg,,Luiz Gustavo,0,0,352,91.91,4,7.23,7.23
250,PSV Eindhoven,,Héctor Moreno,0,0,373,84.01,3,7.23,7.23
251,Manchester City,,Vincent Kompany,0,0,191,85.65,0,7.22,7.22
252,Chelsea,,Cesc Fàbregas,0,1,461,86.65,13,7.21,7.21
253,PSV Eindhoven,,Jeroen Zoet,0,0,171,58.56,0,7.21,7.21
254,Dynamo Kyiv,,Evgeniy Khacheridi,0,0,430,84.15,0,7.21,7.21
255,KAA Gent,,Rami Gershon,0,0,72,90,0,7.20,7.20
256,Borussia M'gladbach,,Nico Elvedi,0,0,27,77.14,0,7.20,7.20
257,Galatasaray,,Fernando Muslera,0,0,105,53.85,0,7.20,7.20
258,Juventus,,Leonardo Bonucci,0,0,348,86.35,1,7.20,7.20
259,Chelsea,,César Azpilicueta,0,0,272,77.94,6,7.19,7.19
260,Barcelona,,Gerard Piqué,0,0,562,91.53,3,7.19,7.19
261,Real Madrid,,Keylor Navas,0,0,124,61.39,0,7.18,7.18
262,BATE Borisov,,Evgeni Yablonski,0,0,97,74.05,3,7.18,7.18
263,Benfica,,Ljubomir Fejsa,0,0,164,86.77,3,7.18,7.18
264,Juventus,,Giorgio Chiellini,0,0,295,87.28,3,7.17,7.17
265,Real Madrid,,Raphaël Varane,0,0,244,91.73,1,7.17,7.17
266,Atlético Madrid,,Jan Oblak,0,0,123,49.2,0,7.16,7.16
267,BATE Borisov,,Nemanja Milunović,0,0,146,75.65,1,7.15,7.15
268,Galatasaray,,Aurélien Chedjou,0,1,151,82.51,3,7.15,7.15
269,PSV Eindhoven,,Jetro Willems,0,0,42,72.41,0,7.15,7.15
270,Galatasaray,,Wesley Sneijder,0,1,286,83.63,17,7.15,7.15
271,Benfica,,Jardel,0,0,406,87.5,0,7.14,7.14
272,BATE Borisov,,Sergey Chernik,0,0,80,40.61,0,7.13,7.13
273,Real Madrid,,Karim Benzema,0,0,189,82.17,6,7.13,7.13
274,Shakhtar Donetsk,,Alex Teixeira,0,0,206,90.75,7,7.13,7.13
275,Zenit St. Petersburg,,Yury Lodygin,0,0,84,52.5,0,7.13,7.13
276,Zenit St. Petersburg,,Axel Witsel,0,1,283,86.02,3,7.13,7.13
277,FC Bayern München,,Jérôme Boateng,0,0,410,86.86,3,7.13,7.13
278,VfL Wolfsburg,,Ricardo Rodríguez,0,1,329,85.9,8,7.12,7.12
279,FC Porto,,Danilo Pereira,0,0,280,86.69,3,7.12,7.12
280,KAA Gent,,Renato Neto,0,1,376,82.46,7,7.11,7.11
281,Real Madrid,,Pepe,0,0,412,89.57,5,7.11,7.11
282,PSV Eindhoven,,Santiago Arias,0,0,184,77.97,2,7.10,7.10
283,Benfica,,Andreas Samaris,0,0,279,86.65,3,7.10,7.10
284,FC Bayern München,,Philipp Lahm,0,0,869,91.09,29,7.09,7.09
285,VfL Wolfsburg,,Dante,0,0,378,82,4,7.08,7.08
286,Olympique Lyonnais,,Samuel Umtiti,0,0,160,84.66,1,7.08,7.08
287,Manchester United,,Marcos Rojo,0,0,203,81.85,3,7.08,7.08
288,Barcelona,,Marc Bartra,0,0,160,87.43,0,7.08,7.08
289,Dynamo Kyiv,,Oleksandr Shovkovskyi,0,0,160,76.56,0,7.07,7.07
290,Barcelona,,Marc-André ter Stegen,0,0,227,88.67,0,7.07,7.07
291,Real Madrid,,Mateo Kovačić,0,0,307,92.47,5,7.06,7.06
292,Shakhtar Donetsk,,Anton Kanibolotskiy,0,0,28,56,0,7.05,7.05
293,Manchester City,,Fernando,0,2,336,90.08,3,7.05,7.05
294,Barcelona,,Sergi Samper,0,0,80,93.02,2,7.05,7.05
295,Real Madrid,,Denis Cheryshev,0,0,21,87.5,2,7.05,7.05
296,CSKA Moscow,,Pontus Wernbloom,0,0,175,73.22,1,7.05,7.05
297,VfL Wolfsburg,,Diego Benaglio,0,0,171,62.64,0,7.05,7.05
298,Real Madrid,,Nacho Fernández,0,0,181,90.95,1,7.04,7.04
299,Olympique Lyonnais,,Mathieu Valbuena,0,1,254,89.75,29,7.04,7.04
300,Paris Saint-Germain,,Gregory van der Wiel,0,1,275,89.58,7,7.04,7.04
301,Borussia M'gladbach,,Fabian Johnson,0,1,105,78.95,9,7.04,7.04
302,KAA Gent,,Nana Asare,0,0,410,88.94,4,7.04,7.04
303,Manchester City,,Martín Demichelis,0,0,166,90.71,1,7.03,7.03
304,Benfica,,Ederson,0,0,51,47.66,0,7.03,7.03
305,Barcelona,,Jérémy Mathieu,0,0,169,89.42,0,7.03,7.03
306,Chelsea,,Kurt Zouma,0,0,130,78.79,0,7.03,7.03
307,Astana,,Foxi Kéthévoama,0,1,90,72,13,7.03,7.03
308,Paris Saint-Germain,,Kevin Trapp,0,0,178,78.76,0,7.03,7.03
309,Benfica,,Anderson Talisca,0,0,104,82.54,3,7.03,7.03
310,Olympique Lyonnais,,Jérémy Morel,0,0,139,78.98,0,7.03,7.03
311,Manchester City,,Gaël Clichy,0,0,339,79.95,3,7.03,7.03
312,Chelsea,,Gary Cahill,0,0,174,88.32,0,7.02,7.02
313,Bayer 04 Leverkusen,,Jonathan Tah,0,0,244,82.71,0,7.02,7.02
314,Benfica,,Júlio César,0,0,135,72.97,0,7.01,7.01
315,Real Madrid,,Danilo,0,1,288,88.34,8,7.01,7.01
316,FC Bayern München,,Mario Götze,0,0,71,93.42,2,7.00,7.00
317,Maccabi Tel Aviv,,Eran Zahavi,0,0,139,75.54,3,7.00,7.00
318,CSKA Moscow,,Sergey Ignashevich,0,0,197,78.17,2,7.00,7.00
319,Manchester United,,Guillermo Varela,0,0,24,77.42,0,7.00,7.00
320,Valencia,,Lucas Orbán,0,0,21,70,0,7.00,7.00
321,Galatasaray,,Jem Karacan,0,0,28,82.35,0,7.00,7.00
322,Manchester United,,Michael Carrick,0,0,88,88,2,7.00,7.00
323,VfL Wolfsburg,,Robin Knoche,0,0,74,77.89,0,7.00,7.00
324,CSKA Moscow,,Kirill Nababkin,0,0,50,84.75,0,7.00,7.00
325,Barcelona,,Thomas Vermaelen,0,0,223,93.31,0,7.00,7.00
326,Borussia M'gladbach,,Mahmoud Dahoud,0,0,235,85.14,7,7.00,7.00
327,Shakhtar Donetsk,,Yaroslav Rakitskyi,0,0,231,84.62,3,7.00,7.00
328,FC Bayern München,,Manuel Neuer,0,0,282,81.5,0,7.00,7.00
329,PSV Eindhoven,,Davy Pröpper,0,0,228,77.55,8,6.99,6.99
330,KAA Gent,,Matz Sels,0,0,121,63.02,0,6.99,6.99
331,KAA Gent,,Lasse Nielsen,0,0,399,81.43,0,6.99,6.99
332,Olympique Lyonnais,,Rafael,0,0,128,78.05,2,6.98,6.98
333,Valencia,,Shkodran Mustafi,0,0,195,82.28,1,6.98,6.98
334,Barcelona,,Munir El Haddadi,0,1,76,78.35,3,6.98,6.98
335,VfL Wolfsburg,,Josuha Guilavogui,0,0,296,86.3,3,6.98,6.98
336,Arsenal,,Laurent Koscielny,0,0,241,88.6,0,6.97,6.97
337,Galatasaray,,Lukas Podolski,0,0,137,79.65,8,6.97,6.97
338,FC Porto,,Maicon,0,0,83,68.6,2,6.97,6.97
339,Sevilla,,Michael Krohn-Dehli,0,1,162,88.52,4,6.97,6.97
340,Chelsea,,Thibaut Courtois,0,0,30,44.78,0,6.97,6.97
341,Manchester United,,Morgan Schneiderlin,0,0,237,87.13,1,6.97,6.97
342,Galatasaray,,Lionel Carole,0,0,120,80.54,7,6.97,6.97
343,Olympiacos FC,,Arthur Masuaku,0,0,156,80.83,5,6.96,6.96
344,PSV Eindhoven,,Joshua Brenet,0,0,199,84.32,4,6.96,6.96
345,CSKA Moscow,,Vasily Berezutskiy,0,0,78,89.66,1,6.95,6.95
346,Sevilla,,Marco Andreolli,0,0,103,90.35,0,6.95,6.95
347,Atlético Madrid,,Lucas Hernández,0,0,32,80,0,6.95,6.95
348,Olympiacos FC,,Luka Milivojević,0,0,140,82.35,2,6.95,6.95
